qid,P569,S248,s528,s813
Q72667,+1944-06-05T00:00:00Z/11,Q51850225,"""11001657""",+2018-04-13T00:00:00Z/11
Q1744749,+1937-05-13T00:00:00Z/11,Q51850225,"""11001658""",+2018-04-13T00:00:00Z/11
Q1457243,+1942-06-15T00:00:00Z/11,Q51850225,"""11001659""",+2018-04-13T00:00:00Z/11
Q363517,+1939-07-22T00:00:00Z/11,Q51850225,"""11001660""",+2018-04-13T00:00:00Z/11
Q1083733,+1945-08-24T00:00:00Z/11,Q51850225,"""11001662""",+2018-04-13T00:00:00Z/11
Q71364,+1947-09-06T00:00:00Z/11,Q51850225,"""11001663""",+2018-04-13T00:00:00Z/11
Q1577440,+1952-10-30T00:00:00Z/11,Q51850225,"""11001666""",+2018-04-13T00:00:00Z/11
Q1433266,+1938-11-28T00:00:00Z/11,Q51850225,"""11001667""",+2018-04-13T00:00:00Z/11
Q1997081,+1943-01-06T00:00:00Z/11,Q51850225,"""11001668""",+2018-04-13T00:00:00Z/11
Q1527190,+1948-12-20T00:00:00Z/11,Q51850225,"""11001669""",+2018-04-13T00:00:00Z/11
Q77534,+1942-03-18T00:00:00Z/11,Q51850225,"""11001670""",+2018-04-13T00:00:00Z/11
Q1512307,+1937-02-16T00:00:00Z/11,Q51850225,"""11001671""",+2018-04-13T00:00:00Z/11
Q1793943,+1937-10-16T00:00:00Z/11,Q51850225,"""11001673""",+2018-04-13T00:00:00Z/11
Q1201330,+1942-09-08T00:00:00Z/11,Q51850225,"""11001676""",+2018-04-13T00:00:00Z/11
Q2077442,+1937-12-22T00:00:00Z/11,Q51850225,"""11001679""",+2018-04-13T00:00:00Z/11
Q2804841,+1948-05-20T00:00:00Z/11,Q51850225,"""11001680""",+2018-04-13T00:00:00Z/11
Q99277,+1933-02-26T00:00:00Z/11,Q51850225,"""11001684""",+2018-04-13T00:00:00Z/11
Q2077492,+1948-05-29T00:00:00Z/11,Q51850225,"""11001685""",+2018-04-13T00:00:00Z/11
Q2576882,+1936-05-25T00:00:00Z/11,Q51850225,"""11001688""",+2018-04-13T00:00:00Z/11
Q1578361,+1937-06-19T00:00:00Z/11,Q51850225,"""11001691""",+2018-04-13T00:00:00Z/11
Q102698,+1941-07-18T00:00:00Z/11,Q51850225,"""11001692""",+2018-04-13T00:00:00Z/11
Q1564054,+1951-09-23T00:00:00Z/11,Q51850225,"""11001700""",+2018-04-13T00:00:00Z/11
Q1904719,+1939-03-31T00:00:00Z/11,Q51850225,"""11001701""",+2018-04-13T00:00:00Z/11
Q1512231,+1936-06-17T00:00:00Z/11,Q51850225,"""11001702""",+2018-04-13T00:00:00Z/11
Q592668,+1937-03-21T00:00:00Z/11,Q51850225,"""11001703""",+2018-04-13T00:00:00Z/11
Q534544,+1952-07-27T00:00:00Z/11,Q51850225,"""11001704""",+2018-04-13T00:00:00Z/11
Q1316778,+1945-02-11T00:00:00Z/11,Q51850225,"""11001706""",+2018-04-13T00:00:00Z/11
Q90455,+1955-03-06T00:00:00Z/11,Q51850225,"""11001710""",+2018-04-13T00:00:00Z/11
Q1662916,+1925-01-19T00:00:00Z/11,Q51850225,"""11001713""",+2018-04-13T00:00:00Z/11
Q1281834,+1941-02-08T00:00:00Z/11,Q51850225,"""11001715""",+2018-04-13T00:00:00Z/11
Q1332813,+1934-11-09T00:00:00Z/11,Q51850225,"""11001716""",+2018-04-13T00:00:00Z/11
Q126041,+1932-05-15T00:00:00Z/11,Q51850225,"""11001719""",+2018-04-13T00:00:00Z/11
Q57682,+1953-12-29T00:00:00Z/11,Q51850225,"""11001722""",+2018-04-13T00:00:00Z/11
Q1358880,+1932-06-29T00:00:00Z/11,Q51850225,"""11001725""",+2018-04-13T00:00:00Z/11
Q61811,+1959-05-15T00:00:00Z/11,Q51850225,"""11001726""",+2018-04-13T00:00:00Z/11
Q1379423,+1937-08-03T00:00:00Z/11,Q51850225,"""11001727""",+2018-04-13T00:00:00Z/11
Q1577791,+1927-01-25T00:00:00Z/11,Q51850225,"""11001730""",+2018-04-13T00:00:00Z/11
Q1612371,+1935-01-22T00:00:00Z/11,Q51850225,"""11001731""",+2018-04-13T00:00:00Z/11
Q1279274,+1931-03-31T00:00:00Z/11,Q51850225,"""11001732""",+2018-04-13T00:00:00Z/11
Q1510739,+1941-03-25T00:00:00Z/11,Q51850225,"""11001736""",+2018-04-13T00:00:00Z/11
Q121730,+1935-02-04T00:00:00Z/11,Q51850225,"""11001739""",+2018-04-13T00:00:00Z/11
Q104422,+1948-12-27T00:00:00Z/11,Q51850225,"""11001740""",+2018-04-13T00:00:00Z/11
Q1490533,+1955-06-03T00:00:00Z/11,Q51850225,"""11001741""",+2018-04-13T00:00:00Z/11
Q2166906,+1947-01-11T00:00:00Z/11,Q51850225,"""11001751""",+2018-04-13T00:00:00Z/11
Q824011,+1952-08-23T00:00:00Z/11,Q51850225,"""11001756""",+2018-04-13T00:00:00Z/11
Q1222647,+1942-05-14T00:00:00Z/11,Q51850225,"""11001759""",+2018-04-13T00:00:00Z/11
Q1519095,+1942-12-26T00:00:00Z/11,Q51850225,"""11001760""",+2018-04-13T00:00:00Z/11
Q1581890,+1941-07-11T00:00:00Z/11,Q51850225,"""11001768""",+2018-04-13T00:00:00Z/11
Q64525,+1954-02-10T00:00:00Z/11,Q51850225,"""11001772""",+2018-04-13T00:00:00Z/11
Q1612408,+1929-09-20T00:00:00Z/11,Q51850225,"""11001775""",+2018-04-13T00:00:00Z/11
Q1551813,+1944-09-20T00:00:00Z/11,Q51850225,"""11001781""",+2018-04-13T00:00:00Z/11
Q2077748,+1945-01-26T00:00:00Z/11,Q51850225,"""11001783""",+2018-04-13T00:00:00Z/11
Q1571089,+1949-08-05T00:00:00Z/11,Q51850225,"""11001791""",+2018-04-13T00:00:00Z/11
Q2338254,+1950-06-12T00:00:00Z/11,Q51850225,"""11001797""",+2018-04-13T00:00:00Z/11
Q1745596,+1945-09-22T00:00:00Z/11,Q51850225,"""11001799""",+2018-04-13T00:00:00Z/11
Q1600748,+1928-04-14T00:00:00Z/11,Q51850225,"""11001805""",+2018-04-13T00:00:00Z/11
Q2343742,+1944-01-30T00:00:00Z/11,Q51850225,"""11001807""",+2018-04-13T00:00:00Z/11
Q828340,+1946-02-07T00:00:00Z/11,Q51850225,"""11001808""",+2018-04-13T00:00:00Z/11
Q1354470,+1932-01-30T00:00:00Z/11,Q51850225,"""11001811""",+2018-04-13T00:00:00Z/11
Q1612324,+1923-12-27T00:00:00Z/11,Q51850225,"""11001814""",+2018-04-13T00:00:00Z/11
Q1453707,+1940-02-05T00:00:00Z/11,Q51850225,"""11001820""",+2018-04-13T00:00:00Z/11
Q2143490,+1947-11-29T00:00:00Z/11,Q51850225,"""11001822""",+2018-04-13T00:00:00Z/11
Q106976,+1947-05-27T00:00:00Z/11,Q51850225,"""11001825""",+2018-04-13T00:00:00Z/11
Q2040285,+1941-09-09T00:00:00Z/11,Q51850225,"""11001826""",+2018-04-13T00:00:00Z/11
Q824052,+1940-11-09T00:00:00Z/11,Q51850225,"""11001828""",+2018-04-13T00:00:00Z/11
Q1283234,+1943-02-25T00:00:00Z/11,Q51850225,"""11001832""",+2018-04-13T00:00:00Z/11
Q1889833,+1948-12-02T00:00:00Z/11,Q51850225,"""11001835""",+2018-04-13T00:00:00Z/11
Q1603928,+1942-05-08T00:00:00Z/11,Q51850225,"""11001841""",+2018-04-13T00:00:00Z/11
Q1353062,+1933-06-23T00:00:00Z/11,Q51850225,"""11001843""",+2018-04-13T00:00:00Z/11
Q1745611,+1959-02-26T00:00:00Z/11,Q51850225,"""11001847""",+2018-04-13T00:00:00Z/11
Q73951,+1935-12-01T00:00:00Z/11,Q51850225,"""11001849""",+2018-04-13T00:00:00Z/11
Q1309648,+1939-01-05T00:00:00Z/11,Q51850225,"""11001851""",+2018-04-13T00:00:00Z/11
Q2562366,+1937-04-13T00:00:00Z/11,Q51850225,"""11001853""",+2018-04-13T00:00:00Z/11
Q1560946,+1930-07-13T00:00:00Z/11,Q51850225,"""11001855""",+2018-04-13T00:00:00Z/11
Q1016490,+1931-08-04T00:00:00Z/11,Q51850225,"""11001859""",+2018-04-13T00:00:00Z/11
Q1560948,+1939-06-15T00:00:00Z/11,Q51850225,"""11001861""",+2018-04-13T00:00:00Z/11
Q1602272,+1951-02-25T00:00:00Z/11,Q51850225,"""11001863""",+2018-04-13T00:00:00Z/11
Q1604064,+1931-02-28T00:00:00Z/11,Q51850225,"""11001864""",+2018-04-13T00:00:00Z/11
Q1745627,+1933-11-12T00:00:00Z/11,Q51850225,"""11001867""",+2018-04-13T00:00:00Z/11
Q78004,+1942-12-12T00:00:00Z/11,Q51850225,"""11001870""",+2018-04-13T00:00:00Z/11
Q1745626,+1945-10-18T00:00:00Z/11,Q51850225,"""11001873""",+2018-04-13T00:00:00Z/11
Q1448759,+1942-02-26T00:00:00Z/11,Q51850225,"""11001879""",+2018-04-13T00:00:00Z/11
Q1301096,+1941-12-07T00:00:00Z/11,Q51850225,"""11001882""",+2018-04-13T00:00:00Z/11
Q1643565,+1937-07-01T00:00:00Z/11,Q51850225,"""11001885""",+2018-04-13T00:00:00Z/11
Q1794023,+1944-11-22T00:00:00Z/11,Q51850225,"""11001887""",+2018-04-13T00:00:00Z/11
Q1490552,+1948-03-23T00:00:00Z/11,Q51850225,"""11001888""",+2018-04-13T00:00:00Z/11
Q363697,+1937-09-15T00:00:00Z/11,Q51850225,"""11001889""",+2018-04-13T00:00:00Z/11
Q1288084,+1941-01-26T00:00:00Z/11,Q51850225,"""11001891""",+2018-04-13T00:00:00Z/11
Q1600838,+1939-07-03T00:00:00Z/11,Q51850225,"""11001892""",+2018-04-13T00:00:00Z/11
Q1081632,+1954-12-24T00:00:00Z/11,Q51850225,"""11001893""",+2018-04-13T00:00:00Z/11
Q84388,+1942-09-25T00:00:00Z/11,Q51850225,"""11001897""",+2018-04-13T00:00:00Z/11
Q60975,+1951-06-26T00:00:00Z/11,Q51850225,"""11001899""",+2018-04-13T00:00:00Z/11
Q98746,+1952-05-06T00:00:00Z/11,Q51850225,"""11001906""",+2018-04-13T00:00:00Z/11
Q1019043,+1955-04-22T00:00:00Z/11,Q51850225,"""11001908""",+2018-04-13T00:00:00Z/11
Q1572061,+1943-10-01T00:00:00Z/11,Q51850225,"""11001915""",+2018-04-13T00:00:00Z/11
Q118277,+1945-12-24T00:00:00Z/11,Q51850225,"""11001921""",+2018-04-13T00:00:00Z/11
Q1247563,+1939-07-27T00:00:00Z/11,Q51850225,"""11001922""",+2018-04-13T00:00:00Z/11
Q2546060,+1935-02-06T00:00:00Z/11,Q51850225,"""11001923""",+2018-04-13T00:00:00Z/11
Q2591121,+1955-07-25T00:00:00Z/11,Q51850225,"""11001924""",+2018-04-13T00:00:00Z/11
Q2645776,+1950-08-03T00:00:00Z/11,Q51850225,"""11001925""",+2018-04-13T00:00:00Z/11
Q1448849,+1928-06-30T00:00:00Z/11,Q51850225,"""11001926""",+2018-04-13T00:00:00Z/11
Q1604190,+1933-01-09T00:00:00Z/11,Q51850225,"""11001932""",+2018-04-13T00:00:00Z/11
Q1612712,+1934-12-10T00:00:00Z/11,Q51850225,"""11001936""",+2018-04-13T00:00:00Z/11
Q2032097,+1934-04-20T00:00:00Z/11,Q51850225,"""11001937""",+2018-04-13T00:00:00Z/11
Q16019,+1942-09-18T00:00:00Z/11,Q51850225,"""11001938""",+2018-04-13T00:00:00Z/11
Q1553145,+1946-08-20T00:00:00Z/11,Q51850225,"""11001939""",+2018-04-13T00:00:00Z/11
Q1222743,+1937-12-09T00:00:00Z/11,Q51850225,"""11001940""",+2018-04-13T00:00:00Z/11
Q1279336,+1956-06-04T00:00:00Z/11,Q51850225,"""11001942""",+2018-04-13T00:00:00Z/11
Q1444740,+1940-03-08T00:00:00Z/11,Q51850225,"""11001945""",+2018-04-13T00:00:00Z/11
Q2283722,+1944-11-05T00:00:00Z/11,Q51850225,"""11001952""",+2018-04-13T00:00:00Z/11
Q106202,+1943-02-12T00:00:00Z/11,Q51850225,"""11001953""",+2018-04-13T00:00:00Z/11
Q1600891,+1935-03-11T00:00:00Z/11,Q51850225,"""11001955""",+2018-04-13T00:00:00Z/11
Q1553622,+1942-08-12T00:00:00Z/11,Q51850225,"""11001956""",+2018-04-13T00:00:00Z/11
Q1081713,+1952-07-08T00:00:00Z/11,Q51850225,"""11001957""",+2018-04-13T00:00:00Z/11
Q1438401,+1940-05-06T00:00:00Z/11,Q51850225,"""11001959""",+2018-04-13T00:00:00Z/11
Q1512439,+1943-03-27T00:00:00Z/11,Q51850225,"""11001962""",+2018-04-13T00:00:00Z/11
Q1515677,+1949-03-30T00:00:00Z/11,Q51850225,"""11001969""",+2018-04-13T00:00:00Z/11
Q60788,+1932-07-20T00:00:00Z/11,Q51850225,"""11001970""",+2018-04-13T00:00:00Z/11
Q1222766,+1942-11-14T00:00:00Z/11,Q51850225,"""11001972""",+2018-04-13T00:00:00Z/11
Q1422044,+1924-11-03T00:00:00Z/11,Q51850225,"""11001974""",+2018-04-13T00:00:00Z/11
Q1560996,+1941-03-07T00:00:00Z/11,Q51850225,"""11001977""",+2018-04-13T00:00:00Z/11
Q744185,+1933-05-15T00:00:00Z/11,Q51850225,"""11001980""",+2018-04-13T00:00:00Z/11
Q1222778,+1939-08-26T00:00:00Z/11,Q51850225,"""11001986""",+2018-04-13T00:00:00Z/11
Q2476614,+1939-08-26T00:00:00Z/11,Q51850225,"""11001990""",+2018-04-13T00:00:00Z/11
Q103529,+1934-11-11T00:00:00Z/11,Q51850225,"""11001991""",+2018-04-13T00:00:00Z/11
Q1229781,+1929-05-10T00:00:00Z/11,Q51850225,"""11001992""",+2018-04-13T00:00:00Z/11
Q824152,+1939-05-29T00:00:00Z/11,Q51850225,"""11001995""",+2018-04-13T00:00:00Z/11
Q1516143,+1940-03-03T00:00:00Z/11,Q51850225,"""11001996""",+2018-04-13T00:00:00Z/11
Q67956,+1931-12-15T00:00:00Z/11,Q51850225,"""11001997""",+2018-04-13T00:00:00Z/11
Q500491,+1956-11-04T00:00:00Z/11,Q51850225,"""11001999""",+2018-04-13T00:00:00Z/11
Q694553,+1945-12-20T00:00:00Z/11,Q51850225,"""11002000""",+2018-04-13T00:00:00Z/11
Q1078185,+1941-04-03T00:00:00Z/11,Q51850225,"""11002001""",+2018-04-13T00:00:00Z/11
Q1081754,+1943-02-23T00:00:00Z/11,Q51850225,"""11002002""",+2018-04-13T00:00:00Z/11
Q107018,+1957-08-26T00:00:00Z/11,Q51850225,"""11002003""",+2018-04-13T00:00:00Z/11
Q1444124,+1943-12-01T00:00:00Z/11,Q51850225,"""11002005""",+2018-04-13T00:00:00Z/11
Q1690446,+1936-10-26T00:00:00Z/11,Q51850225,"""11002010""",+2018-04-13T00:00:00Z/11
Q1897200,+1958-01-20T00:00:00Z/11,Q51850225,"""11002013""",+2018-04-13T00:00:00Z/11
