qid,P569,S248,s528,s813
Q15793668,+1973-10-25T00:00:00Z/11,Q51850225,"""11004426""",+2018-04-13T00:00:00Z/11
Q14943609,+1975-10-14T00:00:00Z/11,Q51850225,"""11004427""",+2018-04-13T00:00:00Z/11
Q15021037,+1961-05-16T00:00:00Z/11,Q51850225,"""11004428""",+2018-04-13T00:00:00Z/11
Q15805255,+1979-01-18T00:00:00Z/11,Q51850225,"""11004429""",+2018-04-13T00:00:00Z/11
Q15434179,+1973-08-06T00:00:00Z/11,Q51850225,"""11004430""",+2018-04-13T00:00:00Z/11
Q15031116,+1968-11-16T00:00:00Z/11,Q51850225,"""11004431""",+2018-04-13T00:00:00Z/11
Q14944135,+1976-04-15T00:00:00Z/11,Q51850225,"""11004432""",+2018-04-13T00:00:00Z/11
Q15806084,+1971-05-29T00:00:00Z/11,Q51850225,"""11004433""",+2018-04-13T00:00:00Z/11
Q15794159,+1961-06-01T00:00:00Z/11,Q51850225,"""11004434""",+2018-04-13T00:00:00Z/11
Q14943723,+1955-08-30T00:00:00Z/11,Q51850225,"""11004435""",+2018-04-13T00:00:00Z/11
Q15805256,+1963-01-28T00:00:00Z/11,Q51850225,"""11004436""",+2018-04-13T00:00:00Z/11
Q15644599,+1979-05-15T00:00:00Z/11,Q51850225,"""11004437""",+2018-04-13T00:00:00Z/11
Q15433061,+1955-03-24T00:00:00Z/11,Q51850225,"""11004438""",+2018-04-13T00:00:00Z/11
Q15027368,+1965-10-15T00:00:00Z/11,Q51850225,"""11004439""",+2018-04-13T00:00:00Z/11
Q85773,+1976-03-11T00:00:00Z/11,Q51850225,"""11004440""",+2018-04-13T00:00:00Z/11
Q14946186,+1985-06-09T00:00:00Z/11,Q51850225,"""11004441""",+2018-04-13T00:00:00Z/11
Q15114148,+1960-09-30T00:00:00Z/11,Q51850225,"""11004442""",+2018-04-13T00:00:00Z/11
Q15813781,+1985-04-10T00:00:00Z/11,Q51850225,"""11004443""",+2018-04-13T00:00:00Z/11
Q14943007,+1983-07-11T00:00:00Z/11,Q51850225,"""11004444""",+2018-04-13T00:00:00Z/11
Q109375,+1966-09-24T00:00:00Z/11,Q51850225,"""11004445""",+2018-04-13T00:00:00Z/11
Q865376,+1950-12-15T00:00:00Z/11,Q51850225,"""11004446""",+2018-04-13T00:00:00Z/11
Q15785525,+1957-01-23T00:00:00Z/11,Q51850225,"""11004447""",+2018-04-13T00:00:00Z/11
Q1560111,+1962-03-27T00:00:00Z/11,Q51850225,"""11004448""",+2018-04-13T00:00:00Z/11
Q15434412,+1954-10-29T00:00:00Z/11,Q51850225,"""11004449""",+2018-04-13T00:00:00Z/11
Q14943431,+1981-07-09T00:00:00Z/11,Q51850225,"""11004450""",+2018-04-13T00:00:00Z/11
Q15813802,+1957-05-12T00:00:00Z/11,Q51850225,"""11004451""",+2018-04-13T00:00:00Z/11
Q6578572,+1987-03-27T00:00:00Z/11,Q51850225,"""11004452""",+2018-04-13T00:00:00Z/11
Q14947102,+1970-12-05T00:00:00Z/11,Q51850225,"""11004453""",+2018-04-13T00:00:00Z/11
Q1356102,+1956-09-17T00:00:00Z/11,Q51850225,"""11004454""",+2018-04-13T00:00:00Z/11
Q15622710,+1960-07-21T00:00:00Z/11,Q51850225,"""11004455""",+2018-04-13T00:00:00Z/11
Q15813170,+1981-09-09T00:00:00Z/11,Q51850225,"""11004603""",+2018-04-13T00:00:00Z/11
Q14946390,+1957-10-22T00:00:00Z/11,Q51850225,"""11004604""",+2018-04-13T00:00:00Z/11
Q15794238,+1965-03-15T00:00:00Z/11,Q51850225,"""11004605""",+2018-04-13T00:00:00Z/11
Q15853409,+1953-08-04T00:00:00Z/11,Q51850225,"""11004611""",+2018-04-13T00:00:00Z/11
Q15263649,+1986-02-10T00:00:00Z/11,Q51850225,"""11004613""",+2018-04-13T00:00:00Z/11
Q19834635,+1962-02-05T00:00:00Z/11,Q51850225,"""11004614""",+2018-04-13T00:00:00Z/11
Q19402658,+1961-02-05T00:00:00Z/11,Q51850225,"""11004616""",+2018-04-13T00:00:00Z/11
Q19299319,+1989-05-03T00:00:00Z/11,Q51850225,"""11004617""",+2018-04-13T00:00:00Z/11
Q19758044,+1962-05-16T00:00:00Z/11,Q51850225,"""11004619""",+2018-04-13T00:00:00Z/11
Q19828181,+1958-07-21T00:00:00Z/11,Q51850225,"""11004620""",+2018-04-13T00:00:00Z/11
Q20243318,+1960-07-05T00:00:00Z/11,Q51850225,"""11004621""",+2018-04-13T00:00:00Z/11
Q1426157,+1983-01-31T00:00:00Z/11,Q51850225,"""11004622""",+2018-04-13T00:00:00Z/11
Q2531163,+1955-01-10T00:00:00Z/11,Q51850225,"""11004623""",+2018-04-13T00:00:00Z/11
Q16739242,+1952-09-19T00:00:00Z/11,Q51850225,"""11004626""",+2018-04-13T00:00:00Z/11
Q21481433,+1959-12-17T00:00:00Z/11,Q51850225,"""11004627""",+2018-04-13T00:00:00Z/11
Q28374579,+1959-04-27T00:00:00Z/11,Q51850225,"""11004635""",+2018-04-13T00:00:00Z/11
Q24456217,+1970-11-04T00:00:00Z/11,Q51850225,"""11004636""",+2018-04-13T00:00:00Z/11
Q28845782,+1946-04-01T00:00:00Z/11,Q51850225,"""11004637""",+2018-04-13T00:00:00Z/11
Q25906244,+1969-08-16T00:00:00Z/11,Q51850225,"""11004639""",+2018-04-13T00:00:00Z/11
Q25939195,+1967-01-28T00:00:00Z/11,Q51850225,"""11004640""",+2018-04-13T00:00:00Z/11
Q27791758,+1945-01-25T00:00:00Z/11,Q51850225,"""11004641""",+2018-04-13T00:00:00Z/11
Q28035882,+1967-03-29T00:00:00Z/11,Q51850225,"""11004642""",+2018-04-13T00:00:00Z/11
Q1307325,+1958-10-20T00:00:00Z/11,Q51850225,"""11004643""",+2018-04-13T00:00:00Z/11
Q33105804,+1973-03-19T00:00:00Z/11,Q51850225,"""11004644""",+2018-04-13T00:00:00Z/11
Q33519815,+1979-10-31T00:00:00Z/11,Q51850225,"""11004645""",+2018-04-13T00:00:00Z/11
Q1666351,+1952-11-17T00:00:00Z/11,Q51850225,"""11004650""",+2018-04-13T00:00:00Z/11
Q40097453,+1976-11-30T00:00:00Z/11,Q51850225,"""11004651""",+2018-04-13T00:00:00Z/11
Q40998799,+1965-08-19T00:00:00Z/11,Q51850225,"""11004652""",+2018-04-13T00:00:00Z/11
Q40997638,+1982-11-16T00:00:00Z/11,Q51850225,"""11004653""",+2018-04-13T00:00:00Z/11
Q40997592,+1965-08-27T00:00:00Z/11,Q51850225,"""11004654""",+2018-04-13T00:00:00Z/11
Q1996643,+1972-07-27T00:00:00Z/11,Q51850225,"""11004655""",+2018-04-13T00:00:00Z/11
Q40998607,+1992-11-10T00:00:00Z/11,Q51850225,"""11004656""",+2018-04-13T00:00:00Z/11
Q40998238,+1983-10-02T00:00:00Z/11,Q51850225,"""11004659""",+2018-04-13T00:00:00Z/11
Q40998271,+1963-10-05T00:00:00Z/11,Q51850225,"""11004660""",+2018-04-13T00:00:00Z/11
Q40998121,+1987-03-19T00:00:00Z/11,Q51850225,"""11004661""",+2018-04-13T00:00:00Z/11
Q19362177,+1958-01-31T00:00:00Z/11,Q51850225,"""11004662""",+2018-04-13T00:00:00Z/11
Q1894938,+1959-01-19T00:00:00Z/11,Q51850225,"""11004663""",+2018-04-13T00:00:00Z/11
Q40997659,+1983-10-15T00:00:00Z/11,Q51850225,"""11004664""",+2018-04-13T00:00:00Z/11
Q1032742,+1966-02-11T00:00:00Z/11,Q51850225,"""11004665""",+2018-04-13T00:00:00Z/11
Q40803793,+1969-09-19T00:00:00Z/11,Q51850225,"""11004666""",+2018-04-13T00:00:00Z/11
Q40999063,+1967-07-31T00:00:00Z/11,Q51850225,"""11004667""",+2018-04-13T00:00:00Z/11
Q1986069,+1970-01-23T00:00:00Z/11,Q51850225,"""11004668""",+2018-04-13T00:00:00Z/11
Q40976001,+1972-02-05T00:00:00Z/11,Q51850225,"""11004669""",+2018-04-13T00:00:00Z/11
Q40999288,+1976-09-28T00:00:00Z/11,Q51850225,"""11004670""",+2018-04-13T00:00:00Z/11
Q42116735,+1984-02-08T00:00:00Z/11,Q51850225,"""11004671""",+2018-04-13T00:00:00Z/11
Q40804106,+1978-07-18T00:00:00Z/11,Q51850225,"""11004672""",+2018-04-13T00:00:00Z/11
Q42115961,+1979-09-03T00:00:00Z/11,Q51850225,"""11004673""",+2018-04-13T00:00:00Z/11
Q40979188,+1988-04-17T00:00:00Z/11,Q51850225,"""11004674""",+2018-04-13T00:00:00Z/11
Q37810277,+1969-04-06T00:00:00Z/11,Q51850225,"""11004675""",+2018-04-13T00:00:00Z/11
Q41699566,+1986-03-08T00:00:00Z/11,Q51850225,"""11004676""",+2018-04-13T00:00:00Z/11
Q40999277,+1983-10-03T00:00:00Z/11,Q51850225,"""11004677""",+2018-04-13T00:00:00Z/11
Q18176740,+1966-05-29T00:00:00Z/11,Q51850225,"""11004678""",+2018-04-13T00:00:00Z/11
Q40997616,+1990-07-14T00:00:00Z/11,Q51850225,"""11004679""",+2018-04-13T00:00:00Z/11
Q40994438,+1961-08-25T00:00:00Z/11,Q51850225,"""11004680""",+2018-04-13T00:00:00Z/11
Q40998761,+1973-07-23T00:00:00Z/11,Q51850225,"""11004681""",+2018-04-13T00:00:00Z/11
Q40998256,+1971-10-18T00:00:00Z/11,Q51850225,"""11004682""",+2018-04-13T00:00:00Z/11
Q1817709,+1960-04-26T00:00:00Z/11,Q51850225,"""11004683""",+2018-04-13T00:00:00Z/11
Q40998983,+1967-09-05T00:00:00Z/11,Q51850225,"""11004684""",+2018-04-13T00:00:00Z/11
Q1736700,+1965-04-13T00:00:00Z/11,Q51850225,"""11004686""",+2018-04-13T00:00:00Z/11
Q40813093,+1977-04-29T00:00:00Z/11,Q51850225,"""11004687""",+2018-04-13T00:00:00Z/11
Q865473,+1963-11-09T00:00:00Z/11,Q51850225,"""11004688""",+2018-04-13T00:00:00Z/11
Q1733789,+1951-04-05T00:00:00Z/11,Q51850225,"""11004690""",+2018-04-13T00:00:00Z/11
Q41617093,+1990-11-04T00:00:00Z/11,Q51850225,"""11004691""",+2018-04-13T00:00:00Z/11
Q24260075,+1972-11-30T00:00:00Z/11,Q51850225,"""11004692""",+2018-04-13T00:00:00Z/11
Q40998571,+1958-06-08T00:00:00Z/11,Q51850225,"""11004693""",+2018-04-13T00:00:00Z/11
Q40997480,+1983-09-24T00:00:00Z/11,Q51850225,"""11004694""",+2018-04-13T00:00:00Z/11
Q40895143,+1975-04-14T00:00:00Z/11,Q51850225,"""11004695""",+2018-04-13T00:00:00Z/11
Q40896434,+1973-04-06T00:00:00Z/11,Q51850225,"""11004696""",+2018-04-13T00:00:00Z/11
Q40999085,+1962-07-30T00:00:00Z/11,Q51850225,"""11004697""",+2018-04-13T00:00:00Z/11
Q27917019,+1960-09-02T00:00:00Z/11,Q51850225,"""11004698""",+2018-04-13T00:00:00Z/11
Q750543,+1958-03-30T00:00:00Z/11,Q51850225,"""11004699""",+2018-04-13T00:00:00Z/11
Q40998247,+1964-07-22T00:00:00Z/11,Q51850225,"""11004700""",+2018-04-13T00:00:00Z/11
Q40988876,+1965-09-18T00:00:00Z/11,Q51850225,"""11004701""",+2018-04-13T00:00:00Z/11
Q556667,+1968-02-17T00:00:00Z/11,Q51850225,"""11004703""",+2018-04-13T00:00:00Z/11
Q40428300,+1969-06-07T00:00:00Z/11,Q51850225,"""11004704""",+2018-04-13T00:00:00Z/11
Q102641,+1977-04-18T00:00:00Z/11,Q51850225,"""11004705""",+2018-04-13T00:00:00Z/11
Q40997474,+1956-05-13T00:00:00Z/11,Q51850225,"""11004706""",+2018-04-13T00:00:00Z/11
Q40998823,+1959-03-20T00:00:00Z/11,Q51850225,"""11004707""",+2018-04-13T00:00:00Z/11
Q40477093,+1978-01-07T00:00:00Z/11,Q51850225,"""11004708""",+2018-04-13T00:00:00Z/11
Q40998551,+1974-07-22T00:00:00Z/11,Q51850225,"""11004709""",+2018-04-13T00:00:00Z/11
Q40999031,+1984-02-11T00:00:00Z/11,Q51850225,"""11004710""",+2018-04-13T00:00:00Z/11
Q40875653,+1989-05-05T00:00:00Z/11,Q51850225,"""11004711""",+2018-04-13T00:00:00Z/11
Q27882896,+1984-02-04T00:00:00Z/11,Q51850225,"""11004712""",+2018-04-13T00:00:00Z/11
Q15606894,+1967-12-25T00:00:00Z/11,Q51850225,"""11004713""",+2018-04-13T00:00:00Z/11
Q40880169,+1969-09-20T00:00:00Z/11,Q51850225,"""11004714""",+2018-04-13T00:00:00Z/11
Q40998541,+1973-03-10T00:00:00Z/11,Q51850225,"""11004715""",+2018-04-13T00:00:00Z/11
Q15804500,+1976-08-10T00:00:00Z/11,Q51850225,"""11004716""",+2018-04-13T00:00:00Z/11
Q40999268,+1955-04-09T00:00:00Z/11,Q51850225,"""11004717""",+2018-04-13T00:00:00Z/11
Q40998811,+1966-06-18T00:00:00Z/11,Q51850225,"""11004719""",+2018-04-13T00:00:00Z/11
Q40978414,+1985-06-15T00:00:00Z/11,Q51850225,"""11004720""",+2018-04-13T00:00:00Z/11
Q24540200,+1991-02-25T00:00:00Z/11,Q51850225,"""11004721""",+2018-04-13T00:00:00Z/11
Q40571929,+1968-08-30T00:00:00Z/11,Q51850225,"""11004722""",+2018-04-13T00:00:00Z/11
Q21014671,+1958-09-07T00:00:00Z/11,Q51850225,"""11004723""",+2018-04-13T00:00:00Z/11
Q1670311,+1941-02-20T00:00:00Z/11,Q51850225,"""11004724""",+2018-04-13T00:00:00Z/11
Q40805630,+1942-01-12T00:00:00Z/11,Q51850225,"""11004725""",+2018-04-13T00:00:00Z/11
Q2336360,+1976-07-09T00:00:00Z/11,Q51850225,"""11004726""",+2018-04-13T00:00:00Z/11
Q20645389,+1942-01-08T00:00:00Z/11,Q51850225,"""11004727""",+2018-04-13T00:00:00Z/11
Q40958927,+1945-02-04T00:00:00Z/11,Q51850225,"""11004728""",+2018-04-13T00:00:00Z/11
Q40999347,+1958-01-07T00:00:00Z/11,Q51850225,"""11004729""",+2018-04-13T00:00:00Z/11
Q103160,+1940-03-30T00:00:00Z/11,Q51850225,"""11004730""",+2018-04-13T00:00:00Z/11
Q40476219,+1965-12-12T00:00:00Z/11,Q51850225,"""11004731""",+2018-04-13T00:00:00Z/11
Q2434972,+1976-01-04T00:00:00Z/11,Q51850225,"""11004732""",+2018-04-13T00:00:00Z/11
Q40998214,+1963-01-07T00:00:00Z/11,Q51850225,"""11004733""",+2018-04-13T00:00:00Z/11
Q2424482,+1967-10-09T00:00:00Z/11,Q51850225,"""11004734""",+2018-04-13T00:00:00Z/11
Q16318408,+1957-07-23T00:00:00Z/11,Q51850225,"""11004735""",+2018-04-13T00:00:00Z/11
Q40472081,+1974-08-16T00:00:00Z/11,Q51850225,"""11004736""",+2018-04-13T00:00:00Z/11
Q40999331,+1974-03-29T00:00:00Z/11,Q51850225,"""11004737""",+2018-04-13T00:00:00Z/11
Q40980390,+1954-09-22T00:00:00Z/11,Q51850225,"""11004738""",+2018-04-13T00:00:00Z/11
Q40475799,+1973-01-11T00:00:00Z/11,Q51850225,"""11004739""",+2018-04-13T00:00:00Z/11
Q40694068,+1959-11-10T00:00:00Z/11,Q51850225,"""11004740""",+2018-04-13T00:00:00Z/11
Q2424616,+1964-07-16T00:00:00Z/11,Q51850225,"""11004741""",+2018-04-13T00:00:00Z/11
Q41566062,+1986-04-02T00:00:00Z/11,Q51850225,"""11004742""",+2018-04-13T00:00:00Z/11
Q40873836,+1959-05-04T00:00:00Z/11,Q51850225,"""11004743""",+2018-04-13T00:00:00Z/11
Q40999107,+1976-06-01T00:00:00Z/11,Q51850225,"""11004744""",+2018-04-13T00:00:00Z/11
Q40998965,+1971-02-24T00:00:00Z/11,Q51850225,"""11004745""",+2018-04-13T00:00:00Z/11
Q2444869,+1973-08-23T00:00:00Z/11,Q51850225,"""11004746""",+2018-04-13T00:00:00Z/11
Q40998789,+1962-11-28T00:00:00Z/11,Q51850225,"""11004747""",+2018-04-13T00:00:00Z/11
Q42222998,+1977-04-12T00:00:00Z/11,Q51850225,"""11004748""",+2018-04-13T00:00:00Z/11
Q40895536,+1971-01-11T00:00:00Z/11,Q51850225,"""11004749""",+2018-04-13T00:00:00Z/11
Q1557103,+1972-05-05T00:00:00Z/11,Q51850225,"""11004750""",+2018-04-13T00:00:00Z/11
Q40999302,+1956-01-11T00:00:00Z/11,Q51850225,"""11004751""",+2018-04-13T00:00:00Z/11
Q40589032,+1964-12-12T00:00:00Z/11,Q51850225,"""11004752""",+2018-04-13T00:00:00Z/11
Q40999236,+1970-02-10T00:00:00Z/11,Q51850225,"""11004753""",+2018-04-13T00:00:00Z/11
Q1514489,+1975-06-30T00:00:00Z/11,Q51850225,"""11004754""",+2018-04-13T00:00:00Z/11
Q41244415,+1960-01-18T00:00:00Z/11,Q51850225,"""11004756""",+2018-04-13T00:00:00Z/11
Q40997670,+1957-12-09T00:00:00Z/11,Q51850225,"""11004757""",+2018-04-13T00:00:00Z/11
Q1723783,+1975-08-19T00:00:00Z/11,Q51850225,"""11004759""",+2018-04-13T00:00:00Z/11
Q28914130,+1948-01-13T00:00:00Z/11,Q51850225,"""11004760""",+2018-04-13T00:00:00Z/11
Q26270011,+1970-08-01T00:00:00Z/11,Q51850225,"""11004761""",+2018-04-13T00:00:00Z/11
Q13533978,+1961-09-27T00:00:00Z/11,Q51850225,"""11004762""",+2018-04-13T00:00:00Z/11
Q40892185,+1960-04-29T00:00:00Z/11,Q51850225,"""11004763""",+2018-04-13T00:00:00Z/11
Q40983433,+1987-01-12T00:00:00Z/11,Q51850225,"""11004764""",+2018-04-13T00:00:00Z/11
Q35975111,+1956-01-06T00:00:00Z/11,Q51850225,"""11004765""",+2018-04-13T00:00:00Z/11
Q1577714,+1952-02-20T00:00:00Z/11,Q51850225,"""11004766""",+2018-04-13T00:00:00Z/11
Q40847784,+1973-06-19T00:00:00Z/11,Q51850225,"""11004767""",+2018-04-13T00:00:00Z/11
Q1774046,+1968-05-23T00:00:00Z/11,Q51850225,"""11004768""",+2018-04-13T00:00:00Z/11
Q40997626,+1977-12-20T00:00:00Z/11,Q51850225,"""11004769""",+2018-04-13T00:00:00Z/11
Q1663079,+1978-04-04T00:00:00Z/11,Q51850225,"""11004770""",+2018-04-13T00:00:00Z/11
Q40999425,+1987-03-04T00:00:00Z/11,Q51850225,"""11004771""",+2018-04-13T00:00:00Z/11
Q40874199,+1958-08-19T00:00:00Z/11,Q51850225,"""11004772""",+2018-04-13T00:00:00Z/11
Q1743637,+1966-11-03T00:00:00Z/11,Q51850225,"""11004773""",+2018-04-13T00:00:00Z/11
Q40999257,+1979-04-23T00:00:00Z/11,Q51850225,"""11004774""",+2018-04-13T00:00:00Z/11
Q2425648,+1965-02-20T00:00:00Z/11,Q51850225,"""11004775""",+2018-04-13T00:00:00Z/11
Q39678866,+1964-08-02T00:00:00Z/11,Q51850225,"""11004776""",+2018-04-13T00:00:00Z/11
Q40998844,+1971-12-25T00:00:00Z/11,Q51850225,"""11004777""",+2018-04-13T00:00:00Z/11
Q40876446,+1972-08-19T00:00:00Z/11,Q51850225,"""11004778""",+2018-04-13T00:00:00Z/11
Q40998109,+1973-05-29T00:00:00Z/11,Q51850225,"""11004779""",+2018-04-13T00:00:00Z/11
Q1734454,+1977-12-02T00:00:00Z/11,Q51850225,"""11004780""",+2018-04-13T00:00:00Z/11
Q40978854,+1986-02-22T00:00:00Z/11,Q51850225,"""11004781""",+2018-04-13T00:00:00Z/11
Q40997678,+1980-12-04T00:00:00Z/11,Q51850225,"""11004782""",+2018-04-13T00:00:00Z/11
Q40974956,+1987-02-19T00:00:00Z/11,Q51850225,"""11004783""",+2018-04-13T00:00:00Z/11
Q40997285,+1980-12-22T00:00:00Z/11,Q51850225,"""11004784""",+2018-04-13T00:00:00Z/11
Q40998056,+1986-08-20T00:00:00Z/11,Q51850225,"""11004786""",+2018-04-13T00:00:00Z/11
Q26792878,+1968-08-06T00:00:00Z/11,Q51850225,"""11004787""",+2018-04-13T00:00:00Z/11
Q40921995,+1967-10-29T00:00:00Z/11,Q51850225,"""11004788""",+2018-04-13T00:00:00Z/11
Q40999227,+1982-09-19T00:00:00Z/11,Q51850225,"""11004789""",+2018-04-13T00:00:00Z/11
Q18202322,+1985-07-27T00:00:00Z/11,Q51850225,"""11004790""",+2018-04-13T00:00:00Z/11
Q40846824,+1971-04-29T00:00:00Z/11,Q51850225,"""11004791""",+2018-04-13T00:00:00Z/11
Q40984890,+1974-01-08T00:00:00Z/11,Q51850225,"""11004792""",+2018-04-13T00:00:00Z/11
Q2642495,+1975-12-08T00:00:00Z/11,Q51850225,"""11004793""",+2018-04-13T00:00:00Z/11
Q40998043,+1972-03-16T00:00:00Z/11,Q51850225,"""11004795""",+2018-04-13T00:00:00Z/11
Q16216417,+1989-02-11T00:00:00Z/11,Q51850225,"""11004796""",+2018-04-13T00:00:00Z/11
Q40997988,+1981-08-12T00:00:00Z/11,Q51850225,"""11004797""",+2018-04-13T00:00:00Z/11
Q71763,+1966-11-05T00:00:00Z/11,Q51850225,"""11004798""",+2018-04-13T00:00:00Z/11
Q40998225,+1977-08-26T00:00:00Z/11,Q51850225,"""11004799""",+2018-04-13T00:00:00Z/11
Q62995,+1967-12-19T00:00:00Z/11,Q51850225,"""11004800""",+2018-04-13T00:00:00Z/11
Q2371230,+1979-12-04T00:00:00Z/11,Q51850225,"""11004801""",+2018-04-13T00:00:00Z/11
Q40998992,+1976-12-06T00:00:00Z/11,Q51850225,"""11004802""",+2018-04-13T00:00:00Z/11
Q21014891,+1986-05-17T00:00:00Z/11,Q51850225,"""11004805""",+2018-04-13T00:00:00Z/11
Q30579521,+1955-07-30T00:00:00Z/11,Q51850225,"""11004806""",+2018-04-13T00:00:00Z/11
Q40848063,+1951-08-19T00:00:00Z/11,Q51850225,"""11004807""",+2018-04-13T00:00:00Z/11
Q108447,+1966-09-19T00:00:00Z/11,Q51850225,"""11004809""",+2018-04-13T00:00:00Z/11
Q23060128,+1952-06-29T00:00:00Z/11,Q51850225,"""11004810""",+2018-04-13T00:00:00Z/11
Q39238058,+1962-02-10T00:00:00Z/11,Q51850225,"""11004811""",+2018-04-13T00:00:00Z/11
Q20753082,+1944-06-19T00:00:00Z/11,Q51850225,"""11004812""",+2018-04-13T00:00:00Z/11
Q40572710,+1964-08-12T00:00:00Z/11,Q51850225,"""11004813""",+2018-04-13T00:00:00Z/11
Q750695,+1967-01-02T00:00:00Z/11,Q51850225,"""11004814""",+2018-04-13T00:00:00Z/11
Q40998591,+1968-01-08T00:00:00Z/11,Q51850225,"""11004815""",+2018-04-13T00:00:00Z/11
Q99663,+1959-08-03T00:00:00Z/11,Q51850225,"""11004816""",+2018-04-13T00:00:00Z/11
Q16999689,+1980-03-07T00:00:00Z/11,Q51850225,"""11004817""",+2018-04-13T00:00:00Z/11
Q40136224,+1975-03-07T00:00:00Z/11,Q51850225,"""11004819""",+2018-04-13T00:00:00Z/11
Q123171,+1975-08-30T00:00:00Z/11,Q51850225,"""11004820""",+2018-04-13T00:00:00Z/11
Q40878850,+1983-05-17T00:00:00Z/11,Q51850225,"""11004821""",+2018-04-13T00:00:00Z/11
Q40984442,+1975-08-16T00:00:00Z/11,Q51850225,"""11004822""",+2018-04-13T00:00:00Z/11
Q41080910,+1980-01-16T00:00:00Z/11,Q51850225,"""11004823""",+2018-04-13T00:00:00Z/11
Q41111971,+1984-07-23T00:00:00Z/11,Q51850225,"""11004824""",+2018-04-13T00:00:00Z/11
Q40998854,+1968-12-15T00:00:00Z/11,Q51850225,"""11004825""",+2018-04-13T00:00:00Z/11
Q40998750,+1983-07-20T00:00:00Z/11,Q51850225,"""11004826""",+2018-04-13T00:00:00Z/11
Q23564779,+1958-01-18T00:00:00Z/11,Q51850225,"""11004827""",+2018-04-13T00:00:00Z/11
Q40998561,+1969-07-17T00:00:00Z/11,Q51850225,"""11004828""",+2018-04-13T00:00:00Z/11
Q40998023,+1963-07-24T00:00:00Z/11,Q51850225,"""11004829""",+2018-04-13T00:00:00Z/11
Q6523639,+1981-08-10T00:00:00Z/11,Q51850225,"""11004830""",+2018-04-13T00:00:00Z/11
Q40879872,+1968-04-30T00:00:00Z/11,Q51850225,"""11004831""",+2018-04-13T00:00:00Z/11
Q40999402,+1989-01-22T00:00:00Z/11,Q51850225,"""11004832""",+2018-04-13T00:00:00Z/11
Q40999014,+1992-12-12T00:00:00Z/11,Q51850225,"""11004833""",+2018-04-13T00:00:00Z/11
Q41594734,+1982-06-13T00:00:00Z/11,Q51850225,"""11004834""",+2018-04-13T00:00:00Z/11
Q40895849,+1964-08-08T00:00:00Z/11,Q51850225,"""11004835""",+2018-04-13T00:00:00Z/11
Q33309067,+1989-07-02T00:00:00Z/11,Q51850225,"""11004836""",+2018-04-13T00:00:00Z/11
Q40998599,+1980-01-29T00:00:00Z/11,Q51850225,"""11004837""",+2018-04-13T00:00:00Z/11
Q40810647,+1964-11-07T00:00:00Z/11,Q51850225,"""11004839""",+2018-04-13T00:00:00Z/11
Q2080285,+1965-12-12T00:00:00Z/11,Q51850225,"""11004841""",+2018-04-13T00:00:00Z/11
Q40650476,+1988-12-30T00:00:00Z/11,Q51850225,"""11004842""",+2018-04-13T00:00:00Z/11
Q40993181,+1960-02-17T00:00:00Z/11,Q51850225,"""11004843""",+2018-04-13T00:00:00Z/11
Q40919890,+1986-11-25T00:00:00Z/11,Q51850225,"""11004844""",+2018-04-13T00:00:00Z/11
Q40999127,+1971-01-04T00:00:00Z/11,Q51850225,"""11004845""",+2018-04-13T00:00:00Z/11
Q40880800,+1955-12-07T00:00:00Z/11,Q51850225,"""11004846""",+2018-04-13T00:00:00Z/11
Q40470241,+1960-04-21T00:00:00Z/11,Q51850225,"""11004847""",+2018-04-13T00:00:00Z/11
Q40999339,+1977-02-11T00:00:00Z/11,Q51850225,"""11004848""",+2018-04-13T00:00:00Z/11
Q1728909,+1982-02-01T00:00:00Z/11,Q51850225,"""11004849""",+2018-04-13T00:00:00Z/11
Q40881740,+1982-09-04T00:00:00Z/11,Q51850225,"""11004850""",+2018-04-13T00:00:00Z/11
Q7477615,+1975-06-01T00:00:00Z/11,Q51850225,"""11004851""",+2018-04-13T00:00:00Z/11
Q315151,+1965-02-01T00:00:00Z/11,Q51850225,"""11004852""",+2018-04-13T00:00:00Z/11
Q40998066,+1987-02-17T00:00:00Z/11,Q51850225,"""11004853""",+2018-04-13T00:00:00Z/11
Q40974976,+1985-07-19T00:00:00Z/11,Q51850225,"""11004854""",+2018-04-13T00:00:00Z/11
Q40881384,+1946-05-30T00:00:00Z/11,Q51850225,"""11004855""",+2018-04-13T00:00:00Z/11
Q40471077,+1964-01-07T00:00:00Z/11,Q51850225,"""11004856""",+2018-04-13T00:00:00Z/11
Q103972,+1978-07-11T00:00:00Z/11,Q51850225,"""11004857""",+2018-04-13T00:00:00Z/11
Q40881060,+1977-11-08T00:00:00Z/11,Q51850225,"""11004858""",+2018-04-13T00:00:00Z/11
Q36338130,+1969-07-30T00:00:00Z/11,Q51850225,"""11004859""",+2018-04-13T00:00:00Z/11
Q29946731,+1954-05-05T00:00:00Z/11,Q51850225,"""11004862""",+2018-04-13T00:00:00Z/11
Q1366533,+1954-02-03T00:00:00Z/11,Q51850225,"""11004863""",+2018-04-13T00:00:00Z/11
Q40999004,+1971-05-01T00:00:00Z/11,Q51850225,"""11004864""",+2018-04-13T00:00:00Z/11
Q69346,+1955-10-30T00:00:00Z/11,Q51850225,"""11004865""",+2018-04-13T00:00:00Z/11
Q40998264,+1972-05-09T00:00:00Z/11,Q51850225,"""11004866""",+2018-04-13T00:00:00Z/11
