qid,P569,S248,s528,s813,P570,S248,s528,s813
Q1679256,+1891-01-29T00:00:00Z/11,Q51850225,"""11001583""",+2018-04-13T00:00:00Z/11,+1968-06-23T00:00:00Z/11,Q51850225,"""11001583""",+2018-04-13T00:00:00Z/11
Q1505458,+1917-11-07T00:00:00Z/11,Q51850225,"""11001584""",+2018-04-13T00:00:00Z/11,+1993-02-06T00:00:00Z/11,Q51850225,"""11001584""",+2018-04-13T00:00:00Z/11
Q2638525,+1932-02-23T00:00:00Z/11,Q51850225,"""11001585""",+2018-04-13T00:00:00Z/11,+2012-07-14T00:00:00Z/11,Q51850225,"""11001585""",+2018-04-13T00:00:00Z/11
Q1341943,+1933-06-09T00:00:00Z/11,Q51850225,"""11001586""",+2018-04-13T00:00:00Z/11,+2016-08-22T00:00:00Z/11,Q51850225,"""11001586""",+2018-04-13T00:00:00Z/11
Q1412785,+1912-08-10T00:00:00Z/11,Q51850225,"""11001587""",+2018-04-13T00:00:00Z/11,+1969-12-29T00:00:00Z/11,Q51850225,"""11001587""",+2018-04-13T00:00:00Z/11
Q1793906,+1922-09-30T00:00:00Z/11,Q51850225,"""11001588""",+2018-04-13T00:00:00Z/11,+2012-12-09T00:00:00Z/11,Q51850225,"""11001588""",+2018-04-13T00:00:00Z/11
Q763204,+1902-12-22T00:00:00Z/11,Q51850225,"""11001589""",+2018-04-13T00:00:00Z/11,+1999-02-02T00:00:00Z/11,Q51850225,"""11001589""",+2018-04-13T00:00:00Z/11
Q1510831,+1930-12-16T00:00:00Z/11,Q51850225,"""11001590""",+2018-04-13T00:00:00Z/11,+2016-02-28T00:00:00Z/11,Q51850225,"""11001590""",+2018-04-13T00:00:00Z/11
Q1461277,+1934-02-25T00:00:00Z/11,Q51850225,"""11001591""",+2018-04-13T00:00:00Z/11,+1994-12-06T00:00:00Z/11,Q51850225,"""11001591""",+2018-04-13T00:00:00Z/11
Q1352958,+1912-07-14T00:00:00Z/11,Q51850225,"""11001594""",+2018-04-13T00:00:00Z/11,+1973-06-12T00:00:00Z/11,Q51850225,"""11001594""",+2018-04-13T00:00:00Z/11
Q1448392,+1904-08-14T00:00:00Z/11,Q51850225,"""11001595""",+2018-04-13T00:00:00Z/11,+1974-10-09T00:00:00Z/11,Q51850225,"""11001595""",+2018-04-13T00:00:00Z/11
Q2061472,+1929-12-06T00:00:00Z/11,Q51850225,"""11001597""",+2018-04-13T00:00:00Z/11,+2015-03-11T00:00:00Z/11,Q51850225,"""11001597""",+2018-04-13T00:00:00Z/11
Q454690,+1884-07-29T00:00:00Z/11,Q51850225,"""11001599""",+2018-04-13T00:00:00Z/11,+1973-04-12T00:00:00Z/11,Q51850225,"""11001599""",+2018-04-13T00:00:00Z/11
Q1575728,+1920-07-06T00:00:00Z/11,Q51850225,"""11001600""",+2018-04-13T00:00:00Z/11,+2010-10-01T00:00:00Z/11,Q51850225,"""11001600""",+2018-04-13T00:00:00Z/11
Q1084318,+1886-02-15T00:00:00Z/11,Q51850225,"""11001602""",+2018-04-13T00:00:00Z/11,+1967-11-14T00:00:00Z/11,Q51850225,"""11001602""",+2018-04-13T00:00:00Z/11
Q2574339,+1887-12-11T00:00:00Z/11,Q51850225,"""11001603""",+2018-04-13T00:00:00Z/11,+1970-03-27T00:00:00Z/11,Q51850225,"""11001603""",+2018-04-13T00:00:00Z/11
Q2040070,+1904-01-05T00:00:00Z/11,Q51850225,"""11001604""",+2018-04-13T00:00:00Z/11,+1977-02-13T00:00:00Z/11,Q51850225,"""11001604""",+2018-04-13T00:00:00Z/11
Q1598389,+1890-10-27T00:00:00Z/11,Q51850225,"""11001605""",+2018-04-13T00:00:00Z/11,+1966-09-25T00:00:00Z/11,Q51850225,"""11001605""",+2018-04-13T00:00:00Z/11
Q1314007,+1932-09-01T00:00:00Z/11,Q51850225,"""11001606""",+2018-04-13T00:00:00Z/11,+2014-07-04T00:00:00Z/11,Q51850225,"""11001606""",+2018-04-13T00:00:00Z/11
Q95849,+1911-04-10T00:00:00Z/11,Q51850225,"""11001607""",+2018-04-13T00:00:00Z/11,+2004-07-16T00:00:00Z/11,Q51850225,"""11001607""",+2018-04-13T00:00:00Z/11
Q1870123,+1933-06-20T00:00:00Z/11,Q51850225,"""11001608""",+2018-04-13T00:00:00Z/11,+2001-07-24T00:00:00Z/11,Q51850225,"""11001608""",+2018-04-13T00:00:00Z/11
Q1629777,+1929-05-10T00:00:00Z/11,Q51850225,"""11001611""",+2018-04-13T00:00:00Z/11,+2000-10-01T00:00:00Z/11,Q51850225,"""11001611""",+2018-04-13T00:00:00Z/11
Q1896199,+1888-05-18T00:00:00Z/11,Q51850225,"""11001613""",+2018-04-13T00:00:00Z/11,+1968-09-27T00:00:00Z/11,Q51850225,"""11001613""",+2018-04-13T00:00:00Z/11
Q107160,+1887-09-24T00:00:00Z/11,Q51850225,"""11001614""",+2018-04-13T00:00:00Z/11,+1957-04-12T00:00:00Z/11,Q51850225,"""11001614""",+2018-04-13T00:00:00Z/11
Q1441293,+1919-01-26T00:00:00Z/11,Q51850225,"""11001615""",+2018-04-13T00:00:00Z/11,+1991-11-27T00:00:00Z/11,Q51850225,"""11001615""",+2018-04-13T00:00:00Z/11
Q2574368,+1936-11-05T00:00:00Z/11,Q51850225,"""11001617""",+2018-04-13T00:00:00Z/11,+2006-04-08T00:00:00Z/11,Q51850225,"""11001617""",+2018-04-13T00:00:00Z/11
Q2158484,+1899-05-24T00:00:00Z/11,Q51850225,"""11001618""",+2018-04-13T00:00:00Z/11,+1986-05-24T00:00:00Z/11,Q51850225,"""11001618""",+2018-04-13T00:00:00Z/11
Q1354047,+1892-11-20T00:00:00Z/11,Q51850225,"""11001620""",+2018-04-13T00:00:00Z/11,+1953-07-15T00:00:00Z/11,Q51850225,"""11001620""",+2018-04-13T00:00:00Z/11
Q1433009,+1950-04-07T00:00:00Z/11,Q51850225,"""11001622""",+2018-04-13T00:00:00Z/11,+2008-08-13T00:00:00Z/11,Q51850225,"""11001622""",+2018-04-13T00:00:00Z/11
Q1561260,+1910-02-03T00:00:00Z/11,Q51850225,"""11001623""",+2018-04-13T00:00:00Z/11,+1997-03-13T00:00:00Z/11,Q51850225,"""11001623""",+2018-04-13T00:00:00Z/11
Q1445835,+1939-03-18T00:00:00Z/11,Q51850225,"""11001624""",+2018-04-13T00:00:00Z/11,+1981-01-29T00:00:00Z/11,Q51850225,"""11001624""",+2018-04-13T00:00:00Z/11
Q1354986,+1939-07-26T00:00:00Z/11,Q51850225,"""11001625""",+2018-04-13T00:00:00Z/11,+2007-01-10T00:00:00Z/11,Q51850225,"""11001625""",+2018-04-13T00:00:00Z/11
Q1461321,+1890-12-31T00:00:00Z/11,Q51850225,"""11001627""",+2018-04-13T00:00:00Z/11,+1959-04-13T00:00:00Z/11,Q51850225,"""11001627""",+2018-04-13T00:00:00Z/11
Q2574362,+1897-08-28T00:00:00Z/11,Q51850225,"""11001629""",+2018-04-13T00:00:00Z/11,+1990-07-31T00:00:00Z/11,Q51850225,"""11001629""",+2018-04-13T00:00:00Z/11
Q1604788,+1902-07-03T00:00:00Z/11,Q51850225,"""11001630""",+2018-04-13T00:00:00Z/11,+1966-12-31T00:00:00Z/11,Q51850225,"""11001630""",+2018-04-13T00:00:00Z/11
Q64467,+1905-05-01T00:00:00Z/11,Q51850225,"""11001631""",+2018-04-13T00:00:00Z/11,+1998-05-04T00:00:00Z/11,Q51850225,"""11001631""",+2018-04-13T00:00:00Z/11
Q1245285,+1933-06-30T00:00:00Z/11,Q51850225,"""11001632""",+2018-04-13T00:00:00Z/11,+2013-06-14T00:00:00Z/11,Q51850225,"""11001632""",+2018-04-13T00:00:00Z/11
Q2582092,+1896-07-24T00:00:00Z/11,Q51850225,"""11001633""",+2018-04-13T00:00:00Z/11,+1962-01-12T00:00:00Z/11,Q51850225,"""11001633""",+2018-04-13T00:00:00Z/11
Q1349613,+1903-07-25T00:00:00Z/11,Q51850225,"""11001634""",+2018-04-13T00:00:00Z/11,+1977-12-04T00:00:00Z/11,Q51850225,"""11001634""",+2018-04-13T00:00:00Z/11
Q1326588,+1899-04-14T00:00:00Z/11,Q51850225,"""11001636""",+2018-04-13T00:00:00Z/11,+1959-08-31T00:00:00Z/11,Q51850225,"""11001636""",+2018-04-13T00:00:00Z/11
Q1372521,+1885-03-22T00:00:00Z/11,Q51850225,"""11001639""",+2018-04-13T00:00:00Z/11,+1969-10-03T00:00:00Z/11,Q51850225,"""11001639""",+2018-04-13T00:00:00Z/11
Q1298967,+1901-07-12T00:00:00Z/11,Q51850225,"""11001640""",+2018-04-13T00:00:00Z/11,+1985-03-09T00:00:00Z/11,Q51850225,"""11001640""",+2018-04-13T00:00:00Z/11
Q2574383,+1914-12-24T00:00:00Z/11,Q51850225,"""11001642""",+2018-04-13T00:00:00Z/11,+2006-10-16T00:00:00Z/11,Q51850225,"""11001642""",+2018-04-13T00:00:00Z/11
Q1467708,+1902-01-20T00:00:00Z/11,Q51850225,"""11001643""",+2018-04-13T00:00:00Z/11,+1971-06-27T00:00:00Z/11,Q51850225,"""11001643""",+2018-04-13T00:00:00Z/11
Q1904677,+1924-11-27T00:00:00Z/11,Q51850225,"""11001644""",+2018-04-13T00:00:00Z/11,+2004-11-21T00:00:00Z/11,Q51850225,"""11001644""",+2018-04-13T00:00:00Z/11
Q62185,+1901-03-27T00:00:00Z/11,Q51850225,"""11001646""",+2018-04-13T00:00:00Z/11,+1963-12-14T00:00:00Z/11,Q51850225,"""11001646""",+2018-04-13T00:00:00Z/11
Q2645612,+1915-11-20T00:00:00Z/11,Q51850225,"""11001647""",+2018-04-13T00:00:00Z/11,+1978-04-16T00:00:00Z/11,Q51850225,"""11001647""",+2018-04-13T00:00:00Z/11
Q1643532,+1904-12-11T00:00:00Z/11,Q51850225,"""11001649""",+2018-04-13T00:00:00Z/11,+1966-05-16T00:00:00Z/11,Q51850225,"""11001649""",+2018-04-13T00:00:00Z/11
Q1368686,+1934-02-09T00:00:00Z/11,Q51850225,"""11001650""",+2018-04-13T00:00:00Z/11,+1996-07-09T00:00:00Z/11,Q51850225,"""11001650""",+2018-04-13T00:00:00Z/11
Q1448434,+1902-11-28T00:00:00Z/11,Q51850225,"""11001651""",+2018-04-13T00:00:00Z/11,+1970-03-10T00:00:00Z/11,Q51850225,"""11001651""",+2018-04-13T00:00:00Z/11
Q1399578,+1920-09-11T00:00:00Z/11,Q51850225,"""11001653""",+2018-04-13T00:00:00Z/11,+1997-09-25T00:00:00Z/11,Q51850225,"""11001653""",+2018-04-13T00:00:00Z/11
Q1512246,+1927-10-23T00:00:00Z/11,Q51850225,"""11001654""",+2018-04-13T00:00:00Z/11,+2012-05-27T00:00:00Z/11,Q51850225,"""11001654""",+2018-04-13T00:00:00Z/11
Q1289488,+1902-10-13T00:00:00Z/11,Q51850225,"""11001655""",+2018-04-13T00:00:00Z/11,+1968-03-31T00:00:00Z/11,Q51850225,"""11001655""",+2018-04-13T00:00:00Z/11
Q1330170,+1921-03-24T00:00:00Z/11,Q51850225,"""11001656""",+2018-04-13T00:00:00Z/11,+1976-05-10T00:00:00Z/11,Q51850225,"""11001656""",+2018-04-13T00:00:00Z/11
Q2570667,+1923-06-04T00:00:00Z/11,Q51850225,"""11001661""",+2018-04-13T00:00:00Z/11,+1990-05-30T00:00:00Z/11,Q51850225,"""11001661""",+2018-04-13T00:00:00Z/11
Q592320,+1912-08-25T00:00:00Z/11,Q51850225,"""11001664""",+2018-04-13T00:00:00Z/11,+2001-05-27T00:00:00Z/11,Q51850225,"""11001664""",+2018-04-13T00:00:00Z/11
Q1304500,+1910-03-02T00:00:00Z/11,Q51850225,"""11001665""",+2018-04-13T00:00:00Z/11,+1998-08-13T00:00:00Z/11,Q51850225,"""11001665""",+2018-04-13T00:00:00Z/11
Q1695747,+1926-11-11T00:00:00Z/11,Q51850225,"""11001672""",+2018-04-13T00:00:00Z/11,+2000-10-03T00:00:00Z/11,Q51850225,"""11001672""",+2018-04-13T00:00:00Z/11
Q2040107,+1879-03-04T00:00:00Z/11,Q51850225,"""11001674""",+2018-04-13T00:00:00Z/11,+1956-05-19T00:00:00Z/11,Q51850225,"""11001674""",+2018-04-13T00:00:00Z/11
Q1896225,+1902-04-12T00:00:00Z/11,Q51850225,"""11001675""",+2018-04-13T00:00:00Z/11,+1989-07-31T00:00:00Z/11,Q51850225,"""11001675""",+2018-04-13T00:00:00Z/11
Q43832,+1911-05-03T00:00:00Z/11,Q51850225,"""11001677""",+2018-04-13T00:00:00Z/11,+1979-06-28T00:00:00Z/11,Q51850225,"""11001677""",+2018-04-13T00:00:00Z/11
Q2574416,+1897-06-09T00:00:00Z/11,Q51850225,"""11001678""",+2018-04-13T00:00:00Z/11,+1952-04-22T00:00:00Z/11,Q51850225,"""11001678""",+2018-04-13T00:00:00Z/11
Q1359705,+1897-04-27T00:00:00Z/11,Q51850225,"""11001681""",+2018-04-13T00:00:00Z/11,+1978-06-11T00:00:00Z/11,Q51850225,"""11001681""",+2018-04-13T00:00:00Z/11
Q1228875,+1905-10-28T00:00:00Z/11,Q51850225,"""11001682""",+2018-04-13T00:00:00Z/11,+1962-10-12T00:00:00Z/11,Q51850225,"""11001682""",+2018-04-13T00:00:00Z/11
Q1560888,+1929-12-01T00:00:00Z/11,Q51850225,"""11001683""",+2018-04-13T00:00:00Z/11,+2010-07-18T00:00:00Z/11,Q51850225,"""11001683""",+2018-04-13T00:00:00Z/11
Q2577401,+1917-01-22T00:00:00Z/11,Q51850225,"""11001686""",+2018-04-13T00:00:00Z/11,+1989-07-26T00:00:00Z/11,Q51850225,"""11001686""",+2018-04-13T00:00:00Z/11
Q1403028,+1897-01-10T00:00:00Z/11,Q51850225,"""11001687""",+2018-04-13T00:00:00Z/11,+1963-06-25T00:00:00Z/11,Q51850225,"""11001687""",+2018-04-13T00:00:00Z/11
Q1600734,+1921-08-22T00:00:00Z/11,Q51850225,"""11001689""",+2018-04-13T00:00:00Z/11,+2009-11-04T00:00:00Z/11,Q51850225,"""11001689""",+2018-04-13T00:00:00Z/11
Q1359739,+1902-11-27T00:00:00Z/11,Q51850225,"""11001690""",+2018-04-13T00:00:00Z/11,+1959-07-15T00:00:00Z/11,Q51850225,"""11001690""",+2018-04-13T00:00:00Z/11
Q1629785,+1937-02-16T00:00:00Z/11,Q51850225,"""11001693""",+2018-04-13T00:00:00Z/11,+2012-09-23T00:00:00Z/11,Q51850225,"""11001693""",+2018-04-13T00:00:00Z/11
Q1719456,+1906-07-24T00:00:00Z/11,Q51850225,"""11001694""",+2018-04-13T00:00:00Z/11,+1979-06-16T00:00:00Z/11,Q51850225,"""11001694""",+2018-04-13T00:00:00Z/11
Q1505602,+1908-03-29T00:00:00Z/11,Q51850225,"""11001695""",+2018-04-13T00:00:00Z/11,+1992-08-03T00:00:00Z/11,Q51850225,"""11001695""",+2018-04-13T00:00:00Z/11
Q1827775,+1933-12-17T00:00:00Z/11,Q51850225,"""11001696""",+2018-04-13T00:00:00Z/11,+2010-05-09T00:00:00Z/11,Q51850225,"""11001696""",+2018-04-13T00:00:00Z/11
Q2545769,+1912-08-14T00:00:00Z/11,Q51850225,"""11001697""",+2018-04-13T00:00:00Z/11,+1979-04-08T00:00:00Z/11,Q51850225,"""11001697""",+2018-04-13T00:00:00Z/11
Q1603987,+1903-09-18T00:00:00Z/11,Q51850225,"""11001698""",+2018-04-13T00:00:00Z/11,+1982-07-26T00:00:00Z/11,Q51850225,"""11001698""",+2018-04-13T00:00:00Z/11
Q1643314,+1926-10-30T00:00:00Z/11,Q51850225,"""11001699""",+2018-04-13T00:00:00Z/11,+2005-03-17T00:00:00Z/11,Q51850225,"""11001699""",+2018-04-13T00:00:00Z/11
Q1448535,+1899-08-05T00:00:00Z/11,Q51850225,"""11001705""",+2018-04-13T00:00:00Z/11,+1972-07-09T00:00:00Z/11,Q51850225,"""11001705""",+2018-04-13T00:00:00Z/11
Q82964,+1880-03-27T00:00:00Z/11,Q51850225,"""11001707""",+2018-04-13T00:00:00Z/11,+1962-09-28T00:00:00Z/11,Q51850225,"""11001707""",+2018-04-13T00:00:00Z/11
Q1549299,+1891-09-19T00:00:00Z/11,Q51850225,"""11001708""",+2018-04-13T00:00:00Z/11,+1974-11-03T00:00:00Z/11,Q51850225,"""11001708""",+2018-04-13T00:00:00Z/11
Q1169877,+1899-05-10T00:00:00Z/11,Q51850225,"""11001709""",+2018-04-13T00:00:00Z/11,+1957-10-08T00:00:00Z/11,Q51850225,"""11001709""",+2018-04-13T00:00:00Z/11
Q1301457,+1929-12-02T00:00:00Z/11,Q51850225,"""11001711""",+2018-04-13T00:00:00Z/11,+2005-08-16T00:00:00Z/11,Q51850225,"""11001711""",+2018-04-13T00:00:00Z/11
Q1512282,+1904-01-04T00:00:00Z/11,Q51850225,"""11001712""",+2018-04-13T00:00:00Z/11,+1966-04-20T00:00:00Z/11,Q51850225,"""11001712""",+2018-04-13T00:00:00Z/11
Q2545777,+1923-12-10T00:00:00Z/11,Q51850225,"""11001714""",+2018-04-13T00:00:00Z/11,+2000-03-10T00:00:00Z/11,Q51850225,"""11001714""",+2018-04-13T00:00:00Z/11
Q1827949,+1917-12-30T00:00:00Z/11,Q51850225,"""11001717""",+2018-04-13T00:00:00Z/11,+1998-11-24T00:00:00Z/11,Q51850225,"""11001717""",+2018-04-13T00:00:00Z/11
Q1040086,+1900-04-30T00:00:00Z/11,Q51850225,"""11001718""",+2018-04-13T00:00:00Z/11,+1973-12-20T00:00:00Z/11,Q51850225,"""11001718""",+2018-04-13T00:00:00Z/11
Q1296885,+1906-07-08T00:00:00Z/11,Q51850225,"""11001720""",+2018-04-13T00:00:00Z/11,+1996-10-13T00:00:00Z/11,Q51850225,"""11001720""",+2018-04-13T00:00:00Z/11
Q1289563,+1894-08-04T00:00:00Z/11,Q51850225,"""11001721""",+2018-04-13T00:00:00Z/11,+1980-08-02T00:00:00Z/11,Q51850225,"""11001721""",+2018-04-13T00:00:00Z/11
Q1124764,+1919-02-16T00:00:00Z/11,Q51850225,"""11001723""",+2018-04-13T00:00:00Z/11,+1989-09-21T00:00:00Z/11,Q51850225,"""11001723""",+2018-04-13T00:00:00Z/11
Q124116,+1901-11-25T00:00:00Z/11,Q51850225,"""11001724""",+2018-04-13T00:00:00Z/11,+1989-07-14T00:00:00Z/11,Q51850225,"""11001724""",+2018-04-13T00:00:00Z/11
Q1793968,+1899-05-02T00:00:00Z/11,Q51850225,"""11001728""",+2018-04-13T00:00:00Z/11,+1961-11-03T00:00:00Z/11,Q51850225,"""11001728""",+2018-04-13T00:00:00Z/11
Q1728021,+1903-11-28T00:00:00Z/11,Q51850225,"""11001729""",+2018-04-13T00:00:00Z/11,+1971-08-27T00:00:00Z/11,Q51850225,"""11001729""",+2018-04-13T00:00:00Z/11
Q1564751,+1922-08-22T00:00:00Z/11,Q51850225,"""11001733""",+2018-04-13T00:00:00Z/11,+2014-03-06T00:00:00Z/11,Q51850225,"""11001733""",+2018-04-13T00:00:00Z/11
Q2545808,+1921-07-24T00:00:00Z/11,Q51850225,"""11001734""",+2018-04-13T00:00:00Z/11,+1985-08-16T00:00:00Z/11,Q51850225,"""11001734""",+2018-04-13T00:00:00Z/11
Q1729956,+1934-09-17T00:00:00Z/11,Q51850225,"""11001735""",+2018-04-13T00:00:00Z/11,+2012-01-14T00:00:00Z/11,Q51850225,"""11001735""",+2018-04-13T00:00:00Z/11
Q2562287,+1915-02-25T00:00:00Z/11,Q51850225,"""11001737""",+2018-04-13T00:00:00Z/11,+2004-02-25T00:00:00Z/11,Q51850225,"""11001737""",+2018-04-13T00:00:00Z/11
Q1705479,+1908-02-14T00:00:00Z/11,Q51850225,"""11001738""",+2018-04-13T00:00:00Z/11,+1978-01-19T00:00:00Z/11,Q51850225,"""11001738""",+2018-04-13T00:00:00Z/11
Q822650,+1897-08-28T00:00:00Z/11,Q51850225,"""11001742""",+2018-04-13T00:00:00Z/11,+1952-10-21T00:00:00Z/11,Q51850225,"""11001742""",+2018-04-13T00:00:00Z/11
Q1527424,+1902-01-20T00:00:00Z/11,Q51850225,"""11001743""",+2018-04-13T00:00:00Z/11,+1981-02-03T00:00:00Z/11,Q51850225,"""11001743""",+2018-04-13T00:00:00Z/11
Q1599927,+1944-02-03T00:00:00Z/11,Q51850225,"""11001744""",+2018-04-13T00:00:00Z/11,+2002-05-18T00:00:00Z/11,Q51850225,"""11001744""",+2018-04-13T00:00:00Z/11
Q1604013,+1923-08-12T00:00:00Z/11,Q51850225,"""11001745""",+2018-04-13T00:00:00Z/11,+1987-03-30T00:00:00Z/11,Q51850225,"""11001745""",+2018-04-13T00:00:00Z/11
Q1149815,+1910-07-25T00:00:00Z/11,Q51850225,"""11001746""",+2018-04-13T00:00:00Z/11,+1996-05-14T00:00:00Z/11,Q51850225,"""11001746""",+2018-04-13T00:00:00Z/11
Q1713553,+1897-02-16T00:00:00Z/11,Q51850225,"""11001747""",+2018-04-13T00:00:00Z/11,+1974-11-29T00:00:00Z/11,Q51850225,"""11001747""",+2018-04-13T00:00:00Z/11
Q114080,+1901-04-21T00:00:00Z/11,Q51850225,"""11001748""",+2018-04-13T00:00:00Z/11,+1968-01-14T00:00:00Z/11,Q51850225,"""11001748""",+2018-04-13T00:00:00Z/11
Q90815,+1913-02-25T00:00:00Z/11,Q51850225,"""11001749""",+2018-04-13T00:00:00Z/11,+1991-05-13T00:00:00Z/11,Q51850225,"""11001749""",+2018-04-13T00:00:00Z/11
Q1947851,+1902-01-17T00:00:00Z/11,Q51850225,"""11001750""",+2018-04-13T00:00:00Z/11,+1990-01-26T00:00:00Z/11,Q51850225,"""11001750""",+2018-04-13T00:00:00Z/11
Q119696,+1931-12-29T00:00:00Z/11,Q51850225,"""11001752""",+2018-04-13T00:00:00Z/11,+2015-03-24T00:00:00Z/11,Q51850225,"""11001752""",+2018-04-13T00:00:00Z/11
Q547966,+1902-07-01T00:00:00Z/11,Q51850225,"""11001753""",+2018-04-13T00:00:00Z/11,+1967-05-01T00:00:00Z/11,Q51850225,"""11001753""",+2018-04-13T00:00:00Z/11
Q2574536,+1912-08-11T00:00:00Z/11,Q51850225,"""11001754""",+2018-04-13T00:00:00Z/11,+1979-01-22T00:00:00Z/11,Q51850225,"""11001754""",+2018-04-13T00:00:00Z/11
Q1608926,+1923-08-23T00:00:00Z/11,Q51850225,"""11001755""",+2018-04-13T00:00:00Z/11,+2007-03-11T00:00:00Z/11,Q51850225,"""11001755""",+2018-04-13T00:00:00Z/11
Q109572,+1888-04-01T00:00:00Z/11,Q51850225,"""11001757""",+2018-04-13T00:00:00Z/11,+1976-10-03T00:00:00Z/11,Q51850225,"""11001757""",+2018-04-13T00:00:00Z/11
Q2275236,+1909-01-24T00:00:00Z/11,Q51850225,"""11001758""",+2018-04-13T00:00:00Z/11,+1988-11-16T00:00:00Z/11,Q51850225,"""11001758""",+2018-04-13T00:00:00Z/11
Q109566,+1913-08-17T00:00:00Z/11,Q51850225,"""11001761""",+2018-04-13T00:00:00Z/11,+1988-09-16T00:00:00Z/11,Q51850225,"""11001761""",+2018-04-13T00:00:00Z/11
Q1642012,+1903-10-03T00:00:00Z/11,Q51850225,"""11001762""",+2018-04-13T00:00:00Z/11,+1975-07-12T00:00:00Z/11,Q51850225,"""11001762""",+2018-04-13T00:00:00Z/11
Q1425124,+1897-12-26T00:00:00Z/11,Q51850225,"""11001763""",+2018-04-13T00:00:00Z/11,+1971-07-22T00:00:00Z/11,Q51850225,"""11001763""",+2018-04-13T00:00:00Z/11
Q825763,+1880-01-25T00:00:00Z/11,Q51850225,"""11001764""",+2018-04-13T00:00:00Z/11,+1959-07-20T00:00:00Z/11,Q51850225,"""11001764""",+2018-04-13T00:00:00Z/11
Q1690385,+1925-03-16T00:00:00Z/11,Q51850225,"""11001765""",+2018-04-13T00:00:00Z/11,+2005-09-18T00:00:00Z/11,Q51850225,"""11001765""",+2018-04-13T00:00:00Z/11
Q2369431,+1953-02-23T00:00:00Z/11,Q51850225,"""11001766""",+2018-04-13T00:00:00Z/11,+2008-04-03T00:00:00Z/11,Q51850225,"""11001766""",+2018-04-13T00:00:00Z/11
