qid,P569,S248,s528,s813,P570,S248,s528,s813
Q2574560,+1900-07-15T00:00:00Z/11,Q51850225,"""11001767""",+2018-04-13T00:00:00Z/11,+1960-09-16T00:00:00Z/11,Q51850225,"""11001767""",+2018-04-13T00:00:00Z/11
Q2650401,+1921-06-16T00:00:00Z/11,Q51850225,"""11001769""",+2018-04-13T00:00:00Z/11,+2002-03-14T00:00:00Z/11,Q51850225,"""11001769""",+2018-04-13T00:00:00Z/11
Q763510,+1899-08-28T00:00:00Z/11,Q51850225,"""11001770""",+2018-04-13T00:00:00Z/11,+1975-11-29T00:00:00Z/11,Q51850225,"""11001770""",+2018-04-13T00:00:00Z/11
Q1298980,+1909-08-05T00:00:00Z/11,Q51850225,"""11001771""",+2018-04-13T00:00:00Z/11,+1993-02-06T00:00:00Z/11,Q51850225,"""11001771""",+2018-04-13T00:00:00Z/11
Q1452478,+1930-04-08T00:00:00Z/11,Q51850225,"""11001773""",+2018-04-13T00:00:00Z/11,+2009-07-19T00:00:00Z/11,Q51850225,"""11001773""",+2018-04-13T00:00:00Z/11
Q1600788,+1924-07-25T00:00:00Z/11,Q51850225,"""11001774""",+2018-04-13T00:00:00Z/11,+2007-03-07T00:00:00Z/11,Q51850225,"""11001774""",+2018-04-13T00:00:00Z/11
Q1635569,+1913-02-24T00:00:00Z/11,Q51850225,"""11001776""",+2018-04-13T00:00:00Z/11,+1960-09-15T00:00:00Z/11,Q51850225,"""11001776""",+2018-04-13T00:00:00Z/11
Q1551292,+1920-06-14T00:00:00Z/11,Q51850225,"""11001777""",+2018-04-13T00:00:00Z/11,+1971-10-15T00:00:00Z/11,Q51850225,"""11001777""",+2018-04-13T00:00:00Z/11
Q2574577,+1892-07-06T00:00:00Z/11,Q51850225,"""11001778""",+2018-04-13T00:00:00Z/11,+1967-05-31T00:00:00Z/11,Q51850225,"""11001778""",+2018-04-13T00:00:00Z/11
Q1874894,+1915-02-13T00:00:00Z/11,Q51850225,"""11001779""",+2018-04-13T00:00:00Z/11,+1996-02-06T00:00:00Z/11,Q51850225,"""11001779""",+2018-04-13T00:00:00Z/11
Q1280427,+1916-03-01T00:00:00Z/11,Q51850225,"""11001780""",+2018-04-13T00:00:00Z/11,+2001-12-24T00:00:00Z/11,Q51850225,"""11001780""",+2018-04-13T00:00:00Z/11
Q1518284,+1940-07-13T00:00:00Z/11,Q51850225,"""11001782""",+2018-04-13T00:00:00Z/11,+2017-03-31T00:00:00Z/11,Q51850225,"""11001782""",+2018-04-13T00:00:00Z/11
Q1581916,+1904-02-08T00:00:00Z/11,Q51850225,"""11001784""",+2018-04-13T00:00:00Z/11,+1998-01-29T00:00:00Z/11,Q51850225,"""11001784""",+2018-04-13T00:00:00Z/11
Q85853,+1927-06-29T00:00:00Z/11,Q51850225,"""11001785""",+2018-04-13T00:00:00Z/11,+2017-09-08T00:00:00Z/11,Q51850225,"""11001785""",+2018-04-13T00:00:00Z/11
Q1720613,+1929-02-07T00:00:00Z/11,Q51850225,"""11001786""",+2018-04-13T00:00:00Z/11,+2017-11-03T00:00:00Z/11,Q51850225,"""11001786""",+2018-04-13T00:00:00Z/11
Q2590938,+1949-05-12T00:00:00Z/11,Q51850225,"""11001787""",+2018-04-13T00:00:00Z/11,+1996-05-27T00:00:00Z/11,Q51850225,"""11001787""",+2018-04-13T00:00:00Z/11
Q1578464,+1892-10-22T00:00:00Z/11,Q51850225,"""11001788""",+2018-04-13T00:00:00Z/11,+1953-01-19T00:00:00Z/11,Q51850225,"""11001788""",+2018-04-13T00:00:00Z/11
Q1638868,+1920-08-23T00:00:00Z/11,Q51850225,"""11001789""",+2018-04-13T00:00:00Z/11,+2010-06-22T00:00:00Z/11,Q51850225,"""11001789""",+2018-04-13T00:00:00Z/11
Q1512318,+1932-02-22T00:00:00Z/11,Q51850225,"""11001790""",+2018-04-13T00:00:00Z/11,+2008-03-27T00:00:00Z/11,Q51850225,"""11001790""",+2018-04-13T00:00:00Z/11
Q1078167,+1922-11-16T00:00:00Z/11,Q51850225,"""11001792""",+2018-04-13T00:00:00Z/11,+2009-06-21T00:00:00Z/11,Q51850225,"""11001792""",+2018-04-13T00:00:00Z/11
Q1123394,+1939-12-24T00:00:00Z/11,Q51850225,"""11001793""",+2018-04-13T00:00:00Z/11,+2003-06-11T00:00:00Z/11,Q51850225,"""11001793""",+2018-04-13T00:00:00Z/11
Q1688091,+1907-10-09T00:00:00Z/11,Q51850225,"""11001794""",+2018-04-13T00:00:00Z/11,+2003-03-25T00:00:00Z/11,Q51850225,"""11001794""",+2018-04-13T00:00:00Z/11
Q1437096,+1930-07-06T00:00:00Z/11,Q51850225,"""11001795""",+2018-04-13T00:00:00Z/11,+1984-05-08T00:00:00Z/11,Q51850225,"""11001795""",+2018-04-13T00:00:00Z/11
Q1876654,+1896-11-30T00:00:00Z/11,Q51850225,"""11001796""",+2018-04-13T00:00:00Z/11,+1964-05-29T00:00:00Z/11,Q51850225,"""11001796""",+2018-04-13T00:00:00Z/11
Q100294,+1901-10-12T00:00:00Z/11,Q51850225,"""11001798""",+2018-04-13T00:00:00Z/11,+1971-12-04T00:00:00Z/11,Q51850225,"""11001798""",+2018-04-13T00:00:00Z/11
Q1512321,+1925-12-27T00:00:00Z/11,Q51850225,"""11001800""",+2018-04-13T00:00:00Z/11,+1969-04-18T00:00:00Z/11,Q51850225,"""11001800""",+2018-04-13T00:00:00Z/11
Q1904796,+1907-11-29T00:00:00Z/11,Q51850225,"""11001801""",+2018-04-13T00:00:00Z/11,+2000-06-12T00:00:00Z/11,Q51850225,"""11001801""",+2018-04-13T00:00:00Z/11
Q1598540,+1930-07-18T00:00:00Z/11,Q51850225,"""11001802""",+2018-04-13T00:00:00Z/11,+1979-10-02T00:00:00Z/11,Q51850225,"""11001802""",+2018-04-13T00:00:00Z/11
Q2582144,+1915-12-09T00:00:00Z/11,Q51850225,"""11001803""",+2018-04-13T00:00:00Z/11,+1978-08-22T00:00:00Z/11,Q51850225,"""11001803""",+2018-04-13T00:00:00Z/11
Q1581946,+1899-01-19T00:00:00Z/11,Q51850225,"""11001804""",+2018-04-13T00:00:00Z/11,+1984-11-11T00:00:00Z/11,Q51850225,"""11001804""",+2018-04-13T00:00:00Z/11
Q77493,+1898-10-31T00:00:00Z/11,Q51850225,"""11001806""",+2018-04-13T00:00:00Z/11,+1977-01-18T00:00:00Z/11,Q51850225,"""11001806""",+2018-04-13T00:00:00Z/11
Q1522379,+1900-10-05T00:00:00Z/11,Q51850225,"""11001809""",+2018-04-13T00:00:00Z/11,+1994-09-01T00:00:00Z/11,Q51850225,"""11001809""",+2018-04-13T00:00:00Z/11
Q1040180,+1909-11-17T00:00:00Z/11,Q51850225,"""11001810""",+2018-04-13T00:00:00Z/11,+1992-02-13T00:00:00Z/11,Q51850225,"""11001810""",+2018-04-13T00:00:00Z/11
Q1612445,+1924-05-01T00:00:00Z/11,Q51850225,"""11001812""",+2018-04-13T00:00:00Z/11,+1967-10-07T00:00:00Z/11,Q51850225,"""11001812""",+2018-04-13T00:00:00Z/11
Q1364997,+1918-07-17T00:00:00Z/11,Q51850225,"""11001813""",+2018-04-13T00:00:00Z/11,+1998-04-16T00:00:00Z/11,Q51850225,"""11001813""",+2018-04-13T00:00:00Z/11
Q825787,+1903-01-29T00:00:00Z/11,Q51850225,"""11001815""",+2018-04-13T00:00:00Z/11,+1982-01-13T00:00:00Z/11,Q51850225,"""11001815""",+2018-04-13T00:00:00Z/11
Q1281765,+1919-05-15T00:00:00Z/11,Q51850225,"""11001816""",+2018-04-13T00:00:00Z/11,+2011-06-03T00:00:00Z/11,Q51850225,"""11001816""",+2018-04-13T00:00:00Z/11
Q1592845,+1904-09-23T00:00:00Z/11,Q51850225,"""11001817""",+2018-04-13T00:00:00Z/11,+1980-07-25T00:00:00Z/11,Q51850225,"""11001817""",+2018-04-13T00:00:00Z/11
Q1703884,+1893-08-19T00:00:00Z/11,Q51850225,"""11001818""",+2018-04-13T00:00:00Z/11,+1962-05-11T00:00:00Z/11,Q51850225,"""11001818""",+2018-04-13T00:00:00Z/11
Q1289885,+1934-03-19T00:00:00Z/11,Q51850225,"""11001819""",+2018-04-13T00:00:00Z/11,+1993-04-22T00:00:00Z/11,Q51850225,"""11001819""",+2018-04-13T00:00:00Z/11
Q66138,+1919-10-07T00:00:00Z/11,Q51850225,"""11001821""",+2018-04-13T00:00:00Z/11,+2008-03-03T00:00:00Z/11,Q51850225,"""11001821""",+2018-04-13T00:00:00Z/11
Q1600804,+1892-01-06T00:00:00Z/11,Q51850225,"""11001823""",+2018-04-13T00:00:00Z/11,+1964-01-11T00:00:00Z/11,Q51850225,"""11001823""",+2018-04-13T00:00:00Z/11
Q1457251,+1929-02-14T00:00:00Z/11,Q51850225,"""11001824""",+2018-04-13T00:00:00Z/11,+2015-01-26T00:00:00Z/11,Q51850225,"""11001824""",+2018-04-13T00:00:00Z/11
Q2077829,+1935-08-24T00:00:00Z/11,Q51850225,"""11001827""",+2018-04-13T00:00:00Z/11,+2007-04-10T00:00:00Z/11,Q51850225,"""11001827""",+2018-04-13T00:00:00Z/11
Q1582001,+1906-08-24T00:00:00Z/11,Q51850225,"""11001829""",+2018-04-13T00:00:00Z/11,+1978-08-08T00:00:00Z/11,Q51850225,"""11001829""",+2018-04-13T00:00:00Z/11
Q1512332,+1918-11-27T00:00:00Z/11,Q51850225,"""11001830""",+2018-04-13T00:00:00Z/11,+2007-11-12T00:00:00Z/11,Q51850225,"""11001830""",+2018-04-13T00:00:00Z/11
Q1252261,+1910-10-14T00:00:00Z/11,Q51850225,"""11001831""",+2018-04-13T00:00:00Z/11,+1979-06-12T00:00:00Z/11,Q51850225,"""11001831""",+2018-04-13T00:00:00Z/11
Q102456,+1911-06-06T00:00:00Z/11,Q51850225,"""11001833""",+2018-04-13T00:00:00Z/11,+1987-10-11T00:00:00Z/11,Q51850225,"""11001833""",+2018-04-13T00:00:00Z/11
Q1745607,+1923-10-24T00:00:00Z/11,Q51850225,"""11001834""",+2018-04-13T00:00:00Z/11,+2011-01-12T00:00:00Z/11,Q51850225,"""11001834""",+2018-04-13T00:00:00Z/11
Q2577432,+1894-10-01T00:00:00Z/11,Q51850225,"""11001836""",+2018-04-13T00:00:00Z/11,+1972-11-27T00:00:00Z/11,Q51850225,"""11001836""",+2018-04-13T00:00:00Z/11
Q1223994,+1931-08-05T00:00:00Z/11,Q51850225,"""11001837""",+2018-04-13T00:00:00Z/11,+2013-10-07T00:00:00Z/11,Q51850225,"""11001837""",+2018-04-13T00:00:00Z/11
Q1632653,+1923-12-19T00:00:00Z/11,Q51850225,"""11001838""",+2018-04-13T00:00:00Z/11,+2012-10-16T00:00:00Z/11,Q51850225,"""11001838""",+2018-04-13T00:00:00Z/11
Q1100066,+1914-08-23T00:00:00Z/11,Q51850225,"""11001839""",+2018-04-13T00:00:00Z/11,+2003-06-17T00:00:00Z/11,Q51850225,"""11001839""",+2018-04-13T00:00:00Z/11
Q1545168,+1897-09-02T00:00:00Z/11,Q51850225,"""11001842""",+2018-04-13T00:00:00Z/11,+1964-01-04T00:00:00Z/11,Q51850225,"""11001842""",+2018-04-13T00:00:00Z/11
Q1512345,+1930-05-23T00:00:00Z/11,Q51850225,"""11001844""",+2018-04-13T00:00:00Z/11,+1992-02-15T00:00:00Z/11,Q51850225,"""11001844""",+2018-04-13T00:00:00Z/11
Q1393584,+1915-07-17T00:00:00Z/11,Q51850225,"""11001845""",+2018-04-13T00:00:00Z/11,+2001-09-14T00:00:00Z/11,Q51850225,"""11001845""",+2018-04-13T00:00:00Z/11
Q2545956,+1908-12-05T00:00:00Z/11,Q51850225,"""11001846""",+2018-04-13T00:00:00Z/11,+1989-08-01T00:00:00Z/11,Q51850225,"""11001846""",+2018-04-13T00:00:00Z/11
Q1629685,+1933-04-03T00:00:00Z/11,Q51850225,"""11001848""",+2018-04-13T00:00:00Z/11,+2017-10-02T00:00:00Z/11,Q51850225,"""11001848""",+2018-04-13T00:00:00Z/11
Q1591276,+1906-01-22T00:00:00Z/11,Q51850225,"""11001850""",+2018-04-13T00:00:00Z/11,+1986-11-06T00:00:00Z/11,Q51850225,"""11001850""",+2018-04-13T00:00:00Z/11
Q1468009,+1909-11-15T00:00:00Z/11,Q51850225,"""11001852""",+2018-04-13T00:00:00Z/11,+1998-07-08T00:00:00Z/11,Q51850225,"""11001852""",+2018-04-13T00:00:00Z/11
Q1229157,+1895-01-05T00:00:00Z/11,Q51850225,"""11001854""",+2018-04-13T00:00:00Z/11,+1983-05-21T00:00:00Z/11,Q51850225,"""11001854""",+2018-04-13T00:00:00Z/11
Q1505763,+1900-05-10T00:00:00Z/11,Q51850225,"""11001856""",+2018-04-13T00:00:00Z/11,+1962-10-26T00:00:00Z/11,Q51850225,"""11001856""",+2018-04-13T00:00:00Z/11
Q1253189,+1914-12-25T00:00:00Z/11,Q51850225,"""11001857""",+2018-04-13T00:00:00Z/11,+2007-11-22T00:00:00Z/11,Q51850225,"""11001857""",+2018-04-13T00:00:00Z/11
Q1510763,+1910-01-06T00:00:00Z/11,Q51850225,"""11001858""",+2018-04-13T00:00:00Z/11,+1998-07-07T00:00:00Z/11,Q51850225,"""11001858""",+2018-04-13T00:00:00Z/11
Q1598628,+1893-04-10T00:00:00Z/11,Q51850225,"""11001860""",+2018-04-13T00:00:00Z/11,+1971-06-19T00:00:00Z/11,Q51850225,"""11001860""",+2018-04-13T00:00:00Z/11
Q1283271,+1908-01-07T00:00:00Z/11,Q51850225,"""11001862""",+2018-04-13T00:00:00Z/11,+1985-03-07T00:00:00Z/11,Q51850225,"""11001862""",+2018-04-13T00:00:00Z/11
Q1359952,+1903-02-09T00:00:00Z/11,Q51850225,"""11001865""",+2018-04-13T00:00:00Z/11,+1980-12-20T00:00:00Z/11,Q51850225,"""11001865""",+2018-04-13T00:00:00Z/11
Q74438,+1909-07-22T00:00:00Z/11,Q51850225,"""11001866""",+2018-04-13T00:00:00Z/11,+1979-06-26T00:00:00Z/11,Q51850225,"""11001866""",+2018-04-13T00:00:00Z/11
Q2283715,+1928-04-02T00:00:00Z/11,Q51850225,"""11001868""",+2018-04-13T00:00:00Z/11,+2000-09-23T00:00:00Z/11,Q51850225,"""11001868""",+2018-04-13T00:00:00Z/11
Q1749173,+1927-08-07T00:00:00Z/11,Q51850225,"""11001869""",+2018-04-13T00:00:00Z/11,+2014-12-24T00:00:00Z/11,Q51850225,"""11001869""",+2018-04-13T00:00:00Z/11
Q1040260,+1905-06-13T00:00:00Z/11,Q51850225,"""11001871""",+2018-04-13T00:00:00Z/11,+1984-12-23T00:00:00Z/11,Q51850225,"""11001871""",+2018-04-13T00:00:00Z/11
Q1712199,+1902-10-23T00:00:00Z/11,Q51850225,"""11001872""",+2018-04-13T00:00:00Z/11,+1984-05-13T00:00:00Z/11,Q51850225,"""11001872""",+2018-04-13T00:00:00Z/11
Q1705589,+1911-01-31T00:00:00Z/11,Q51850225,"""11001874""",+2018-04-13T00:00:00Z/11,+1983-06-07T00:00:00Z/11,Q51850225,"""11001874""",+2018-04-13T00:00:00Z/11
Q1660634,+1922-07-01T00:00:00Z/11,Q51850225,"""11001875""",+2018-04-13T00:00:00Z/11,+2009-04-01T00:00:00Z/11,Q51850225,"""11001875""",+2018-04-13T00:00:00Z/11
Q897281,+1925-11-09T00:00:00Z/11,Q51850225,"""11001876""",+2018-04-13T00:00:00Z/11,+2016-04-16T00:00:00Z/11,Q51850225,"""11001876""",+2018-04-13T00:00:00Z/11
Q1663384,+1940-07-30T00:00:00Z/11,Q51850225,"""11001877""",+2018-04-13T00:00:00Z/11,+2011-01-31T00:00:00Z/11,Q51850225,"""11001877""",+2018-04-13T00:00:00Z/11
Q1223996,+1932-01-23T00:00:00Z/11,Q51850225,"""11001878""",+2018-04-13T00:00:00Z/11,+2008-01-14T00:00:00Z/11,Q51850225,"""11001878""",+2018-04-13T00:00:00Z/11
Q1506825,+1916-02-16T00:00:00Z/11,Q51850225,"""11001880""",+2018-04-13T00:00:00Z/11,+2010-03-09T00:00:00Z/11,Q51850225,"""11001880""",+2018-04-13T00:00:00Z/11
Q2504690,+1920-11-23T00:00:00Z/11,Q51850225,"""11001881""",+2018-04-13T00:00:00Z/11,+2007-10-01T00:00:00Z/11,Q51850225,"""11001881""",+2018-04-13T00:00:00Z/11
Q108288,+1916-10-23T00:00:00Z/11,Q51850225,"""11001883""",+2018-04-13T00:00:00Z/11,+2001-09-27T00:00:00Z/11,Q51850225,"""11001883""",+2018-04-13T00:00:00Z/11
Q1582095,+1931-03-07T00:00:00Z/11,Q51850225,"""11001884""",+2018-04-13T00:00:00Z/11,+2005-06-15T00:00:00Z/11,Q51850225,"""11001884""",+2018-04-13T00:00:00Z/11
Q1562891,+1915-08-30T00:00:00Z/11,Q51850225,"""11001886""",+2018-04-13T00:00:00Z/11,+2007-02-18T00:00:00Z/11,Q51850225,"""11001886""",+2018-04-13T00:00:00Z/11
Q1359963,+1901-04-28T00:00:00Z/11,Q51850225,"""11001890""",+2018-04-13T00:00:00Z/11,+1951-05-14T00:00:00Z/11,Q51850225,"""11001890""",+2018-04-13T00:00:00Z/11
Q1489045,+1906-02-27T00:00:00Z/11,Q51850225,"""11001894""",+2018-04-13T00:00:00Z/11,+1979-09-15T00:00:00Z/11,Q51850225,"""11001894""",+2018-04-13T00:00:00Z/11
Q1576761,+1906-05-02T00:00:00Z/11,Q51850225,"""11001895""",+2018-04-13T00:00:00Z/11,+1976-06-27T00:00:00Z/11,Q51850225,"""11001895""",+2018-04-13T00:00:00Z/11
Q203195,+1896-06-16T00:00:00Z/11,Q51850225,"""11001896""",+2018-04-13T00:00:00Z/11,+1951-02-20T00:00:00Z/11,Q51850225,"""11001896""",+2018-04-13T00:00:00Z/11
Q2033945,+1890-05-06T00:00:00Z/11,Q51850225,"""11001898""",+2018-04-13T00:00:00Z/11,+1975-06-29T00:00:00Z/11,Q51850225,"""11001898""",+2018-04-13T00:00:00Z/11
Q2173662,+1922-08-30T00:00:00Z/11,Q51850225,"""11001900""",+2018-04-13T00:00:00Z/11,+2012-12-11T00:00:00Z/11,Q51850225,"""11001900""",+2018-04-13T00:00:00Z/11
Q2426956,+1911-07-27T00:00:00Z/11,Q51850225,"""11001901""",+2018-04-13T00:00:00Z/11,+1996-01-05T00:00:00Z/11,Q51850225,"""11001901""",+2018-04-13T00:00:00Z/11
Q1596476,+1891-08-21T00:00:00Z/11,Q51850225,"""11001902""",+2018-04-13T00:00:00Z/11,+1963-03-21T00:00:00Z/11,Q51850225,"""11001902""",+2018-04-13T00:00:00Z/11
Q1448802,+1901-06-23T00:00:00Z/11,Q51850225,"""11001903""",+2018-04-13T00:00:00Z/11,+1964-09-28T00:00:00Z/11,Q51850225,"""11001903""",+2018-04-13T00:00:00Z/11
Q2591061,+1936-12-29T00:00:00Z/11,Q51850225,"""11001904""",+2018-04-13T00:00:00Z/11,+2006-12-10T00:00:00Z/11,Q51850225,"""11001904""",+2018-04-13T00:00:00Z/11
Q1528193,+1902-10-28T00:00:00Z/11,Q51850225,"""11001905""",+2018-04-13T00:00:00Z/11,+1975-05-03T00:00:00Z/11,Q51850225,"""11001905""",+2018-04-13T00:00:00Z/11
Q1611678,+1922-09-17T00:00:00Z/11,Q51850225,"""11001907""",+2018-04-13T00:00:00Z/11,+2008-02-18T00:00:00Z/11,Q51850225,"""11001907""",+2018-04-13T00:00:00Z/11
Q1229324,+1919-11-27T00:00:00Z/11,Q51850225,"""11001909""",+2018-04-13T00:00:00Z/11,+1996-08-12T00:00:00Z/11,Q51850225,"""11001909""",+2018-04-13T00:00:00Z/11
Q1481948,+1910-03-07T00:00:00Z/11,Q51850225,"""11001910""",+2018-04-13T00:00:00Z/11,+2005-12-22T00:00:00Z/11,Q51850225,"""11001910""",+2018-04-13T00:00:00Z/11
Q2582369,+1902-12-04T00:00:00Z/11,Q51850225,"""11001911""",+2018-04-13T00:00:00Z/11,+1980-04-15T00:00:00Z/11,Q51850225,"""11001911""",+2018-04-13T00:00:00Z/11
Q593641,+1902-10-15T00:00:00Z/11,Q51850225,"""11001912""",+2018-04-13T00:00:00Z/11,+1983-01-05T00:00:00Z/11,Q51850225,"""11001912""",+2018-04-13T00:00:00Z/11
Q1640347,+1939-10-08T00:00:00Z/11,Q51850225,"""11001913""",+2018-04-13T00:00:00Z/11,+2017-09-19T00:00:00Z/11,Q51850225,"""11001913""",+2018-04-13T00:00:00Z/11
Q1468600,+1901-12-24T00:00:00Z/11,Q51850225,"""11001914""",+2018-04-13T00:00:00Z/11,+1984-07-30T00:00:00Z/11,Q51850225,"""11001914""",+2018-04-13T00:00:00Z/11
Q361597,+1895-07-08T00:00:00Z/11,Q51850225,"""11001916""",+2018-04-13T00:00:00Z/11,+1958-09-30T00:00:00Z/11,Q51850225,"""11001916""",+2018-04-13T00:00:00Z/11
Q1341966,+1929-01-30T00:00:00Z/11,Q51850225,"""11001917""",+2018-04-13T00:00:00Z/11,+2004-04-17T00:00:00Z/11,Q51850225,"""11001917""",+2018-04-13T00:00:00Z/11
Q1556348,+1881-09-28T00:00:00Z/11,Q51850225,"""11001918""",+2018-04-13T00:00:00Z/11,+1955-11-29T00:00:00Z/11,Q51850225,"""11001918""",+2018-04-13T00:00:00Z/11
Q1598692,+1910-07-30T00:00:00Z/11,Q51850225,"""11001919""",+2018-04-13T00:00:00Z/11,+1982-09-19T00:00:00Z/11,Q51850225,"""11001919""",+2018-04-13T00:00:00Z/11
Q1569367,+1895-03-10T00:00:00Z/11,Q51850225,"""11001920""",+2018-04-13T00:00:00Z/11,+1955-11-06T00:00:00Z/11,Q51850225,"""11001920""",+2018-04-13T00:00:00Z/11
Q1232359,+1918-09-13T00:00:00Z/11,Q51850225,"""11001927""",+2018-04-13T00:00:00Z/11,+1981-04-09T00:00:00Z/11,Q51850225,"""11001927""",+2018-04-13T00:00:00Z/11
Q75893,+1927-02-16T00:00:00Z/11,Q51850225,"""11001928""",+2018-04-13T00:00:00Z/11,+2008-01-27T00:00:00Z/11,Q51850225,"""11001928""",+2018-04-13T00:00:00Z/11
Q1579761,+1914-03-16T00:00:00Z/11,Q51850225,"""11001929""",+2018-04-13T00:00:00Z/11,+1993-10-29T00:00:00Z/11,Q51850225,"""11001929""",+2018-04-13T00:00:00Z/11
Q1462129,+1915-04-06T00:00:00Z/11,Q51850225,"""11001930""",+2018-04-13T00:00:00Z/11,+1988-08-31T00:00:00Z/11,Q51850225,"""11001930""",+2018-04-13T00:00:00Z/11
Q1584397,+1938-07-20T00:00:00Z/11,Q51850225,"""11001931""",+2018-04-13T00:00:00Z/11,+2013-01-22T00:00:00Z/11,Q51850225,"""11001931""",+2018-04-13T00:00:00Z/11
Q103520,+1892-04-06T00:00:00Z/11,Q51850225,"""11001933""",+2018-04-13T00:00:00Z/11,+1966-05-26T00:00:00Z/11,Q51850225,"""11001933""",+2018-04-13T00:00:00Z/11
Q1569496,+1921-08-17T00:00:00Z/11,Q51850225,"""11001934""",+2018-04-13T00:00:00Z/11,+1999-02-13T00:00:00Z/11,Q51850225,"""11001934""",+2018-04-13T00:00:00Z/11
Q73959,+1888-05-12T00:00:00Z/11,Q51850225,"""11001935""",+2018-04-13T00:00:00Z/11,+1967-03-29T00:00:00Z/11,Q51850225,"""11001935""",+2018-04-13T00:00:00Z/11
Q1902933,+1907-02-07T00:00:00Z/11,Q51850225,"""11001941""",+2018-04-13T00:00:00Z/11,+1997-06-03T00:00:00Z/11,Q51850225,"""11001941""",+2018-04-13T00:00:00Z/11
Q1635648,+1893-06-28T00:00:00Z/11,Q51850225,"""11001943""",+2018-04-13T00:00:00Z/11,+1979-04-30T00:00:00Z/11,Q51850225,"""11001943""",+2018-04-13T00:00:00Z/11
Q1360035,+1896-12-05T00:00:00Z/11,Q51850225,"""11001944""",+2018-04-13T00:00:00Z/11,+1985-03-09T00:00:00Z/11,Q51850225,"""11001944""",+2018-04-13T00:00:00Z/11
Q1561790,+1930-07-26T00:00:00Z/11,Q51850225,"""11001946""",+2018-04-13T00:00:00Z/11,+2007-07-01T00:00:00Z/11,Q51850225,"""11001946""",+2018-04-13T00:00:00Z/11
Q1705614,+1905-02-06T00:00:00Z/11,Q51850225,"""11001947""",+2018-04-13T00:00:00Z/11,+1993-10-03T00:00:00Z/11,Q51850225,"""11001947""",+2018-04-13T00:00:00Z/11
Q2638723,+1936-08-25T00:00:00Z/11,Q51850225,"""11001948""",+2018-04-13T00:00:00Z/11,+2009-11-17T00:00:00Z/11,Q51850225,"""11001948""",+2018-04-13T00:00:00Z/11
Q2571,+1919-07-08T00:00:00Z/11,Q51850225,"""11001949""",+2018-04-13T00:00:00Z/11,+2016-08-24T00:00:00Z/11,Q51850225,"""11001949""",+2018-04-13T00:00:00Z/11
Q63346,+1944-04-29T00:00:00Z/11,Q51850225,"""11001950""",+2018-04-13T00:00:00Z/11,+2010-10-14T00:00:00Z/11,Q51850225,"""11001950""",+2018-04-13T00:00:00Z/11
Q1612575,+1920-03-29T00:00:00Z/11,Q51850225,"""11001951""",+2018-04-13T00:00:00Z/11,+1983-01-11T00:00:00Z/11,Q51850225,"""11001951""",+2018-04-13T00:00:00Z/11
Q1244360,+1907-02-20T00:00:00Z/11,Q51850225,"""11001954""",+2018-04-13T00:00:00Z/11,+1984-06-06T00:00:00Z/11,Q51850225,"""11001954""",+2018-04-13T00:00:00Z/11
Q1470263,+1895-11-04T00:00:00Z/11,Q51850225,"""11001958""",+2018-04-13T00:00:00Z/11,+1968-09-28T00:00:00Z/11,Q51850225,"""11001958""",+2018-04-13T00:00:00Z/11
Q1904930,+1923-06-27T00:00:00Z/11,Q51850225,"""11001960""",+2018-04-13T00:00:00Z/11,+2003-10-12T00:00:00Z/11,Q51850225,"""11001960""",+2018-04-13T00:00:00Z/11
Q364092,+1907-04-26T00:00:00Z/11,Q51850225,"""11001961""",+2018-04-13T00:00:00Z/11,+1978-12-20T00:00:00Z/11,Q51850225,"""11001961""",+2018-04-13T00:00:00Z/11
Q1294071,+1898-04-30T00:00:00Z/11,Q51850225,"""11001963""",+2018-04-13T00:00:00Z/11,+1972-06-24T00:00:00Z/11,Q51850225,"""11001963""",+2018-04-13T00:00:00Z/11
Q1605554,+1949-02-02T00:00:00Z/11,Q51850225,"""11001964""",+2018-04-13T00:00:00Z/11,+2007-10-19T00:00:00Z/11,Q51850225,"""11001964""",+2018-04-13T00:00:00Z/11
Q1598737,+1895-10-22T00:00:00Z/11,Q51850225,"""11001965""",+2018-04-13T00:00:00Z/11,+1978-02-18T00:00:00Z/11,Q51850225,"""11001965""",+2018-04-13T00:00:00Z/11
Q1801393,+1888-07-07T00:00:00Z/11,Q51850225,"""11001966""",+2018-04-13T00:00:00Z/11,+1976-12-13T00:00:00Z/11,Q51850225,"""11001966""",+2018-04-13T00:00:00Z/11
Q1085774,+1927-11-13T00:00:00Z/11,Q51850225,"""11001967""",+2018-04-13T00:00:00Z/11,+1994-11-04T00:00:00Z/11,Q51850225,"""11001967""",+2018-04-13T00:00:00Z/11
Q65513,+1911-04-24T00:00:00Z/11,Q51850225,"""11001968""",+2018-04-13T00:00:00Z/11,+1994-12-26T00:00:00Z/11,Q51850225,"""11001968""",+2018-04-13T00:00:00Z/11
Q1406790,+1913-04-22T00:00:00Z/11,Q51850225,"""11001971""",+2018-04-13T00:00:00Z/11,+2001-10-24T00:00:00Z/11,Q51850225,"""11001971""",+2018-04-13T00:00:00Z/11
Q1456516,+1926-03-20T00:00:00Z/11,Q51850225,"""11001973""",+2018-04-13T00:00:00Z/11,+2014-11-28T00:00:00Z/11,Q51850225,"""11001973""",+2018-04-13T00:00:00Z/11
