qid,P569,S248,s528,s813,P570,S248,s528,s813
Q71560,+1907-07-23T00:00:00Z/11,Q51850225,"""11002272""",+2018-04-13T00:00:00Z/11,+1996-03-26T00:00:00Z/11,Q51850225,"""11002272""",+2018-04-13T00:00:00Z/11
Q1515613,+1911-12-21T00:00:00Z/11,Q51850225,"""11002274""",+2018-04-13T00:00:00Z/11,+2002-07-12T00:00:00Z/11,Q51850225,"""11002274""",+2018-04-13T00:00:00Z/11
Q2650478,+1908-08-30T00:00:00Z/11,Q51850225,"""11002275""",+2018-04-13T00:00:00Z/11,+1993-02-27T00:00:00Z/11,Q51850225,"""11002275""",+2018-04-13T00:00:00Z/11
Q1298912,+1912-01-29T00:00:00Z/11,Q51850225,"""11002276""",+2018-04-13T00:00:00Z/11,+1996-05-26T00:00:00Z/11,Q51850225,"""11002276""",+2018-04-13T00:00:00Z/11
Q62202,+1943-01-24T00:00:00Z/11,Q51850225,"""11002278""",+2018-04-13T00:00:00Z/11,+2012-12-19T00:00:00Z/11,Q51850225,"""11002278""",+2018-04-13T00:00:00Z/11
Q1201370,+1903-05-12T00:00:00Z/11,Q51850225,"""11002279""",+2018-04-13T00:00:00Z/11,+1987-05-24T00:00:00Z/11,Q51850225,"""11002279""",+2018-04-13T00:00:00Z/11
Q454669,+1916-08-20T00:00:00Z/11,Q51850225,"""11002281""",+2018-04-13T00:00:00Z/11,+2002-05-02T00:00:00Z/11,Q51850225,"""11002281""",+2018-04-13T00:00:00Z/11
Q1405834,+1922-03-07T00:00:00Z/11,Q51850225,"""11002282""",+2018-04-13T00:00:00Z/11,+2010-06-23T00:00:00Z/11,Q51850225,"""11002282""",+2018-04-13T00:00:00Z/11
Q1577831,+1926-01-25T00:00:00Z/11,Q51850225,"""11002283""",+2018-04-13T00:00:00Z/11,+2007-06-20T00:00:00Z/11,Q51850225,"""11002283""",+2018-04-13T00:00:00Z/11
Q2546457,+1912-09-21T00:00:00Z/11,Q51850225,"""11002285""",+2018-04-13T00:00:00Z/11,+1983-11-11T00:00:00Z/11,Q51850225,"""11002285""",+2018-04-13T00:00:00Z/11
Q1556453,+1922-03-17T00:00:00Z/11,Q51850225,"""11002286""",+2018-04-13T00:00:00Z/11,+1998-07-03T00:00:00Z/11,Q51850225,"""11002286""",+2018-04-13T00:00:00Z/11
Q364351,+1905-05-31T00:00:00Z/11,Q51850225,"""11002288""",+2018-04-13T00:00:00Z/11,+1974-11-24T00:00:00Z/11,Q51850225,"""11002288""",+2018-04-13T00:00:00Z/11
Q650878,+1894-08-17T00:00:00Z/11,Q51850225,"""11002290""",+2018-04-13T00:00:00Z/11,+1957-08-30T00:00:00Z/11,Q51850225,"""11002290""",+2018-04-13T00:00:00Z/11
Q1262878,+1931-08-31T00:00:00Z/11,Q51850225,"""11002291""",+2018-04-13T00:00:00Z/11,+2010-01-08T00:00:00Z/11,Q51850225,"""11002291""",+2018-04-13T00:00:00Z/11
Q1360336,+1895-04-25T00:00:00Z/11,Q51850225,"""11002292""",+2018-04-13T00:00:00Z/11,+1970-03-24T00:00:00Z/11,Q51850225,"""11002292""",+2018-04-13T00:00:00Z/11
Q1298928,+1929-06-03T00:00:00Z/11,Q51850225,"""11002293""",+2018-04-13T00:00:00Z/11,+2013-12-26T00:00:00Z/11,Q51850225,"""11002293""",+2018-04-13T00:00:00Z/11
Q1890013,+1930-01-31T00:00:00Z/11,Q51850225,"""11002294""",+2018-04-13T00:00:00Z/11,+2009-10-26T00:00:00Z/11,Q51850225,"""11002294""",+2018-04-13T00:00:00Z/11
Q1586816,+1927-07-11T00:00:00Z/11,Q51850225,"""11002296""",+2018-04-13T00:00:00Z/11,+1997-11-29T00:00:00Z/11,Q51850225,"""11002296""",+2018-04-13T00:00:00Z/11
Q1623023,+1913-09-27T00:00:00Z/11,Q51850225,"""11002297""",+2018-04-13T00:00:00Z/11,+1982-06-11T00:00:00Z/11,Q51850225,"""11002297""",+2018-04-13T00:00:00Z/11
Q1384228,+1942-03-05T00:00:00Z/11,Q51850225,"""11002299""",+2018-04-13T00:00:00Z/11,+2012-06-25T00:00:00Z/11,Q51850225,"""11002299""",+2018-04-13T00:00:00Z/11
Q1449241,+1901-07-10T00:00:00Z/11,Q51850225,"""11002301""",+2018-04-13T00:00:00Z/11,+1986-07-30T00:00:00Z/11,Q51850225,"""11002301""",+2018-04-13T00:00:00Z/11
Q1696358,+1886-09-20T00:00:00Z/11,Q51850225,"""11002303""",+2018-04-13T00:00:00Z/11,+1959-08-07T00:00:00Z/11,Q51850225,"""11002303""",+2018-04-13T00:00:00Z/11
Q2575348,+1911-10-14T00:00:00Z/11,Q51850225,"""11002304""",+2018-04-13T00:00:00Z/11,+1954-08-22T00:00:00Z/11,Q51850225,"""11002304""",+2018-04-13T00:00:00Z/11
Q113421,+1907-08-09T00:00:00Z/11,Q51850225,"""11002306""",+2018-04-13T00:00:00Z/11,+1971-02-15T00:00:00Z/11,Q51850225,"""11002306""",+2018-04-13T00:00:00Z/11
Q1576710,+1921-04-10T00:00:00Z/11,Q51850225,"""11002307""",+2018-04-13T00:00:00Z/11,+1994-01-19T00:00:00Z/11,Q51850225,"""11002307""",+2018-04-13T00:00:00Z/11
Q88729,+1921-07-07T00:00:00Z/11,Q51850225,"""11002309""",+2018-04-13T00:00:00Z/11,+1996-07-17T00:00:00Z/11,Q51850225,"""11002309""",+2018-04-13T00:00:00Z/11
Q1420766,+1924-05-06T00:00:00Z/11,Q51850225,"""11002310""",+2018-04-13T00:00:00Z/11,+1979-04-23T00:00:00Z/11,Q51850225,"""11002310""",+2018-04-13T00:00:00Z/11
Q99009,+1892-07-23T00:00:00Z/11,Q51850225,"""11002313""",+2018-04-13T00:00:00Z/11,+1968-12-27T00:00:00Z/11,Q51850225,"""11002313""",+2018-04-13T00:00:00Z/11
Q1546021,+1913-12-16T00:00:00Z/11,Q51850225,"""11002316""",+2018-04-13T00:00:00Z/11,+1993-12-29T00:00:00Z/11,Q51850225,"""11002316""",+2018-04-13T00:00:00Z/11
Q2582225,+1912-04-23T00:00:00Z/11,Q51850225,"""11002317""",+2018-04-13T00:00:00Z/11,+1979-10-17T00:00:00Z/11,Q51850225,"""11002317""",+2018-04-13T00:00:00Z/11
Q1696384,+1898-10-05T00:00:00Z/11,Q51850225,"""11002319""",+2018-04-13T00:00:00Z/11,+1969-11-12T00:00:00Z/11,Q51850225,"""11002319""",+2018-04-13T00:00:00Z/11
Q1794160,+1926-09-03T00:00:00Z/11,Q51850225,"""11002321""",+2018-04-13T00:00:00Z/11,+2002-07-08T00:00:00Z/11,Q51850225,"""11002321""",+2018-04-13T00:00:00Z/11
Q122217,+1881-05-16T00:00:00Z/11,Q51850225,"""11002323""",+2018-04-13T00:00:00Z/11,+1955-07-22T00:00:00Z/11,Q51850225,"""11002323""",+2018-04-13T00:00:00Z/11
Q1561881,+1943-11-09T00:00:00Z/11,Q51850225,"""11002325""",+2018-04-13T00:00:00Z/11,+1993-07-07T00:00:00Z/11,Q51850225,"""11002325""",+2018-04-13T00:00:00Z/11
Q78173,+1896-04-05T00:00:00Z/11,Q51850225,"""11002327""",+2018-04-13T00:00:00Z/11,+1955-11-12T00:00:00Z/11,Q51850225,"""11002327""",+2018-04-13T00:00:00Z/11
Q1554957,+1924-07-11T00:00:00Z/11,Q51850225,"""11002328""",+2018-04-13T00:00:00Z/11,+2014-12-06T00:00:00Z/11,Q51850225,"""11002328""",+2018-04-13T00:00:00Z/11
Q1748311,+1956-11-26T00:00:00Z/11,Q51850225,"""11002330""",+2018-04-13T00:00:00Z/11,+1992-02-04T00:00:00Z/11,Q51850225,"""11002330""",+2018-04-13T00:00:00Z/11
Q120706,+1905-07-01T00:00:00Z/11,Q51850225,"""11002332""",+2018-04-13T00:00:00Z/11,+1972-12-17T00:00:00Z/11,Q51850225,"""11002332""",+2018-04-13T00:00:00Z/11
Q2638929,+1920-01-02T00:00:00Z/11,Q51850225,"""11002334""",+2018-04-13T00:00:00Z/11,+1980-04-25T00:00:00Z/11,Q51850225,"""11002334""",+2018-04-13T00:00:00Z/11
Q1511841,+1930-01-25T00:00:00Z/11,Q51850225,"""11002336""",+2018-04-13T00:00:00Z/11,+2017-09-13T00:00:00Z/11,Q51850225,"""11002336""",+2018-04-13T00:00:00Z/11
Q1428190,+1902-02-02T00:00:00Z/11,Q51850225,"""11002339""",+2018-04-13T00:00:00Z/11,+1977-06-12T00:00:00Z/11,Q51850225,"""11002339""",+2018-04-13T00:00:00Z/11
Q2575407,+1914-12-17T00:00:00Z/11,Q51850225,"""11002340""",+2018-04-13T00:00:00Z/11,+1998-09-03T00:00:00Z/11,Q51850225,"""11002340""",+2018-04-13T00:00:00Z/11
Q1705914,+1903-03-20T00:00:00Z/11,Q51850225,"""11002343""",+2018-04-13T00:00:00Z/11,+1975-12-18T00:00:00Z/11,Q51850225,"""11002343""",+2018-04-13T00:00:00Z/11
Q1612926,+1909-04-10T00:00:00Z/11,Q51850225,"""11002344""",+2018-04-13T00:00:00Z/11,+1970-01-11T00:00:00Z/11,Q51850225,"""11002344""",+2018-04-13T00:00:00Z/11
Q1612927,+1889-01-22T00:00:00Z/11,Q51850225,"""11002345""",+2018-04-13T00:00:00Z/11,+1964-03-10T00:00:00Z/11,Q51850225,"""11002345""",+2018-04-13T00:00:00Z/11
Q1577544,+1929-11-10T00:00:00Z/11,Q51850225,"""11002346""",+2018-04-13T00:00:00Z/11,+2015-06-25T00:00:00Z/11,Q51850225,"""11002346""",+2018-04-13T00:00:00Z/11
Q1427020,+1922-06-16T00:00:00Z/11,Q51850225,"""11002347""",+2018-04-13T00:00:00Z/11,+1992-06-25T00:00:00Z/11,Q51850225,"""11002347""",+2018-04-13T00:00:00Z/11
Q107637,+1940-11-17T00:00:00Z/11,Q51850225,"""11002353""",+2018-04-13T00:00:00Z/11,+2017-11-14T00:00:00Z/11,Q51850225,"""11002353""",+2018-04-13T00:00:00Z/11
Q895636,+1929-08-18T00:00:00Z/11,Q51850225,"""11002354""",+2018-04-13T00:00:00Z/11,+2004-07-30T00:00:00Z/11,Q51850225,"""11002354""",+2018-04-13T00:00:00Z/11
Q1449743,+1911-09-22T00:00:00Z/11,Q51850225,"""11002355""",+2018-04-13T00:00:00Z/11,+1970-12-31T00:00:00Z/11,Q51850225,"""11002355""",+2018-04-13T00:00:00Z/11
Q1611682,+1929-06-05T00:00:00Z/11,Q51850225,"""11002357""",+2018-04-13T00:00:00Z/11,+2015-09-03T00:00:00Z/11,Q51850225,"""11002357""",+2018-04-13T00:00:00Z/11
Q1769963,+1908-08-28T00:00:00Z/11,Q51850225,"""11002359""",+2018-04-13T00:00:00Z/11,+1973-02-08T00:00:00Z/11,Q51850225,"""11002359""",+2018-04-13T00:00:00Z/11
Q1449318,+1904-11-03T00:00:00Z/11,Q51850225,"""11002362""",+2018-04-13T00:00:00Z/11,+1978-10-17T00:00:00Z/11,Q51850225,"""11002362""",+2018-04-13T00:00:00Z/11
Q1722915,+1910-10-01T00:00:00Z/11,Q51850225,"""11002363""",+2018-04-13T00:00:00Z/11,+1992-09-25T00:00:00Z/11,Q51850225,"""11002363""",+2018-04-13T00:00:00Z/11
Q1612948,+1897-04-13T00:00:00Z/11,Q51850225,"""11002364""",+2018-04-13T00:00:00Z/11,+1973-03-15T00:00:00Z/11,Q51850225,"""11002364""",+2018-04-13T00:00:00Z/11
Q1078216,+1951-08-04T00:00:00Z/11,Q51850225,"""11002365""",+2018-04-13T00:00:00Z/11,+2010-03-05T00:00:00Z/11,Q51850225,"""11002365""",+2018-04-13T00:00:00Z/11
Q1582863,+1917-12-06T00:00:00Z/11,Q51850225,"""11002366""",+2018-04-13T00:00:00Z/11,+1966-12-13T00:00:00Z/11,Q51850225,"""11002366""",+2018-04-13T00:00:00Z/11
Q1148679,+1933-03-17T00:00:00Z/11,Q51850225,"""11002367""",+2018-04-13T00:00:00Z/11,+2012-11-05T00:00:00Z/11,Q51850225,"""11002367""",+2018-04-13T00:00:00Z/11
Q76525,+1944-04-28T00:00:00Z/11,Q51850225,"""11002368""",+2018-04-13T00:00:00Z/11,+1944-04-28T00:00:00Z/11,Q51850225,"""11002368""",+2018-04-13T00:00:00Z/11
Q696449,+1905-10-21T00:00:00Z/11,Q51850225,"""11002370""",+2018-04-13T00:00:00Z/11,+1998-08-02T00:00:00Z/11,Q51850225,"""11002370""",+2018-04-13T00:00:00Z/11
Q1229903,+1897-06-06T00:00:00Z/11,Q51850225,"""11002372""",+2018-04-13T00:00:00Z/11,+1978-12-17T00:00:00Z/11,Q51850225,"""11002372""",+2018-04-13T00:00:00Z/11
Q110922,+1902-05-11T00:00:00Z/11,Q51850225,"""11002373""",+2018-04-13T00:00:00Z/11,+1963-05-02T00:00:00Z/11,Q51850225,"""11002373""",+2018-04-13T00:00:00Z/11
Q1449323,+1916-10-06T00:00:00Z/11,Q51850225,"""11002374""",+2018-04-13T00:00:00Z/11,+2005-04-11T00:00:00Z/11,Q51850225,"""11002374""",+2018-04-13T00:00:00Z/11
Q1403964,+1910-10-03T00:00:00Z/11,Q51850225,"""11002375""",+2018-04-13T00:00:00Z/11,+1992-11-13T00:00:00Z/11,Q51850225,"""11002375""",+2018-04-13T00:00:00Z/11
Q1462656,+1929-06-02T00:00:00Z/11,Q51850225,"""11002378""",+2018-04-13T00:00:00Z/11,+2005-12-09T00:00:00Z/11,Q51850225,"""11002378""",+2018-04-13T00:00:00Z/11
Q1396087,+1906-04-18T00:00:00Z/11,Q51850225,"""11002380""",+2018-04-13T00:00:00Z/11,+1991-06-05T00:00:00Z/11,Q51850225,"""11002380""",+2018-04-13T00:00:00Z/11
Q1548294,+1925-08-04T00:00:00Z/11,Q51850225,"""11002381""",+2018-04-13T00:00:00Z/11,+2015-10-05T00:00:00Z/11,Q51850225,"""11002381""",+2018-04-13T00:00:00Z/11
Q1730010,+1919-11-09T00:00:00Z/11,Q51850225,"""11002382""",+2018-04-13T00:00:00Z/11,+1988-03-01T00:00:00Z/11,Q51850225,"""11002382""",+2018-04-13T00:00:00Z/11
Q2591659,+1929-12-01T00:00:00Z/11,Q51850225,"""11002384""",+2018-04-13T00:00:00Z/11,+2006-12-12T00:00:00Z/11,Q51850225,"""11002384""",+2018-04-13T00:00:00Z/11
Q1453344,+1936-11-12T00:00:00Z/11,Q51850225,"""11002387""",+2018-04-13T00:00:00Z/11,+2014-01-01T00:00:00Z/11,Q51850225,"""11002387""",+2018-04-13T00:00:00Z/11
Q1875133,+1919-03-01T00:00:00Z/11,Q51850225,"""11002390""",+2018-04-13T00:00:00Z/11,+1994-05-20T00:00:00Z/11,Q51850225,"""11002390""",+2018-04-13T00:00:00Z/11
Q1561170,+1922-07-17T00:00:00Z/11,Q51850225,"""11002392""",+2018-04-13T00:00:00Z/11,+2010-07-30T00:00:00Z/11,Q51850225,"""11002392""",+2018-04-13T00:00:00Z/11
Q1705954,+1943-07-23T00:00:00Z/11,Q51850225,"""11002395""",+2018-04-13T00:00:00Z/11,+2012-08-21T00:00:00Z/11,Q51850225,"""11002395""",+2018-04-13T00:00:00Z/11
Q1462679,+1931-02-01T00:00:00Z/11,Q51850225,"""11002396""",+2018-04-13T00:00:00Z/11,+2012-07-27T00:00:00Z/11,Q51850225,"""11002396""",+2018-04-13T00:00:00Z/11
Q1566844,+1909-01-20T00:00:00Z/11,Q51850225,"""11002397""",+2018-04-13T00:00:00Z/11,+1982-03-22T00:00:00Z/11,Q51850225,"""11002397""",+2018-04-13T00:00:00Z/11
Q89411,+1892-06-16T00:00:00Z/11,Q51850225,"""11002398""",+2018-04-13T00:00:00Z/11,+1963-01-24T00:00:00Z/11,Q51850225,"""11002398""",+2018-04-13T00:00:00Z/11
Q1512703,+1916-11-29T00:00:00Z/11,Q51850225,"""11002399""",+2018-04-13T00:00:00Z/11,+1990-10-28T00:00:00Z/11,Q51850225,"""11002399""",+2018-04-13T00:00:00Z/11
Q2034061,+1898-10-20T00:00:00Z/11,Q51850225,"""11002400""",+2018-04-13T00:00:00Z/11,+1972-08-26T00:00:00Z/11,Q51850225,"""11002400""",+2018-04-13T00:00:00Z/11
Q120778,+1883-03-12T00:00:00Z/11,Q51850225,"""11002401""",+2018-04-13T00:00:00Z/11,+1965-08-08T00:00:00Z/11,Q51850225,"""11002401""",+2018-04-13T00:00:00Z/11
Q1514604,+1906-02-15T00:00:00Z/11,Q51850225,"""11002402""",+2018-04-13T00:00:00Z/11,+1992-09-10T00:00:00Z/11,Q51850225,"""11002402""",+2018-04-13T00:00:00Z/11
Q1630036,+1933-05-10T00:00:00Z/11,Q51850225,"""11002403""",+2018-04-13T00:00:00Z/11,+2002-05-07T00:00:00Z/11,Q51850225,"""11002403""",+2018-04-13T00:00:00Z/11
Q87656,+1930-01-09T00:00:00Z/11,Q51850225,"""11002404""",+2018-04-13T00:00:00Z/11,+2012-07-27T00:00:00Z/11,Q51850225,"""11002404""",+2018-04-13T00:00:00Z/11
Q1463252,+1894-02-28T00:00:00Z/11,Q51850225,"""11002405""",+2018-04-13T00:00:00Z/11,+1971-03-17T00:00:00Z/11,Q51850225,"""11002405""",+2018-04-13T00:00:00Z/11
Q1393207,+1892-12-15T00:00:00Z/11,Q51850225,"""11002408""",+2018-04-13T00:00:00Z/11,+1979-01-02T00:00:00Z/11,Q51850225,"""11002408""",+2018-04-13T00:00:00Z/11
Q1818771,+1919-03-13T00:00:00Z/11,Q51850225,"""11002409""",+2018-04-13T00:00:00Z/11,+2006-11-08T00:00:00Z/11,Q51850225,"""11002409""",+2018-04-13T00:00:00Z/11
Q1290290,+1903-03-29T00:00:00Z/11,Q51850225,"""11002411""",+2018-04-13T00:00:00Z/11,+1985-02-06T00:00:00Z/11,Q51850225,"""11002411""",+2018-04-13T00:00:00Z/11
Q1304832,+1933-09-20T00:00:00Z/11,Q51850225,"""11002413""",+2018-04-13T00:00:00Z/11,+2014-12-14T00:00:00Z/11,Q51850225,"""11002413""",+2018-04-13T00:00:00Z/11
Q446890,+1932-09-24T00:00:00Z/11,Q51850225,"""11002415""",+2018-04-13T00:00:00Z/11,+2013-09-21T00:00:00Z/11,Q51850225,"""11002415""",+2018-04-13T00:00:00Z/11
Q1705984,+1908-05-10T00:00:00Z/11,Q51850225,"""11002416""",+2018-04-13T00:00:00Z/11,+1991-04-19T00:00:00Z/11,Q51850225,"""11002416""",+2018-04-13T00:00:00Z/11
Q2040887,+1909-03-11T00:00:00Z/11,Q51850225,"""11002418""",+2018-04-13T00:00:00Z/11,+1979-03-11T00:00:00Z/11,Q51850225,"""11002418""",+2018-04-13T00:00:00Z/11
Q1360501,+1935-02-02T00:00:00Z/11,Q51850225,"""11002419""",+2018-04-13T00:00:00Z/11,+1997-06-09T00:00:00Z/11,Q51850225,"""11002419""",+2018-04-13T00:00:00Z/11
Q2638981,+1885-09-22T00:00:00Z/11,Q51850225,"""11002420""",+2018-04-13T00:00:00Z/11,+1980-02-14T00:00:00Z/11,Q51850225,"""11002420""",+2018-04-13T00:00:00Z/11
Q109515,+1896-08-30T00:00:00Z/11,Q51850225,"""11002421""",+2018-04-13T00:00:00Z/11,+1977-04-01T00:00:00Z/11,Q51850225,"""11002421""",+2018-04-13T00:00:00Z/11
Q90846,+1939-12-16T00:00:00Z/11,Q51850225,"""11002423""",+2018-04-13T00:00:00Z/11,+2005-01-17T00:00:00Z/11,Q51850225,"""11002423""",+2018-04-13T00:00:00Z/11
Q1486277,+1928-10-22T00:00:00Z/11,Q51850225,"""11002424""",+2018-04-13T00:00:00Z/11,+2010-05-16T00:00:00Z/11,Q51850225,"""11002424""",+2018-04-13T00:00:00Z/11
Q1575754,+1918-11-28T00:00:00Z/11,Q51850225,"""11002425""",+2018-04-13T00:00:00Z/11,+1997-12-17T00:00:00Z/11,Q51850225,"""11002425""",+2018-04-13T00:00:00Z/11
Q1733301,+1900-10-22T00:00:00Z/11,Q51850225,"""11002427""",+2018-04-13T00:00:00Z/11,+1990-04-17T00:00:00Z/11,Q51850225,"""11002427""",+2018-04-13T00:00:00Z/11
Q76101,+1932-03-20T00:00:00Z/11,Q51850225,"""11002428""",+2018-04-13T00:00:00Z/11,+2013-04-27T00:00:00Z/11,Q51850225,"""11002428""",+2018-04-13T00:00:00Z/11
Q1696509,+1883-06-17T00:00:00Z/11,Q51850225,"""11002432""",+2018-04-13T00:00:00Z/11,+1963-01-13T00:00:00Z/11,Q51850225,"""11002432""",+2018-04-13T00:00:00Z/11
Q1794228,+1929-02-15T00:00:00Z/11,Q51850225,"""11002433""",+2018-04-13T00:00:00Z/11,+2010-07-26T00:00:00Z/11,Q51850225,"""11002433""",+2018-04-13T00:00:00Z/11
Q1468823,+1911-02-11T00:00:00Z/11,Q51850225,"""11002434""",+2018-04-13T00:00:00Z/11,+1998-05-01T00:00:00Z/11,Q51850225,"""11002434""",+2018-04-13T00:00:00Z/11
Q95851,+1881-03-17T00:00:00Z/11,Q51850225,"""11002435""",+2018-04-13T00:00:00Z/11,+1962-07-25T00:00:00Z/11,Q51850225,"""11002435""",+2018-04-13T00:00:00Z/11
Q1498945,+1929-05-10T00:00:00Z/11,Q51850225,"""11002436""",+2018-04-13T00:00:00Z/11,+2017-11-25T00:00:00Z/11,Q51850225,"""11002436""",+2018-04-13T00:00:00Z/11
Q85846,+1898-03-08T00:00:00Z/11,Q51850225,"""11002437""",+2018-04-13T00:00:00Z/11,+1985-05-21T00:00:00Z/11,Q51850225,"""11002437""",+2018-04-13T00:00:00Z/11
Q1468833,+1916-10-15T00:00:00Z/11,Q51850225,"""11002439""",+2018-04-13T00:00:00Z/11,+1964-12-30T00:00:00Z/11,Q51850225,"""11002439""",+2018-04-13T00:00:00Z/11
Q1601117,+1920-09-15T00:00:00Z/11,Q51850225,"""11002440""",+2018-04-13T00:00:00Z/11,+2004-01-15T00:00:00Z/11,Q51850225,"""11002440""",+2018-04-13T00:00:00Z/11
Q1524873,+1899-02-02T00:00:00Z/11,Q51850225,"""11002443""",+2018-04-13T00:00:00Z/11,+1984-06-18T00:00:00Z/11,Q51850225,"""11002443""",+2018-04-13T00:00:00Z/11
Q77095,+1906-07-11T00:00:00Z/11,Q51850225,"""11002444""",+2018-04-13T00:00:00Z/11,+1990-01-19T00:00:00Z/11,Q51850225,"""11002444""",+2018-04-13T00:00:00Z/11
Q1765093,+1906-04-10T00:00:00Z/11,Q51850225,"""11002445""",+2018-04-13T00:00:00Z/11,+1960-02-20T00:00:00Z/11,Q51850225,"""11002445""",+2018-04-13T00:00:00Z/11
Q890279,+1892-06-12T00:00:00Z/11,Q51850225,"""11002446""",+2018-04-13T00:00:00Z/11,+1952-03-16T00:00:00Z/11,Q51850225,"""11002446""",+2018-04-13T00:00:00Z/11
Q1449394,+1932-10-31T00:00:00Z/11,Q51850225,"""11002448""",+2018-04-13T00:00:00Z/11,+1996-08-21T00:00:00Z/11,Q51850225,"""11002448""",+2018-04-13T00:00:00Z/11
Q1353469,+1916-07-18T00:00:00Z/11,Q51850225,"""11002449""",+2018-04-13T00:00:00Z/11,+1992-12-08T00:00:00Z/11,Q51850225,"""11002449""",+2018-04-13T00:00:00Z/11
Q764451,+1908-06-27T00:00:00Z/11,Q51850225,"""11002451""",+2018-04-13T00:00:00Z/11,+1980-01-20T00:00:00Z/11,Q51850225,"""11002451""",+2018-04-13T00:00:00Z/11
Q764455,+1892-07-31T00:00:00Z/11,Q51850225,"""11002453""",+2018-04-13T00:00:00Z/11,+1961-05-18T00:00:00Z/11,Q51850225,"""11002453""",+2018-04-13T00:00:00Z/11
Q111036,+1902-02-13T00:00:00Z/11,Q51850225,"""11002454""",+2018-04-13T00:00:00Z/11,+1968-01-27T00:00:00Z/11,Q51850225,"""11002454""",+2018-04-13T00:00:00Z/11
Q2063032,+1897-07-05T00:00:00Z/11,Q51850225,"""11002455""",+2018-04-13T00:00:00Z/11,+1979-09-08T00:00:00Z/11,Q51850225,"""11002455""",+2018-04-13T00:00:00Z/11
Q1910385,+1945-12-18T00:00:00Z/11,Q51850225,"""11002458""",+2018-04-13T00:00:00Z/11,+2004-05-17T00:00:00Z/11,Q51850225,"""11002458""",+2018-04-13T00:00:00Z/11
Q2577608,+1923-01-01T00:00:00Z/11,Q51850225,"""11002459""",+2018-04-13T00:00:00Z/11,+1996-09-11T00:00:00Z/11,Q51850225,"""11002459""",+2018-04-13T00:00:00Z/11
Q1449410,+1887-12-23T00:00:00Z/11,Q51850225,"""11002460""",+2018-04-13T00:00:00Z/11,+1974-10-02T00:00:00Z/11,Q51850225,"""11002460""",+2018-04-13T00:00:00Z/11
Q2562873,+1926-10-19T00:00:00Z/11,Q51850225,"""11002463""",+2018-04-13T00:00:00Z/11,+1990-02-06T00:00:00Z/11,Q51850225,"""11002463""",+2018-04-13T00:00:00Z/11
Q2567,+1920-04-15T00:00:00Z/11,Q51850225,"""11002466""",+2018-04-13T00:00:00Z/11,+2015-01-31T00:00:00Z/11,Q51850225,"""11002466""",+2018-04-13T00:00:00Z/11
Q1363587,+1910-01-09T00:00:00Z/11,Q51850225,"""11002467""",+2018-04-13T00:00:00Z/11,+1989-05-28T00:00:00Z/11,Q51850225,"""11002467""",+2018-04-13T00:00:00Z/11
Q1426027,+1894-09-19T00:00:00Z/11,Q51850225,"""11002468""",+2018-04-13T00:00:00Z/11,+1964-09-03T00:00:00Z/11,Q51850225,"""11002468""",+2018-04-13T00:00:00Z/11
Q1583033,+1911-09-06T00:00:00Z/11,Q51850225,"""11002469""",+2018-04-13T00:00:00Z/11,+1969-05-30T00:00:00Z/11,Q51850225,"""11002469""",+2018-04-13T00:00:00Z/11
Q1462778,+1898-10-14T00:00:00Z/11,Q51850225,"""11002470""",+2018-04-13T00:00:00Z/11,+1977-10-20T00:00:00Z/11,Q51850225,"""11002470""",+2018-04-13T00:00:00Z/11
Q1599208,+1918-04-20T00:00:00Z/11,Q51850225,"""11002471""",+2018-04-13T00:00:00Z/11,+1991-10-31T00:00:00Z/11,Q51850225,"""11002471""",+2018-04-13T00:00:00Z/11
Q1338753,+1887-08-07T00:00:00Z/11,Q51850225,"""11002473""",+2018-04-13T00:00:00Z/11,+1971-03-10T00:00:00Z/11,Q51850225,"""11002473""",+2018-04-13T00:00:00Z/11
Q1360564,+1898-11-05T00:00:00Z/11,Q51850225,"""11002474""",+2018-04-13T00:00:00Z/11,+1969-06-21T00:00:00Z/11,Q51850225,"""11002474""",+2018-04-13T00:00:00Z/11
Q1303910,+1927-12-23T00:00:00Z/11,Q51850225,"""11002475""",+2018-04-13T00:00:00Z/11,+2015-08-03T00:00:00Z/11,Q51850225,"""11002475""",+2018-04-13T00:00:00Z/11
Q1255388,+1926-12-19T00:00:00Z/11,Q51850225,"""11002476""",+2018-04-13T00:00:00Z/11,+2003-10-24T00:00:00Z/11,Q51850225,"""11002476""",+2018-04-13T00:00:00Z/11
Q1462786,+1921-05-29T00:00:00Z/11,Q51850225,"""11002477""",+2018-04-13T00:00:00Z/11,+2005-10-31T00:00:00Z/11,Q51850225,"""11002477""",+2018-04-13T00:00:00Z/11
Q1905232,+1935-03-24T00:00:00Z/11,Q51850225,"""11002478""",+2018-04-13T00:00:00Z/11,+2010-09-08T00:00:00Z/11,Q51850225,"""11002478""",+2018-04-13T00:00:00Z/11
Q1468868,+1910-12-03T00:00:00Z/11,Q51850225,"""11002480""",+2018-04-13T00:00:00Z/11,+1976-06-25T00:00:00Z/11,Q51850225,"""11002480""",+2018-04-13T00:00:00Z/11
Q1462787,+1901-05-31T00:00:00Z/11,Q51850225,"""11002481""",+2018-04-13T00:00:00Z/11,+1981-01-04T00:00:00Z/11,Q51850225,"""11002481""",+2018-04-13T00:00:00Z/11
