qid,P569,S248,s528,s813,P570,S248,s528,s813
Q2639810,+1906-03-08T00:00:00Z/11,Q51850225,"""11000762""",+2018-04-13T00:00:00Z/11,+1970-01-20T00:00:00Z/11,Q51850225,"""11000762""",+2018-04-13T00:00:00Z/11
Q1201257,+1924-07-15T00:00:00Z/11,Q51850225,"""11000763""",+2018-04-13T00:00:00Z/11,+1997-12-11T00:00:00Z/11,Q51850225,"""11000763""",+2018-04-13T00:00:00Z/11
Q1525172,+1923-08-30T00:00:00Z/11,Q51850225,"""11000765""",+2018-04-13T00:00:00Z/11,+2013-12-08T00:00:00Z/11,Q51850225,"""11000765""",+2018-04-13T00:00:00Z/11
Q1629420,+1905-03-03T00:00:00Z/11,Q51850225,"""11000766""",+2018-04-13T00:00:00Z/11,+1969-05-20T00:00:00Z/11,Q51850225,"""11000766""",+2018-04-13T00:00:00Z/11
Q1466503,+1933-01-02T00:00:00Z/11,Q51850225,"""11000767""",+2018-04-13T00:00:00Z/11,+2012-06-14T00:00:00Z/11,Q51850225,"""11000767""",+2018-04-13T00:00:00Z/11
Q1599844,+1944-01-04T00:00:00Z/11,Q51850225,"""11000769""",+2018-04-13T00:00:00Z/11,+2007-11-20T00:00:00Z/11,Q51850225,"""11000769""",+2018-04-13T00:00:00Z/11
Q1731390,+1901-07-01T00:00:00Z/11,Q51850225,"""11000772""",+2018-04-13T00:00:00Z/11,+1990-12-10T00:00:00Z/11,Q51850225,"""11000772""",+2018-04-13T00:00:00Z/11
Q1731391,+1928-03-31T00:00:00Z/11,Q51850225,"""11000776""",+2018-04-13T00:00:00Z/11,+2012-10-11T00:00:00Z/11,Q51850225,"""11000776""",+2018-04-13T00:00:00Z/11
Q1575224,+1924-06-08T00:00:00Z/11,Q51850225,"""11000779""",+2018-04-13T00:00:00Z/11,+2010-10-22T00:00:00Z/11,Q51850225,"""11000779""",+2018-04-13T00:00:00Z/11
Q1363060,+1909-03-07T00:00:00Z/11,Q51850225,"""11000781""",+2018-04-13T00:00:00Z/11,+1981-01-11T00:00:00Z/11,Q51850225,"""11000781""",+2018-04-13T00:00:00Z/11
Q1350614,+1911-06-18T00:00:00Z/11,Q51850225,"""11000782""",+2018-04-13T00:00:00Z/11,+2007-11-03T00:00:00Z/11,Q51850225,"""11000782""",+2018-04-13T00:00:00Z/11
Q1672743,+1893-05-04T00:00:00Z/11,Q51850225,"""11000783""",+2018-04-13T00:00:00Z/11,+1964-01-10T00:00:00Z/11,Q51850225,"""11000783""",+2018-04-13T00:00:00Z/11
Q1731400,+1901-05-17T00:00:00Z/11,Q51850225,"""11000784""",+2018-04-13T00:00:00Z/11,+1982-03-06T00:00:00Z/11,Q51850225,"""11000784""",+2018-04-13T00:00:00Z/11
Q2572980,+1909-05-14T00:00:00Z/11,Q51850225,"""11000785""",+2018-04-13T00:00:00Z/11,+1996-12-09T00:00:00Z/11,Q51850225,"""11000785""",+2018-04-13T00:00:00Z/11
Q1223776,+1892-07-28T00:00:00Z/11,Q51850225,"""11000786""",+2018-04-13T00:00:00Z/11,+1974-08-05T00:00:00Z/11,Q51850225,"""11000786""",+2018-04-13T00:00:00Z/11
Q1457206,+1914-06-30T00:00:00Z/11,Q51850225,"""11000787""",+2018-04-13T00:00:00Z/11,+1977-10-11T00:00:00Z/11,Q51850225,"""11000787""",+2018-04-13T00:00:00Z/11
Q159995,+1901-11-17T00:00:00Z/11,Q51850225,"""11000788""",+2018-04-13T00:00:00Z/11,+1982-03-29T00:00:00Z/11,Q51850225,"""11000788""",+2018-04-13T00:00:00Z/11
Q1316339,+1899-04-09T00:00:00Z/11,Q51850225,"""11000789""",+2018-04-13T00:00:00Z/11,+1974-07-19T00:00:00Z/11,Q51850225,"""11000789""",+2018-04-13T00:00:00Z/11
Q106049,+1883-10-11T00:00:00Z/11,Q51850225,"""11000790""",+2018-04-13T00:00:00Z/11,+1951-07-29T00:00:00Z/11,Q51850225,"""11000790""",+2018-04-13T00:00:00Z/11
Q1399134,+1921-12-06T00:00:00Z/11,Q51850225,"""11000792""",+2018-04-13T00:00:00Z/11,+1999-11-20T00:00:00Z/11,Q51850225,"""11000792""",+2018-04-13T00:00:00Z/11
Q215201,+1921-05-11T00:00:00Z/11,Q51850225,"""11000793""",+2018-04-13T00:00:00Z/11,+2016-12-07T00:00:00Z/11,Q51850225,"""11000793""",+2018-04-13T00:00:00Z/11
Q1635112,+1927-06-23T00:00:00Z/11,Q51850225,"""11000794""",+2018-04-13T00:00:00Z/11,+2012-11-08T00:00:00Z/11,Q51850225,"""11000794""",+2018-04-13T00:00:00Z/11
Q2149690,+1897-02-07T00:00:00Z/11,Q51850225,"""11000795""",+2018-04-13T00:00:00Z/11,+1969-10-03T00:00:00Z/11,Q51850225,"""11000795""",+2018-04-13T00:00:00Z/11
Q1526342,+1911-01-05T00:00:00Z/11,Q51850225,"""11000796""",+2018-04-13T00:00:00Z/11,+1990-10-10T00:00:00Z/11,Q51850225,"""11000796""",+2018-04-13T00:00:00Z/11
Q99903,+1939-12-09T00:00:00Z/11,Q51850225,"""11000799""",+2018-04-13T00:00:00Z/11,+2013-06-10T00:00:00Z/11,Q51850225,"""11000799""",+2018-04-13T00:00:00Z/11
Q1697621,+1887-07-05T00:00:00Z/11,Q51850225,"""11000801""",+2018-04-13T00:00:00Z/11,+1957-10-31T00:00:00Z/11,Q51850225,"""11000801""",+2018-04-13T00:00:00Z/11
Q1469117,+1895-07-20T00:00:00Z/11,Q51850225,"""11000803""",+2018-04-13T00:00:00Z/11,+1977-05-24T00:00:00Z/11,Q51850225,"""11000803""",+2018-04-13T00:00:00Z/11
Q1729863,+1927-05-17T00:00:00Z/11,Q51850225,"""11000805""",+2018-04-13T00:00:00Z/11,+2014-07-22T00:00:00Z/11,Q51850225,"""11000805""",+2018-04-13T00:00:00Z/11
Q2561400,+1905-07-31T00:00:00Z/11,Q51850225,"""11000807""",+2018-04-13T00:00:00Z/11,+1972-06-15T00:00:00Z/11,Q51850225,"""11000807""",+2018-04-13T00:00:00Z/11
Q1392347,+1908-01-20T00:00:00Z/11,Q51850225,"""11000808""",+2018-04-13T00:00:00Z/11,+1977-11-25T00:00:00Z/11,Q51850225,"""11000808""",+2018-04-13T00:00:00Z/11
Q761629,+1925-04-03T00:00:00Z/11,Q51850225,"""11000809""",+2018-04-13T00:00:00Z/11,+2008-02-06T00:00:00Z/11,Q51850225,"""11000809""",+2018-04-13T00:00:00Z/11
Q1364037,+1894-12-31T00:00:00Z/11,Q51850225,"""11000810""",+2018-04-13T00:00:00Z/11,+1979-01-12T00:00:00Z/11,Q51850225,"""11000810""",+2018-04-13T00:00:00Z/11
Q2059982,+1900-07-03T00:00:00Z/11,Q51850225,"""11000811""",+2018-04-13T00:00:00Z/11,+1977-05-24T00:00:00Z/11,Q51850225,"""11000811""",+2018-04-13T00:00:00Z/11
Q2544648,+1897-05-09T00:00:00Z/11,Q51850225,"""11000812""",+2018-04-13T00:00:00Z/11,+1964-08-10T00:00:00Z/11,Q51850225,"""11000812""",+2018-04-13T00:00:00Z/11
Q1469864,+1899-12-03T00:00:00Z/11,Q51850225,"""11000813""",+2018-04-13T00:00:00Z/11,+1984-03-15T00:00:00Z/11,Q51850225,"""11000813""",+2018-04-13T00:00:00Z/11
Q1824290,+1928-09-20T00:00:00Z/11,Q51850225,"""11000815""",+2018-04-13T00:00:00Z/11,+2013-02-12T00:00:00Z/11,Q51850225,"""11000815""",+2018-04-13T00:00:00Z/11
Q1745183,+1935-10-16T00:00:00Z/11,Q51850225,"""11000816""",+2018-04-13T00:00:00Z/11,+1995-12-14T00:00:00Z/11,Q51850225,"""11000816""",+2018-04-13T00:00:00Z/11
Q1444323,+1929-07-02T00:00:00Z/11,Q51850225,"""11000817""",+2018-04-13T00:00:00Z/11,+1990-01-01T00:00:00Z/11,Q51850225,"""11000817""",+2018-04-13T00:00:00Z/11
Q2473178,+1944-06-16T00:00:00Z/11,Q51850225,"""11000820""",+2018-04-13T00:00:00Z/11,+2009-03-04T00:00:00Z/11,Q51850225,"""11000820""",+2018-04-13T00:00:00Z/11
Q2547198,+1900-10-18T00:00:00Z/11,Q51850225,"""11000821""",+2018-04-13T00:00:00Z/11,+1976-11-20T00:00:00Z/11,Q51850225,"""11000821""",+2018-04-13T00:00:00Z/11
Q2639812,+1935-07-03T00:00:00Z/11,Q51850225,"""11000823""",+2018-04-13T00:00:00Z/11,+1994-02-21T00:00:00Z/11,Q51850225,"""11000823""",+2018-04-13T00:00:00Z/11
Q65526,+1913-04-21T00:00:00Z/11,Q51850225,"""11000824""",+2018-04-13T00:00:00Z/11,+1997-05-08T00:00:00Z/11,Q51850225,"""11000824""",+2018-04-13T00:00:00Z/11
Q2172872,+1924-04-20T00:00:00Z/11,Q51850225,"""11000827""",+2018-04-13T00:00:00Z/11,+2003-10-17T00:00:00Z/11,Q51850225,"""11000827""",+2018-04-13T00:00:00Z/11
Q1608409,+1914-02-18T00:00:00Z/11,Q51850225,"""11000829""",+2018-04-13T00:00:00Z/11,+1997-05-21T00:00:00Z/11,Q51850225,"""11000829""",+2018-04-13T00:00:00Z/11
Q2128148,+1942-09-07T00:00:00Z/11,Q51850225,"""11000830""",+2018-04-13T00:00:00Z/11,+1996-01-18T00:00:00Z/11,Q51850225,"""11000830""",+2018-04-13T00:00:00Z/11
Q2649849,+1930-10-07T00:00:00Z/11,Q51850225,"""11000831""",+2018-04-13T00:00:00Z/11,+1997-10-29T00:00:00Z/11,Q51850225,"""11000831""",+2018-04-13T00:00:00Z/11
Q1293520,+1911-08-18T00:00:00Z/11,Q51850225,"""11000834""",+2018-04-13T00:00:00Z/11,+1980-06-09T00:00:00Z/11,Q51850225,"""11000834""",+2018-04-13T00:00:00Z/11
Q316603,+1917-01-20T00:00:00Z/11,Q51850225,"""11000837""",+2018-04-13T00:00:00Z/11,+1989-09-16T00:00:00Z/11,Q51850225,"""11000837""",+2018-04-13T00:00:00Z/11
Q2589879,+1899-11-07T00:00:00Z/11,Q51850225,"""11000839""",+2018-04-13T00:00:00Z/11,+1986-02-26T00:00:00Z/11,Q51850225,"""11000839""",+2018-04-13T00:00:00Z/11
Q123370,+1931-12-17T00:00:00Z/11,Q51850225,"""11000841""",+2018-04-13T00:00:00Z/11,+2017-07-26T00:00:00Z/11,Q51850225,"""11000841""",+2018-04-13T00:00:00Z/11
Q1420613,+1897-06-20T00:00:00Z/11,Q51850225,"""11000842""",+2018-04-13T00:00:00Z/11,+1974-05-03T00:00:00Z/11,Q51850225,"""11000842""",+2018-04-13T00:00:00Z/11
Q2172231,+1910-09-08T00:00:00Z/11,Q51850225,"""11000843""",+2018-04-13T00:00:00Z/11,+1965-05-06T00:00:00Z/11,Q51850225,"""11000843""",+2018-04-13T00:00:00Z/11
Q565560,+1889-03-21T00:00:00Z/11,Q51850225,"""11000844""",+2018-04-13T00:00:00Z/11,+1979-12-17T00:00:00Z/11,Q51850225,"""11000844""",+2018-04-13T00:00:00Z/11
Q1511739,+1934-02-12T00:00:00Z/11,Q51850225,"""11000845""",+2018-04-13T00:00:00Z/11,+2017-08-10T00:00:00Z/11,Q51850225,"""11000845""",+2018-04-13T00:00:00Z/11
Q2645122,+1914-10-11T00:00:00Z/11,Q51850225,"""11000846""",+2018-04-13T00:00:00Z/11,+1971-04-18T00:00:00Z/11,Q51850225,"""11000846""",+2018-04-13T00:00:00Z/11
Q2473182,+1914-12-27T00:00:00Z/11,Q51850225,"""11000847""",+2018-04-13T00:00:00Z/11,+1971-01-19T00:00:00Z/11,Q51850225,"""11000847""",+2018-04-13T00:00:00Z/11
Q2573,+1899-07-23T00:00:00Z/11,Q51850225,"""11000848""",+2018-04-13T00:00:00Z/11,+1976-07-07T00:00:00Z/11,Q51850225,"""11000848""",+2018-04-13T00:00:00Z/11
Q1295163,+1887-04-28T00:00:00Z/11,Q51850225,"""11000849""",+2018-04-13T00:00:00Z/11,+1963-09-22T00:00:00Z/11,Q51850225,"""11000849""",+2018-04-13T00:00:00Z/11
Q1445764,+1921-02-08T00:00:00Z/11,Q51850225,"""11000850""",+2018-04-13T00:00:00Z/11,+1959-03-07T00:00:00Z/11,Q51850225,"""11000850""",+2018-04-13T00:00:00Z/11
Q2475942,+1939-12-11T00:00:00Z/11,Q51850225,"""11000851""",+2018-04-13T00:00:00Z/11,+2007-10-16T00:00:00Z/11,Q51850225,"""11000851""",+2018-04-13T00:00:00Z/11
Q1222105,+1936-09-30T00:00:00Z/11,Q51850225,"""11000854""",+2018-04-13T00:00:00Z/11,+2010-10-23T00:00:00Z/11,Q51850225,"""11000854""",+2018-04-13T00:00:00Z/11
Q1904020,+1903-09-02T00:00:00Z/11,Q51850225,"""11000855""",+2018-04-13T00:00:00Z/11,+1977-04-24T00:00:00Z/11,Q51850225,"""11000855""",+2018-04-13T00:00:00Z/11
Q1466635,+1901-05-01T00:00:00Z/11,Q51850225,"""11000856""",+2018-04-13T00:00:00Z/11,+1968-08-15T00:00:00Z/11,Q51850225,"""11000856""",+2018-04-13T00:00:00Z/11
Q1704784,+1900-01-26T00:00:00Z/11,Q51850225,"""11000857""",+2018-04-13T00:00:00Z/11,+1977-04-07T00:00:00Z/11,Q51850225,"""11000857""",+2018-04-13T00:00:00Z/11
Q2547208,+1910-03-22T00:00:00Z/11,Q51850225,"""11000858""",+2018-04-13T00:00:00Z/11,+1984-03-23T00:00:00Z/11,Q51850225,"""11000858""",+2018-04-13T00:00:00Z/11
Q72669,+1908-08-18T00:00:00Z/11,Q51850225,"""11000859""",+2018-04-13T00:00:00Z/11,+1991-10-04T00:00:00Z/11,Q51850225,"""11000859""",+2018-04-13T00:00:00Z/11
Q71949,+1912-08-03T00:00:00Z/11,Q51850225,"""11000860""",+2018-04-13T00:00:00Z/11,+2017-07-22T00:00:00Z/11,Q51850225,"""11000860""",+2018-04-13T00:00:00Z/11
Q1608434,+1934-01-01T00:00:00Z/11,Q51850225,"""11000862""",+2018-04-13T00:00:00Z/11,+2017-10-24T00:00:00Z/11,Q51850225,"""11000862""",+2018-04-13T00:00:00Z/11
Q1504490,+1902-08-05T00:00:00Z/11,Q51850225,"""11000865""",+2018-04-13T00:00:00Z/11,+1973-04-28T00:00:00Z/11,Q51850225,"""11000865""",+2018-04-13T00:00:00Z/11
Q1560566,+1899-02-03T00:00:00Z/11,Q51850225,"""11000867""",+2018-04-13T00:00:00Z/11,+1979-04-13T00:00:00Z/11,Q51850225,"""11000867""",+2018-04-13T00:00:00Z/11
Q1286959,+1899-01-29T00:00:00Z/11,Q51850225,"""11000869""",+2018-04-13T00:00:00Z/11,+1958-08-26T00:00:00Z/11,Q51850225,"""11000869""",+2018-04-13T00:00:00Z/11
Q694300,+1897-01-24T00:00:00Z/11,Q51850225,"""11000870""",+2018-04-13T00:00:00Z/11,+1963-07-26T00:00:00Z/11,Q51850225,"""11000870""",+2018-04-13T00:00:00Z/11
Q2037716,+1937-03-01T00:00:00Z/11,Q51850225,"""11000871""",+2018-04-13T00:00:00Z/11,+1999-10-19T00:00:00Z/11,Q51850225,"""11000871""",+2018-04-13T00:00:00Z/11
Q1390450,+1946-04-19T00:00:00Z/11,Q51850225,"""11000872""",+2018-04-13T00:00:00Z/11,+1999-11-13T00:00:00Z/11,Q51850225,"""11000872""",+2018-04-13T00:00:00Z/11
Q188071,+1886-04-12T00:00:00Z/11,Q51850225,"""11000873""",+2018-04-13T00:00:00Z/11,+1953-12-04T00:00:00Z/11,Q51850225,"""11000873""",+2018-04-13T00:00:00Z/11
Q1895944,+1926-01-28T00:00:00Z/11,Q51850225,"""11000874""",+2018-04-13T00:00:00Z/11,+1972-04-10T00:00:00Z/11,Q51850225,"""11000874""",+2018-04-13T00:00:00Z/11
Q1690682,+1889-02-10T00:00:00Z/11,Q51850225,"""11000875""",+2018-04-13T00:00:00Z/11,+1970-01-03T00:00:00Z/11,Q51850225,"""11000875""",+2018-04-13T00:00:00Z/11
Q2129630,+1938-03-14T00:00:00Z/11,Q51850225,"""11000876""",+2018-04-13T00:00:00Z/11,+2015-11-15T00:00:00Z/11,Q51850225,"""11000876""",+2018-04-13T00:00:00Z/11
Q1611461,+1900-04-04T00:00:00Z/11,Q51850225,"""11000878""",+2018-04-13T00:00:00Z/11,+1995-12-25T00:00:00Z/11,Q51850225,"""11000878""",+2018-04-13T00:00:00Z/11
Q1555967,+1888-08-03T00:00:00Z/11,Q51850225,"""11000879""",+2018-04-13T00:00:00Z/11,+1965-10-09T00:00:00Z/11,Q51850225,"""11000879""",+2018-04-13T00:00:00Z/11
Q362100,+1928-04-08T00:00:00Z/11,Q51850225,"""11000880""",+2018-04-13T00:00:00Z/11,+2009-08-05T00:00:00Z/11,Q51850225,"""11000880""",+2018-04-13T00:00:00Z/11
Q1876615,+1918-08-20T00:00:00Z/11,Q51850225,"""11000881""",+2018-04-13T00:00:00Z/11,+2009-07-25T00:00:00Z/11,Q51850225,"""11000881""",+2018-04-13T00:00:00Z/11
Q1608441,+1914-07-17T00:00:00Z/11,Q51850225,"""11000882""",+2018-04-13T00:00:00Z/11,+1999-10-09T00:00:00Z/11,Q51850225,"""11000882""",+2018-04-13T00:00:00Z/11
Q1580220,+1914-12-23T00:00:00Z/11,Q51850225,"""11000883""",+2018-04-13T00:00:00Z/11,+2001-12-30T00:00:00Z/11,Q51850225,"""11000883""",+2018-04-13T00:00:00Z/11
Q1731612,+1921-11-06T00:00:00Z/11,Q51850225,"""11000884""",+2018-04-13T00:00:00Z/11,+1977-09-01T00:00:00Z/11,Q51850225,"""11000884""",+2018-04-13T00:00:00Z/11
Q994260,+1879-06-08T00:00:00Z/11,Q51850225,"""11000886""",+2018-04-13T00:00:00Z/11,+1959-09-29T00:00:00Z/11,Q51850225,"""11000886""",+2018-04-13T00:00:00Z/11
Q1560579,+1939-06-15T00:00:00Z/11,Q51850225,"""11000887""",+2018-04-13T00:00:00Z/11,+2014-04-21T00:00:00Z/11,Q51850225,"""11000887""",+2018-04-13T00:00:00Z/11
Q1038818,+1898-12-30T00:00:00Z/11,Q51850225,"""11000888""",+2018-04-13T00:00:00Z/11,+1977-06-29T00:00:00Z/11,Q51850225,"""11000888""",+2018-04-13T00:00:00Z/11
Q1099970,+1897-03-18T00:00:00Z/11,Q51850225,"""11000889""",+2018-04-13T00:00:00Z/11,+1981-12-26T00:00:00Z/11,Q51850225,"""11000889""",+2018-04-13T00:00:00Z/11
Q1800373,+1938-10-09T00:00:00Z/11,Q51850225,"""11000890""",+2018-04-13T00:00:00Z/11,+2007-09-14T00:00:00Z/11,Q51850225,"""11000890""",+2018-04-13T00:00:00Z/11
Q1594398,+1927-07-11T00:00:00Z/11,Q51850225,"""11000891""",+2018-04-13T00:00:00Z/11,+2011-10-22T00:00:00Z/11,Q51850225,"""11000891""",+2018-04-13T00:00:00Z/11
Q1593173,+1926-10-16T00:00:00Z/11,Q51850225,"""11000892""",+2018-04-13T00:00:00Z/11,+2007-05-29T00:00:00Z/11,Q51850225,"""11000892""",+2018-04-13T00:00:00Z/11
Q2594,+1884-01-31T00:00:00Z/11,Q51850225,"""11000893""",+2018-04-13T00:00:00Z/11,+1963-12-12T00:00:00Z/11,Q51850225,"""11000893""",+2018-04-13T00:00:00Z/11
Q1593894,+1938-09-02T00:00:00Z/11,Q51850225,"""11000894""",+2018-04-13T00:00:00Z/11,+2008-12-29T00:00:00Z/11,Q51850225,"""11000894""",+2018-04-13T00:00:00Z/11
Q86821,+1895-08-09T00:00:00Z/11,Q51850225,"""11000895""",+2018-04-13T00:00:00Z/11,+1970-11-10T00:00:00Z/11,Q51850225,"""11000895""",+2018-04-13T00:00:00Z/11
Q1464193,+1938-12-12T00:00:00Z/11,Q51850225,"""11000896""",+2018-04-13T00:00:00Z/11,+1975-06-05T00:00:00Z/11,Q51850225,"""11000896""",+2018-04-13T00:00:00Z/11
Q1561516,+1936-08-13T00:00:00Z/11,Q51850225,"""11000897""",+2018-04-13T00:00:00Z/11,+2009-01-13T00:00:00Z/11,Q51850225,"""11000897""",+2018-04-13T00:00:00Z/11
Q590284,+1898-12-24T00:00:00Z/11,Q51850225,"""11000900""",+2018-04-13T00:00:00Z/11,+1986-02-16T00:00:00Z/11,Q51850225,"""11000900""",+2018-04-13T00:00:00Z/11
Q111401,+1897-01-17T00:00:00Z/11,Q51850225,"""11000903""",+2018-04-13T00:00:00Z/11,+1957-02-24T00:00:00Z/11,Q51850225,"""11000903""",+2018-04-13T00:00:00Z/11
Q2589988,+1922-08-28T00:00:00Z/11,Q51850225,"""11000905""",+2018-04-13T00:00:00Z/11,+2010-09-03T00:00:00Z/11,Q51850225,"""11000905""",+2018-04-13T00:00:00Z/11
Q87642,+1950-04-25T00:00:00Z/11,Q51850225,"""11000907""",+2018-04-13T00:00:00Z/11,+2016-11-26T00:00:00Z/11,Q51850225,"""11000907""",+2018-04-13T00:00:00Z/11
Q2777657,+1913-01-06T00:00:00Z/11,Q51850225,"""11000909""",+2018-04-13T00:00:00Z/11,+1992-04-12T00:00:00Z/11,Q51850225,"""11000909""",+2018-04-13T00:00:00Z/11
Q1626222,+1942-04-13T00:00:00Z/11,Q51850225,"""11000910""",+2018-04-13T00:00:00Z/11,+2017-07-05T00:00:00Z/11,Q51850225,"""11000910""",+2018-04-13T00:00:00Z/11
Q2203602,+1929-12-27T00:00:00Z/11,Q51850225,"""11000911""",+2018-04-13T00:00:00Z/11,+2017-03-22T00:00:00Z/11,Q51850225,"""11000911""",+2018-04-13T00:00:00Z/11
Q69115,+1912-03-31T00:00:00Z/11,Q51850225,"""11000912""",+2018-04-13T00:00:00Z/11,+1989-05-18T00:00:00Z/11,Q51850225,"""11000912""",+2018-04-13T00:00:00Z/11
Q1704879,+1907-01-03T00:00:00Z/11,Q51850225,"""11000913""",+2018-04-13T00:00:00Z/11,+1996-11-11T00:00:00Z/11,Q51850225,"""11000913""",+2018-04-13T00:00:00Z/11
Q1410770,+1907-10-21T00:00:00Z/11,Q51850225,"""11000914""",+2018-04-13T00:00:00Z/11,+1983-03-04T00:00:00Z/11,Q51850225,"""11000914""",+2018-04-13T00:00:00Z/11
Q1597680,+1886-04-15T00:00:00Z/11,Q51850225,"""11000915""",+2018-04-13T00:00:00Z/11,+1962-02-25T00:00:00Z/11,Q51850225,"""11000915""",+2018-04-13T00:00:00Z/11
Q2079037,+1927-04-09T00:00:00Z/11,Q51850225,"""11000916""",+2018-04-13T00:00:00Z/11,+2005-08-28T00:00:00Z/11,Q51850225,"""11000916""",+2018-04-13T00:00:00Z/11
Q1597683,+1897-02-16T00:00:00Z/11,Q51850225,"""11000917""",+2018-04-13T00:00:00Z/11,+1963-10-21T00:00:00Z/11,Q51850225,"""11000917""",+2018-04-13T00:00:00Z/11
Q213963,+1887-09-23T00:00:00Z/11,Q51850225,"""11000918""",+2018-04-13T00:00:00Z/11,+1980-03-05T00:00:00Z/11,Q51850225,"""11000918""",+2018-04-13T00:00:00Z/11
Q1298664,+1926-09-29T00:00:00Z/11,Q51850225,"""11000919""",+2018-04-13T00:00:00Z/11,+1979-01-19T00:00:00Z/11,Q51850225,"""11000919""",+2018-04-13T00:00:00Z/11
Q1447374,+1904-06-13T00:00:00Z/11,Q51850225,"""11000920""",+2018-04-13T00:00:00Z/11,+1980-11-16T00:00:00Z/11,Q51850225,"""11000920""",+2018-04-13T00:00:00Z/11
Q1459826,+1935-06-22T00:00:00Z/11,Q51850225,"""11000922""",+2018-04-13T00:00:00Z/11,+2013-12-30T00:00:00Z/11,Q51850225,"""11000922""",+2018-04-13T00:00:00Z/11
Q1358787,+1913-08-15T00:00:00Z/11,Q51850225,"""11000923""",+2018-04-13T00:00:00Z/11,+1970-06-01T00:00:00Z/11,Q51850225,"""11000923""",+2018-04-13T00:00:00Z/11
Q1613586,+1925-09-06T00:00:00Z/11,Q51850225,"""11000926""",+2018-04-13T00:00:00Z/11,+2004-02-16T00:00:00Z/11,Q51850225,"""11000926""",+2018-04-13T00:00:00Z/11
Q95370,+1883-01-31T00:00:00Z/11,Q51850225,"""11000927""",+2018-04-13T00:00:00Z/11,+1954-01-15T00:00:00Z/11,Q51850225,"""11000927""",+2018-04-13T00:00:00Z/11
Q1468917,+1908-05-10T00:00:00Z/11,Q51850225,"""11000928""",+2018-04-13T00:00:00Z/11,+1991-04-24T00:00:00Z/11,Q51850225,"""11000928""",+2018-04-13T00:00:00Z/11
Q1580392,+1926-08-07T00:00:00Z/11,Q51850225,"""11000929""",+2018-04-13T00:00:00Z/11,+2011-07-29T00:00:00Z/11,Q51850225,"""11000929""",+2018-04-13T00:00:00Z/11
Q1597691,+1906-07-16T00:00:00Z/11,Q51850225,"""11000930""",+2018-04-13T00:00:00Z/11,+1977-09-29T00:00:00Z/11,Q51850225,"""11000930""",+2018-04-13T00:00:00Z/11
Q1409591,+1938-08-06T00:00:00Z/11,Q51850225,"""11000931""",+2018-04-13T00:00:00Z/11,+1996-02-23T00:00:00Z/11,Q51850225,"""11000931""",+2018-04-13T00:00:00Z/11
Q1525110,+1919-08-09T00:00:00Z/11,Q51850225,"""11000933""",+2018-04-13T00:00:00Z/11,+1977-03-20T00:00:00Z/11,Q51850225,"""11000933""",+2018-04-13T00:00:00Z/11
Q1145154,+1897-11-16T00:00:00Z/11,Q51850225,"""11000936""",+2018-04-13T00:00:00Z/11,+1961-11-29T00:00:00Z/11,Q51850225,"""11000936""",+2018-04-13T00:00:00Z/11
Q1372966,+1923-11-26T00:00:00Z/11,Q51850225,"""11000938""",+2018-04-13T00:00:00Z/11,+2012-04-24T00:00:00Z/11,Q51850225,"""11000938""",+2018-04-13T00:00:00Z/11
Q1167374,+1889-09-05T00:00:00Z/11,Q51850225,"""11000939""",+2018-04-13T00:00:00Z/11,+1960-02-25T00:00:00Z/11,Q51850225,"""11000939""",+2018-04-13T00:00:00Z/11
Q1731656,+1901-03-11T00:00:00Z/11,Q51850225,"""11000940""",+2018-04-13T00:00:00Z/11,+1981-07-17T00:00:00Z/11,Q51850225,"""11000940""",+2018-04-13T00:00:00Z/11
Q1704826,+1927-03-23T00:00:00Z/11,Q51850225,"""11000941""",+2018-04-13T00:00:00Z/11,+2016-08-13T00:00:00Z/11,Q51850225,"""11000941""",+2018-04-13T00:00:00Z/11
Q1668724,+1926-07-11T00:00:00Z/11,Q51850225,"""11000942""",+2018-04-13T00:00:00Z/11,+2012-01-18T00:00:00Z/11,Q51850225,"""11000942""",+2018-04-13T00:00:00Z/11
Q1597628,+1900-01-19T00:00:00Z/11,Q51850225,"""11000943""",+2018-04-13T00:00:00Z/11,+1968-12-29T00:00:00Z/11,Q51850225,"""11000943""",+2018-04-13T00:00:00Z/11
Q1597630,+1920-01-23T00:00:00Z/11,Q51850225,"""11000944""",+2018-04-13T00:00:00Z/11,+1998-11-29T00:00:00Z/11,Q51850225,"""11000944""",+2018-04-13T00:00:00Z/11
Q1358730,+1888-06-24T00:00:00Z/11,Q51850225,"""11000945""",+2018-04-13T00:00:00Z/11,+1963-03-18T00:00:00Z/11,Q51850225,"""11000945""",+2018-04-13T00:00:00Z/11
Q1363041,+1920-10-22T00:00:00Z/11,Q51850225,"""11000947""",+2018-04-13T00:00:00Z/11,+2005-04-02T00:00:00Z/11,Q51850225,"""11000947""",+2018-04-13T00:00:00Z/11
Q1459787,+1900-07-20T00:00:00Z/11,Q51850225,"""11000950""",+2018-04-13T00:00:00Z/11,+1969-11-15T00:00:00Z/11,Q51850225,"""11000950""",+2018-04-13T00:00:00Z/11
Q1528802,+1921-02-08T00:00:00Z/11,Q51850225,"""11000951""",+2018-04-13T00:00:00Z/11,+1994-06-29T00:00:00Z/11,Q51850225,"""11000951""",+2018-04-13T00:00:00Z/11
