qid,P569,S248,s528,s813,P570,S248,s528,s813
Q1259166,+1946-11-27T00:00:00Z/11,Q51850225,"""11000093""",+2018-04-13T00:00:00Z/11,+2016-02-21T00:00:00Z/11,Q51850225,"""11000093""",+2018-04-13T00:00:00Z/11
Q1578551,+1927-01-26T00:00:00Z/11,Q51850225,"""11000094""",+2018-04-13T00:00:00Z/11,+2003-03-20T00:00:00Z/11,Q51850225,"""11000094""",+2018-04-13T00:00:00Z/11
Q1596643,+1891-12-06T00:00:00Z/11,Q51850225,"""11000096""",+2018-04-13T00:00:00Z/11,+1968-04-18T00:00:00Z/11,Q51850225,"""11000096""",+2018-04-13T00:00:00Z/11
Q2589138,+1903-08-23T00:00:00Z/11,Q51850225,"""11000097""",+2018-04-13T00:00:00Z/11,+1975-12-13T00:00:00Z/11,Q51850225,"""11000097""",+2018-04-13T00:00:00Z/11
Q96652,+1893-04-21T00:00:00Z/11,Q51850225,"""11000099""",+2018-04-13T00:00:00Z/11,+1971-09-29T00:00:00Z/11,Q51850225,"""11000099""",+2018-04-13T00:00:00Z/11
Q1636521,+1905-03-24T00:00:00Z/11,Q51850225,"""11000101""",+2018-04-13T00:00:00Z/11,+1988-06-09T00:00:00Z/11,Q51850225,"""11000101""",+2018-04-13T00:00:00Z/11
Q470285,+1924-06-20T00:00:00Z/11,Q51850225,"""11000102""",+2018-04-13T00:00:00Z/11,+2006-08-26T00:00:00Z/11,Q51850225,"""11000102""",+2018-04-13T00:00:00Z/11
Q69251,+1923-03-26T00:00:00Z/11,Q51850225,"""11000103""",+2018-04-13T00:00:00Z/11,+1992-10-01T00:00:00Z/11,Q51850225,"""11000103""",+2018-04-13T00:00:00Z/11
Q104518,+1927-10-23T00:00:00Z/11,Q51850225,"""11000104""",+2018-04-13T00:00:00Z/11,+1986-09-25T00:00:00Z/11,Q51850225,"""11000104""",+2018-04-13T00:00:00Z/11
Q99423,+1909-03-28T00:00:00Z/11,Q51850225,"""11000105""",+2018-04-13T00:00:00Z/11,+2005-07-18T00:00:00Z/11,Q51850225,"""11000105""",+2018-04-13T00:00:00Z/11
Q114596,+1915-06-10T00:00:00Z/11,Q51850225,"""11000107""",+2018-04-13T00:00:00Z/11,+1989-07-15T00:00:00Z/11,Q51850225,"""11000107""",+2018-04-13T00:00:00Z/11
Q1458343,+1895-12-09T00:00:00Z/11,Q51850225,"""11000109""",+2018-04-13T00:00:00Z/11,+1965-01-14T00:00:00Z/11,Q51850225,"""11000109""",+2018-04-13T00:00:00Z/11
Q824734,+1900-03-31T00:00:00Z/11,Q51850225,"""11000110""",+2018-04-13T00:00:00Z/11,+1985-10-23T00:00:00Z/11,Q51850225,"""11000110""",+2018-04-13T00:00:00Z/11
Q102803,+1904-11-16T00:00:00Z/11,Q51850225,"""11000113""",+2018-04-13T00:00:00Z/11,+1964-01-21T00:00:00Z/11,Q51850225,"""11000113""",+2018-04-13T00:00:00Z/11
Q1503641,+1895-04-02T00:00:00Z/11,Q51850225,"""11000114""",+2018-04-13T00:00:00Z/11,+1975-04-01T00:00:00Z/11,Q51850225,"""11000114""",+2018-04-13T00:00:00Z/11
Q2508230,+1891-12-19T00:00:00Z/11,Q51850225,"""11000115""",+2018-04-13T00:00:00Z/11,+1971-06-25T00:00:00Z/11,Q51850225,"""11000115""",+2018-04-13T00:00:00Z/11
Q1588140,+1895-05-27T00:00:00Z/11,Q51850225,"""11000116""",+2018-04-13T00:00:00Z/11,+1981-09-01T00:00:00Z/11,Q51850225,"""11000116""",+2018-04-13T00:00:00Z/11
Q104886,+1913-06-22T00:00:00Z/11,Q51850225,"""11000117""",+2018-04-13T00:00:00Z/11,+2009-10-30T00:00:00Z/11,Q51850225,"""11000117""",+2018-04-13T00:00:00Z/11
Q2644315,+1923-12-27T00:00:00Z/11,Q51850225,"""11000118""",+2018-04-13T00:00:00Z/11,+2009-03-20T00:00:00Z/11,Q51850225,"""11000118""",+2018-04-13T00:00:00Z/11
Q71196,+1920-08-15T00:00:00Z/11,Q51850225,"""11000119""",+2018-04-13T00:00:00Z/11,+1969-07-30T00:00:00Z/11,Q51850225,"""11000119""",+2018-04-13T00:00:00Z/11
Q2149042,+1929-03-15T00:00:00Z/11,Q51850225,"""11000120""",+2018-04-13T00:00:00Z/11,+1993-11-03T00:00:00Z/11,Q51850225,"""11000120""",+2018-04-13T00:00:00Z/11
Q110905,+1920-11-19T00:00:00Z/11,Q51850225,"""11000121""",+2018-04-13T00:00:00Z/11,+1973-05-05T00:00:00Z/11,Q51850225,"""11000121""",+2018-04-13T00:00:00Z/11
Q110156,+1912-10-01T00:00:00Z/11,Q51850225,"""11000122""",+2018-04-13T00:00:00Z/11,+2005-08-25T00:00:00Z/11,Q51850225,"""11000122""",+2018-04-13T00:00:00Z/11
Q78089,+1901-08-23T00:00:00Z/11,Q51850225,"""11000123""",+2018-04-13T00:00:00Z/11,+1981-04-02T00:00:00Z/11,Q51850225,"""11000123""",+2018-04-13T00:00:00Z/11
Q1145015,+1905-08-07T00:00:00Z/11,Q51850225,"""11000125""",+2018-04-13T00:00:00Z/11,+1987-02-27T00:00:00Z/11,Q51850225,"""11000125""",+2018-04-13T00:00:00Z/11
Q1465650,+1910-12-20T00:00:00Z/11,Q51850225,"""11000126""",+2018-04-13T00:00:00Z/11,+1983-06-22T00:00:00Z/11,Q51850225,"""11000126""",+2018-04-13T00:00:00Z/11
Q1604393,+1929-09-03T00:00:00Z/11,Q51850225,"""11000127""",+2018-04-13T00:00:00Z/11,+2011-05-20T00:00:00Z/11,Q51850225,"""11000127""",+2018-04-13T00:00:00Z/11
Q1695286,+1905-02-08T00:00:00Z/11,Q51850225,"""11000128""",+2018-04-13T00:00:00Z/11,+1996-10-19T00:00:00Z/11,Q51850225,"""11000128""",+2018-04-13T00:00:00Z/11
Q1730446,+1923-09-20T00:00:00Z/11,Q51850225,"""11000129""",+2018-04-13T00:00:00Z/11,+2002-05-03T00:00:00Z/11,Q51850225,"""11000129""",+2018-04-13T00:00:00Z/11
Q126964,+1888-05-25T00:00:00Z/11,Q51850225,"""11000130""",+2018-04-13T00:00:00Z/11,+1960-07-29T00:00:00Z/11,Q51850225,"""11000130""",+2018-04-13T00:00:00Z/11
Q1517871,+1944-08-11T00:00:00Z/11,Q51850225,"""11000133""",+2018-04-13T00:00:00Z/11,+1994-05-27T00:00:00Z/11,Q51850225,"""11000133""",+2018-04-13T00:00:00Z/11
Q1458379,+1912-10-09T00:00:00Z/11,Q51850225,"""11000135""",+2018-04-13T00:00:00Z/11,+1975-11-24T00:00:00Z/11,Q51850225,"""11000135""",+2018-04-13T00:00:00Z/11
Q213838,+1914-09-18T00:00:00Z/11,Q51850225,"""11000136""",+2018-04-13T00:00:00Z/11,+1997-07-23T00:00:00Z/11,Q51850225,"""11000136""",+2018-04-13T00:00:00Z/11
Q122546,+1913-06-06T00:00:00Z/11,Q51850225,"""11000137""",+2018-04-13T00:00:00Z/11,+1989-09-16T00:00:00Z/11,Q51850225,"""11000137""",+2018-04-13T00:00:00Z/11
Q1918139,+1943-07-18T00:00:00Z/11,Q51850225,"""11000138""",+2018-04-13T00:00:00Z/11,+2015-12-04T00:00:00Z/11,Q51850225,"""11000138""",+2018-04-13T00:00:00Z/11
Q494994,+1925-01-15T00:00:00Z/11,Q51850225,"""11000139""",+2018-04-13T00:00:00Z/11,+2009-03-02T00:00:00Z/11,Q51850225,"""11000139""",+2018-04-13T00:00:00Z/11
Q1264446,+1908-08-06T00:00:00Z/11,Q51850225,"""11000140""",+2018-04-13T00:00:00Z/11,+1977-11-11T00:00:00Z/11,Q51850225,"""11000140""",+2018-04-13T00:00:00Z/11
Q2501516,+1922-09-12T00:00:00Z/11,Q51850225,"""11000141""",+2018-04-13T00:00:00Z/11,+2014-05-17T00:00:00Z/11,Q51850225,"""11000141""",+2018-04-13T00:00:00Z/11
Q1450083,+1905-01-30T00:00:00Z/11,Q51850225,"""11000142""",+2018-04-13T00:00:00Z/11,+1986-08-26T00:00:00Z/11,Q51850225,"""11000142""",+2018-04-13T00:00:00Z/11
Q1416833,+1921-05-02T00:00:00Z/11,Q51850225,"""11000143""",+2018-04-13T00:00:00Z/11,+1987-07-23T00:00:00Z/11,Q51850225,"""11000143""",+2018-04-13T00:00:00Z/11
Q760918,+1912-03-18T00:00:00Z/11,Q51850225,"""11000144""",+2018-04-13T00:00:00Z/11,+1982-12-12T00:00:00Z/11,Q51850225,"""11000144""",+2018-04-13T00:00:00Z/11
Q110302,+1915-05-11T00:00:00Z/11,Q51850225,"""11000145""",+2018-04-13T00:00:00Z/11,+2010-02-16T00:00:00Z/11,Q51850225,"""11000145""",+2018-04-13T00:00:00Z/11
Q1235181,+1904-03-15T00:00:00Z/11,Q51850225,"""11000146""",+2018-04-13T00:00:00Z/11,+1974-10-01T00:00:00Z/11,Q51850225,"""11000146""",+2018-04-13T00:00:00Z/11
Q1275787,+1905-08-29T00:00:00Z/11,Q51850225,"""11000147""",+2018-04-13T00:00:00Z/11,+1982-10-21T00:00:00Z/11,Q51850225,"""11000147""",+2018-04-13T00:00:00Z/11
Q1715592,+1920-11-13T00:00:00Z/11,Q51850225,"""11000149""",+2018-04-13T00:00:00Z/11,+1989-09-26T00:00:00Z/11,Q51850225,"""11000149""",+2018-04-13T00:00:00Z/11
Q1777494,+1938-01-28T00:00:00Z/11,Q51850225,"""11000150""",+2018-04-13T00:00:00Z/11,+2016-10-29T00:00:00Z/11,Q51850225,"""11000150""",+2018-04-13T00:00:00Z/11
Q1303710,+1921-10-24T00:00:00Z/11,Q51850225,"""11000151""",+2018-04-13T00:00:00Z/11,+2003-01-20T00:00:00Z/11,Q51850225,"""11000151""",+2018-04-13T00:00:00Z/11
Q1894946,+1911-01-11T00:00:00Z/11,Q51850225,"""11000152""",+2018-04-13T00:00:00Z/11,+1981-03-27T00:00:00Z/11,Q51850225,"""11000152""",+2018-04-13T00:00:00Z/11
Q1750858,+1936-03-14T00:00:00Z/11,Q51850225,"""11000153""",+2018-04-13T00:00:00Z/11,+2009-06-02T00:00:00Z/11,Q51850225,"""11000153""",+2018-04-13T00:00:00Z/11
Q1730475,+1907-06-07T00:00:00Z/11,Q51850225,"""11000154""",+2018-04-13T00:00:00Z/11,+1979-08-21T00:00:00Z/11,Q51850225,"""11000154""",+2018-04-13T00:00:00Z/11
Q824761,+1897-06-22T00:00:00Z/11,Q51850225,"""11000156""",+2018-04-13T00:00:00Z/11,+1987-03-02T00:00:00Z/11,Q51850225,"""11000156""",+2018-04-13T00:00:00Z/11
Q76197,+1883-02-23T00:00:00Z/11,Q51850225,"""11000157""",+2018-04-13T00:00:00Z/11,+1960-03-23T00:00:00Z/11,Q51850225,"""11000157""",+2018-04-13T00:00:00Z/11
Q115395,+1915-04-08T00:00:00Z/11,Q51850225,"""11000158""",+2018-04-13T00:00:00Z/11,+1994-03-09T00:00:00Z/11,Q51850225,"""11000158""",+2018-04-13T00:00:00Z/11
Q110914,+1910-02-02T00:00:00Z/11,Q51850225,"""11000159""",+2018-04-13T00:00:00Z/11,+1981-07-11T00:00:00Z/11,Q51850225,"""11000159""",+2018-04-13T00:00:00Z/11
Q1579855,+1927-07-05T00:00:00Z/11,Q51850225,"""11000161""",+2018-04-13T00:00:00Z/11,+2010-07-24T00:00:00Z/11,Q51850225,"""11000161""",+2018-04-13T00:00:00Z/11
Q1351954,+1926-12-26T00:00:00Z/11,Q51850225,"""11000163""",+2018-04-13T00:00:00Z/11,+2002-05-19T00:00:00Z/11,Q51850225,"""11000163""",+2018-04-13T00:00:00Z/11
Q1406444,+1910-03-20T00:00:00Z/11,Q51850225,"""11000164""",+2018-04-13T00:00:00Z/11,+1981-01-27T00:00:00Z/11,Q51850225,"""11000164""",+2018-04-13T00:00:00Z/11
Q1693007,+1937-03-20T00:00:00Z/11,Q51850225,"""11000165""",+2018-04-13T00:00:00Z/11,+2011-02-27T00:00:00Z/11,Q51850225,"""11000165""",+2018-04-13T00:00:00Z/11
Q96979,+1904-01-13T00:00:00Z/11,Q51850225,"""11000166""",+2018-04-13T00:00:00Z/11,+1991-09-20T00:00:00Z/11,Q51850225,"""11000166""",+2018-04-13T00:00:00Z/11
Q1335871,+1906-10-31T00:00:00Z/11,Q51850225,"""11000167""",+2018-04-13T00:00:00Z/11,+1982-11-09T00:00:00Z/11,Q51850225,"""11000167""",+2018-04-13T00:00:00Z/11
Q99181,+1908-08-13T00:00:00Z/11,Q51850225,"""11000169""",+2018-04-13T00:00:00Z/11,+1981-07-09T00:00:00Z/11,Q51850225,"""11000169""",+2018-04-13T00:00:00Z/11
Q1706878,+1913-01-20T00:00:00Z/11,Q51850225,"""11000170""",+2018-04-13T00:00:00Z/11,+1993-08-26T00:00:00Z/11,Q51850225,"""11000170""",+2018-04-13T00:00:00Z/11
Q1873328,+1914-06-17T00:00:00Z/11,Q51850225,"""11000171""",+2018-04-13T00:00:00Z/11,+2008-02-29T00:00:00Z/11,Q51850225,"""11000171""",+2018-04-13T00:00:00Z/11
Q1593253,+1918-03-01T00:00:00Z/11,Q51850225,"""11000172""",+2018-04-13T00:00:00Z/11,+1999-04-15T00:00:00Z/11,Q51850225,"""11000172""",+2018-04-13T00:00:00Z/11
Q561949,+1906-04-22T00:00:00Z/11,Q51850225,"""11000174""",+2018-04-13T00:00:00Z/11,+1986-03-16T00:00:00Z/11,Q51850225,"""11000174""",+2018-04-13T00:00:00Z/11
Q1145024,+1911-11-27T00:00:00Z/11,Q51850225,"""11000175""",+2018-04-13T00:00:00Z/11,+2000-04-05T00:00:00Z/11,Q51850225,"""11000175""",+2018-04-13T00:00:00Z/11
Q124182,+1926-11-15T00:00:00Z/11,Q51850225,"""11000176""",+2018-04-13T00:00:00Z/11,+2014-10-29T00:00:00Z/11,Q51850225,"""11000176""",+2018-04-13T00:00:00Z/11
Q99837,+1898-10-10T00:00:00Z/11,Q51850225,"""11000177""",+2018-04-13T00:00:00Z/11,+1991-06-13T00:00:00Z/11,Q51850225,"""11000177""",+2018-04-13T00:00:00Z/11
Q101981,+1928-08-29T00:00:00Z/11,Q51850225,"""11000178""",+2018-04-13T00:00:00Z/11,+1988-02-12T00:00:00Z/11,Q51850225,"""11000178""",+2018-04-13T00:00:00Z/11
Q120851,+1931-01-25T00:00:00Z/11,Q51850225,"""11000180""",+2018-04-13T00:00:00Z/11,+1997-11-02T00:00:00Z/11,Q51850225,"""11000180""",+2018-04-13T00:00:00Z/11
Q88156,+1913-01-12T00:00:00Z/11,Q51850225,"""11000182""",+2018-04-13T00:00:00Z/11,+2008-07-17T00:00:00Z/11,Q51850225,"""11000182""",+2018-04-13T00:00:00Z/11
Q1793403,+1907-07-02T00:00:00Z/11,Q51850225,"""11000183""",+2018-04-13T00:00:00Z/11,+1987-12-26T00:00:00Z/11,Q51850225,"""11000183""",+2018-04-13T00:00:00Z/11
Q59872,+1897-09-25T00:00:00Z/11,Q51850225,"""11000185""",+2018-04-13T00:00:00Z/11,+1975-12-24T00:00:00Z/11,Q51850225,"""11000185""",+2018-04-13T00:00:00Z/11
Q98103,+1913-08-19T00:00:00Z/11,Q51850225,"""11000186""",+2018-04-13T00:00:00Z/11,+2006-07-20T00:00:00Z/11,Q51850225,"""11000186""",+2018-04-13T00:00:00Z/11
Q2038275,+1911-08-05T00:00:00Z/11,Q51850225,"""11000187""",+2018-04-13T00:00:00Z/11,+2000-11-26T00:00:00Z/11,Q51850225,"""11000187""",+2018-04-13T00:00:00Z/11
Q1663296,+1944-04-16T00:00:00Z/11,Q51850225,"""11000188""",+2018-04-13T00:00:00Z/11,+2002-04-21T00:00:00Z/11,Q51850225,"""11000188""",+2018-04-13T00:00:00Z/11
Q2073956,+1911-04-30T00:00:00Z/11,Q51850225,"""11000190""",+2018-04-13T00:00:00Z/11,+1977-10-04T00:00:00Z/11,Q51850225,"""11000190""",+2018-04-13T00:00:00Z/11
Q97670,+1930-04-09T00:00:00Z/11,Q51850225,"""11000191""",+2018-04-13T00:00:00Z/11,+1978-05-23T00:00:00Z/11,Q51850225,"""11000191""",+2018-04-13T00:00:00Z/11
Q1259318,+1897-02-05T00:00:00Z/11,Q51850225,"""11000193""",+2018-04-13T00:00:00Z/11,+1972-03-11T00:00:00Z/11,Q51850225,"""11000193""",+2018-04-13T00:00:00Z/11
Q65542,+1905-09-19T00:00:00Z/11,Q51850225,"""11000195""",+2018-04-13T00:00:00Z/11,+1972-05-14T00:00:00Z/11,Q51850225,"""11000195""",+2018-04-13T00:00:00Z/11
Q2058927,+1904-11-06T00:00:00Z/11,Q51850225,"""11000196""",+2018-04-13T00:00:00Z/11,+1996-04-17T00:00:00Z/11,Q51850225,"""11000196""",+2018-04-13T00:00:00Z/11
Q1618318,+1899-11-12T00:00:00Z/11,Q51850225,"""11000199""",+2018-04-13T00:00:00Z/11,+1984-02-06T00:00:00Z/11,Q51850225,"""11000199""",+2018-04-13T00:00:00Z/11
Q1578743,+1898-04-17T00:00:00Z/11,Q51850225,"""11000200""",+2018-04-13T00:00:00Z/11,+1988-06-15T00:00:00Z/11,Q51850225,"""11000200""",+2018-04-13T00:00:00Z/11
Q1672959,+1909-11-24T00:00:00Z/11,Q51850225,"""11000201""",+2018-04-13T00:00:00Z/11,+1997-01-29T00:00:00Z/11,Q51850225,"""11000201""",+2018-04-13T00:00:00Z/11
Q205357,+1896-03-24T00:00:00Z/11,Q51850225,"""11000202""",+2018-04-13T00:00:00Z/11,+1959-03-26T00:00:00Z/11,Q51850225,"""11000202""",+2018-04-13T00:00:00Z/11
Q2172433,+1927-03-05T00:00:00Z/11,Q51850225,"""11000203""",+2018-04-13T00:00:00Z/11,+1997-08-07T00:00:00Z/11,Q51850225,"""11000203""",+2018-04-13T00:00:00Z/11
Q1458477,+1902-01-30T00:00:00Z/11,Q51850225,"""11000205""",+2018-04-13T00:00:00Z/11,+1979-05-20T00:00:00Z/11,Q51850225,"""11000205""",+2018-04-13T00:00:00Z/11
Q1353839,+1915-03-27T00:00:00Z/11,Q51850225,"""11000206""",+2018-04-13T00:00:00Z/11,+1997-04-10T00:00:00Z/11,Q51850225,"""11000206""",+2018-04-13T00:00:00Z/11
Q1712228,+1890-07-29T00:00:00Z/11,Q51850225,"""11000209""",+2018-04-13T00:00:00Z/11,+1968-03-23T00:00:00Z/11,Q51850225,"""11000209""",+2018-04-13T00:00:00Z/11
Q1604379,+1911-10-20T00:00:00Z/11,Q51850225,"""11000211""",+2018-04-13T00:00:00Z/11,+1996-03-29T00:00:00Z/11,Q51850225,"""11000211""",+2018-04-13T00:00:00Z/11
Q1360788,+1906-09-08T00:00:00Z/11,Q51850225,"""11000212""",+2018-04-13T00:00:00Z/11,+1993-04-02T00:00:00Z/11,Q51850225,"""11000212""",+2018-04-13T00:00:00Z/11
Q111178,+1912-11-18T00:00:00Z/11,Q51850225,"""11000213""",+2018-04-13T00:00:00Z/11,+1995-04-08T00:00:00Z/11,Q51850225,"""11000213""",+2018-04-13T00:00:00Z/11
Q2163289,+1908-08-09T00:00:00Z/11,Q51850225,"""11000214""",+2018-04-13T00:00:00Z/11,+1995-01-17T00:00:00Z/11,Q51850225,"""11000214""",+2018-04-13T00:00:00Z/11
Q69289,+1895-02-16T00:00:00Z/11,Q51850225,"""11000215""",+2018-04-13T00:00:00Z/11,+1977-09-26T00:00:00Z/11,Q51850225,"""11000215""",+2018-04-13T00:00:00Z/11
Q1313401,+1920-02-22T00:00:00Z/11,Q51850225,"""11000216""",+2018-04-13T00:00:00Z/11,+2013-01-10T00:00:00Z/11,Q51850225,"""11000216""",+2018-04-13T00:00:00Z/11
Q1334847,+1890-04-08T00:00:00Z/11,Q51850225,"""11000217""",+2018-04-13T00:00:00Z/11,+1957-07-18T00:00:00Z/11,Q51850225,"""11000217""",+2018-04-13T00:00:00Z/11
Q1503866,+1926-03-16T00:00:00Z/11,Q51850225,"""11000219""",+2018-04-13T00:00:00Z/11,+2016-07-01T00:00:00Z/11,Q51850225,"""11000219""",+2018-04-13T00:00:00Z/11
Q1560382,+1925-11-21T00:00:00Z/11,Q51850225,"""11000220""",+2018-04-13T00:00:00Z/11,+2006-07-28T00:00:00Z/11,Q51850225,"""11000220""",+2018-04-13T00:00:00Z/11
Q1725753,+1939-02-12T00:00:00Z/11,Q51850225,"""11000222""",+2018-04-13T00:00:00Z/11,+1996-02-07T00:00:00Z/11,Q51850225,"""11000222""",+2018-04-13T00:00:00Z/11
Q1403012,+1889-08-16T00:00:00Z/11,Q51850225,"""11000224""",+2018-04-13T00:00:00Z/11,+1954-01-08T00:00:00Z/11,Q51850225,"""11000224""",+2018-04-13T00:00:00Z/11
Q214038,+1931-02-07T00:00:00Z/11,Q51850225,"""11000225""",+2018-04-13T00:00:00Z/11,+2006-08-02T00:00:00Z/11,Q51850225,"""11000225""",+2018-04-13T00:00:00Z/11
Q85844,+1938-09-08T00:00:00Z/11,Q51850225,"""11000228""",+2018-04-13T00:00:00Z/11,+2017-10-14T00:00:00Z/11,Q51850225,"""11000228""",+2018-04-13T00:00:00Z/11
Q2571121,+1934-11-23T00:00:00Z/11,Q51850225,"""11000231""",+2018-04-13T00:00:00Z/11,+2016-06-15T00:00:00Z/11,Q51850225,"""11000231""",+2018-04-13T00:00:00Z/11
Q2578076,+1895-07-07T00:00:00Z/11,Q51850225,"""11000235""",+2018-04-13T00:00:00Z/11,+1987-09-02T00:00:00Z/11,Q51850225,"""11000235""",+2018-04-13T00:00:00Z/11
