qid,P569,S248,s528,s813,P570,S248,s528,s813
Q2074048,+1932-05-14T00:00:00Z/11,Q51850225,"""11000236""",+2018-04-13T00:00:00Z/11,+1999-12-24T00:00:00Z/11,Q51850225,"""11000236""",+2018-04-13T00:00:00Z/11
Q1331062,+1915-10-27T00:00:00Z/11,Q51850225,"""11000237""",+2018-04-13T00:00:00Z/11,+1997-06-19T00:00:00Z/11,Q51850225,"""11000237""",+2018-04-13T00:00:00Z/11
Q1699697,+1900-08-03T00:00:00Z/11,Q51850225,"""11000243""",+2018-04-13T00:00:00Z/11,+1978-08-01T00:00:00Z/11,Q51850225,"""11000243""",+2018-04-13T00:00:00Z/11
Q993078,+1910-03-27T00:00:00Z/11,Q51850225,"""11000244""",+2018-04-13T00:00:00Z/11,+1985-06-21T00:00:00Z/11,Q51850225,"""11000244""",+2018-04-13T00:00:00Z/11
Q1634888,+1930-08-04T00:00:00Z/11,Q51850225,"""11000245""",+2018-04-13T00:00:00Z/11,+1989-09-12T00:00:00Z/11,Q51850225,"""11000245""",+2018-04-13T00:00:00Z/11
Q2514,+1913-12-18T00:00:00Z/11,Q51850225,"""11000246""",+2018-04-13T00:00:00Z/11,+1992-10-08T00:00:00Z/11,Q51850225,"""11000246""",+2018-04-13T00:00:00Z/11
Q566779,+1932-03-02T00:00:00Z/11,Q51850225,"""11000247""",+2018-04-13T00:00:00Z/11,+2017-09-01T00:00:00Z/11,Q51850225,"""11000247""",+2018-04-13T00:00:00Z/11
Q63421,+1887-09-03T00:00:00Z/11,Q51850225,"""11000249""",+2018-04-13T00:00:00Z/11,+1973-02-02T00:00:00Z/11,Q51850225,"""11000249""",+2018-04-13T00:00:00Z/11
Q272663,+1912-02-23T00:00:00Z/11,Q51850225,"""11000250""",+2018-04-13T00:00:00Z/11,+1997-01-01T00:00:00Z/11,Q51850225,"""11000250""",+2018-04-13T00:00:00Z/11
Q1147115,+1923-12-28T00:00:00Z/11,Q51850225,"""11000251""",+2018-04-13T00:00:00Z/11,+2015-10-23T00:00:00Z/11,Q51850225,"""11000251""",+2018-04-13T00:00:00Z/11
Q1704369,+1907-04-05T00:00:00Z/11,Q51850225,"""11000252""",+2018-04-13T00:00:00Z/11,+1966-07-17T00:00:00Z/11,Q51850225,"""11000252""",+2018-04-13T00:00:00Z/11
Q1712521,+1900-02-08T00:00:00Z/11,Q51850225,"""11000255""",+2018-04-13T00:00:00Z/11,+1962-07-10T00:00:00Z/11,Q51850225,"""11000255""",+2018-04-13T00:00:00Z/11
Q2559733,+1924-04-28T00:00:00Z/11,Q51850225,"""11000257""",+2018-04-13T00:00:00Z/11,+2003-09-17T00:00:00Z/11,Q51850225,"""11000257""",+2018-04-13T00:00:00Z/11
Q2163273,+1926-07-04T00:00:00Z/11,Q51850225,"""11000259""",+2018-04-13T00:00:00Z/11,+1991-05-05T00:00:00Z/11,Q51850225,"""11000259""",+2018-04-13T00:00:00Z/11
Q1566486,+1923-01-03T00:00:00Z/11,Q51850225,"""11000260""",+2018-04-13T00:00:00Z/11,+2008-09-27T00:00:00Z/11,Q51850225,"""11000260""",+2018-04-13T00:00:00Z/11
Q1600077,+1915-02-06T00:00:00Z/11,Q51850225,"""11000261""",+2018-04-13T00:00:00Z/11,+1983-10-14T00:00:00Z/11,Q51850225,"""11000261""",+2018-04-13T00:00:00Z/11
Q1455671,+1899-09-08T00:00:00Z/11,Q51850225,"""11000262""",+2018-04-13T00:00:00Z/11,+1967-05-03T00:00:00Z/11,Q51850225,"""11000262""",+2018-04-13T00:00:00Z/11
Q60954,+1904-06-20T00:00:00Z/11,Q51850225,"""11000263""",+2018-04-13T00:00:00Z/11,+1964-11-14T00:00:00Z/11,Q51850225,"""11000263""",+2018-04-13T00:00:00Z/11
Q2572097,+1896-12-28T00:00:00Z/11,Q51850225,"""11000264""",+2018-04-13T00:00:00Z/11,+1994-03-09T00:00:00Z/11,Q51850225,"""11000264""",+2018-04-13T00:00:00Z/11
Q1548771,+1939-02-21T00:00:00Z/11,Q51850225,"""11000266""",+2018-04-13T00:00:00Z/11,+2005-06-07T00:00:00Z/11,Q51850225,"""11000266""",+2018-04-13T00:00:00Z/11
Q96949,+1895-02-09T00:00:00Z/11,Q51850225,"""11000267""",+2018-04-13T00:00:00Z/11,+1959-06-22T00:00:00Z/11,Q51850225,"""11000267""",+2018-04-13T00:00:00Z/11
Q75970,+1888-07-17T00:00:00Z/11,Q51850225,"""11000268""",+2018-04-13T00:00:00Z/11,+1975-12-14T00:00:00Z/11,Q51850225,"""11000268""",+2018-04-13T00:00:00Z/11
Q1333620,+1890-06-25T00:00:00Z/11,Q51850225,"""11000269""",+2018-04-13T00:00:00Z/11,+1976-10-22T00:00:00Z/11,Q51850225,"""11000269""",+2018-04-13T00:00:00Z/11
Q1704394,+1884-05-12T00:00:00Z/11,Q51850225,"""11000270""",+2018-04-13T00:00:00Z/11,+1958-01-21T00:00:00Z/11,Q51850225,"""11000270""",+2018-04-13T00:00:00Z/11
Q100379,+1906-12-24T00:00:00Z/11,Q51850225,"""11000272""",+2018-04-13T00:00:00Z/11,+1975-02-02T00:00:00Z/11,Q51850225,"""11000272""",+2018-04-13T00:00:00Z/11
Q2543747,+1901-04-23T00:00:00Z/11,Q51850225,"""11000273""",+2018-04-13T00:00:00Z/11,+1957-08-31T00:00:00Z/11,Q51850225,"""11000273""",+2018-04-13T00:00:00Z/11
Q1112363,+1943-08-08T00:00:00Z/11,Q51850225,"""11000274""",+2018-04-13T00:00:00Z/11,+1984-04-03T00:00:00Z/11,Q51850225,"""11000274""",+2018-04-13T00:00:00Z/11
Q2508254,+1911-04-23T00:00:00Z/11,Q51850225,"""11000277""",+2018-04-13T00:00:00Z/11,+1980-07-20T00:00:00Z/11,Q51850225,"""11000277""",+2018-04-13T00:00:00Z/11
Q1357039,+1891-02-12T00:00:00Z/11,Q51850225,"""11000278""",+2018-04-13T00:00:00Z/11,+1961-08-30T00:00:00Z/11,Q51850225,"""11000278""",+2018-04-13T00:00:00Z/11
Q1278893,+1906-08-08T00:00:00Z/11,Q51850225,"""11000279""",+2018-04-13T00:00:00Z/11,+1980-10-30T00:00:00Z/11,Q51850225,"""11000279""",+2018-04-13T00:00:00Z/11
Q1697317,+1903-08-30T00:00:00Z/11,Q51850225,"""11000280""",+2018-04-13T00:00:00Z/11,+1965-05-07T00:00:00Z/11,Q51850225,"""11000280""",+2018-04-13T00:00:00Z/11
Q216261,+1930-05-27T00:00:00Z/11,Q51850225,"""11000281""",+2018-04-13T00:00:00Z/11,+1997-12-02T00:00:00Z/11,Q51850225,"""11000281""",+2018-04-13T00:00:00Z/11
Q98346,+1928-08-12T00:00:00Z/11,Q51850225,"""11000282""",+2018-04-13T00:00:00Z/11,+2012-01-25T00:00:00Z/11,Q51850225,"""11000282""",+2018-04-13T00:00:00Z/11
Q1502830,+1905-04-12T00:00:00Z/11,Q51850225,"""11000283""",+2018-04-13T00:00:00Z/11,+1951-11-13T00:00:00Z/11,Q51850225,"""11000283""",+2018-04-13T00:00:00Z/11
Q1341204,+1937-05-25T00:00:00Z/11,Q51850225,"""11000285""",+2018-04-13T00:00:00Z/11,+2015-05-19T00:00:00Z/11,Q51850225,"""11000285""",+2018-04-13T00:00:00Z/11
Q761017,+1903-10-26T00:00:00Z/11,Q51850225,"""11000286""",+2018-04-13T00:00:00Z/11,+1984-08-27T00:00:00Z/11,Q51850225,"""11000286""",+2018-04-13T00:00:00Z/11
Q78109,+1906-05-19T00:00:00Z/11,Q51850225,"""11000287""",+2018-04-13T00:00:00Z/11,+1995-09-29T00:00:00Z/11,Q51850225,"""11000287""",+2018-04-13T00:00:00Z/11
Q71345,+1914-07-19T00:00:00Z/11,Q51850225,"""11000288""",+2018-04-13T00:00:00Z/11,+1991-10-31T00:00:00Z/11,Q51850225,"""11000288""",+2018-04-13T00:00:00Z/11
Q1471116,+1885-09-23T00:00:00Z/11,Q51850225,"""11000289""",+2018-04-13T00:00:00Z/11,+1960-02-11T00:00:00Z/11,Q51850225,"""11000289""",+2018-04-13T00:00:00Z/11
Q1723849,+1923-11-04T00:00:00Z/11,Q51850225,"""11000290""",+2018-04-13T00:00:00Z/11,+1989-10-19T00:00:00Z/11,Q51850225,"""11000290""",+2018-04-13T00:00:00Z/11
Q1600089,+1925-10-08T00:00:00Z/11,Q51850225,"""11000292""",+2018-04-13T00:00:00Z/11,+1991-09-14T00:00:00Z/11,Q51850225,"""11000292""",+2018-04-13T00:00:00Z/11
Q2074232,+1943-03-05T00:00:00Z/11,Q51850225,"""11000295""",+2018-04-13T00:00:00Z/11,+2009-03-25T00:00:00Z/11,Q51850225,"""11000295""",+2018-04-13T00:00:00Z/11
Q1730627,+1904-02-26T00:00:00Z/11,Q51850225,"""11000296""",+2018-04-13T00:00:00Z/11,+1984-01-07T00:00:00Z/11,Q51850225,"""11000296""",+2018-04-13T00:00:00Z/11
Q2140637,+1926-01-21T00:00:00Z/11,Q51850225,"""11000298""",+2018-04-13T00:00:00Z/11,+2012-08-25T00:00:00Z/11,Q51850225,"""11000298""",+2018-04-13T00:00:00Z/11
Q1223704,+1905-01-02T00:00:00Z/11,Q51850225,"""11000300""",+2018-04-13T00:00:00Z/11,+1986-12-25T00:00:00Z/11,Q51850225,"""11000300""",+2018-04-13T00:00:00Z/11
Q1465916,+1908-12-26T00:00:00Z/11,Q51850225,"""11000301""",+2018-04-13T00:00:00Z/11,+1983-10-29T00:00:00Z/11,Q51850225,"""11000301""",+2018-04-13T00:00:00Z/11
Q1578944,+1944-10-18T00:00:00Z/11,Q51850225,"""11000302""",+2018-04-13T00:00:00Z/11,+2004-09-18T00:00:00Z/11,Q51850225,"""11000302""",+2018-04-13T00:00:00Z/11
Q2149146,+1901-07-23T00:00:00Z/11,Q51850225,"""11000307""",+2018-04-13T00:00:00Z/11,+1981-11-14T00:00:00Z/11,Q51850225,"""11000307""",+2018-04-13T00:00:00Z/11
Q1319111,+1900-09-01T00:00:00Z/11,Q51850225,"""11000308""",+2018-04-13T00:00:00Z/11,+1978-07-29T00:00:00Z/11,Q51850225,"""11000308""",+2018-04-13T00:00:00Z/11
Q2644777,+1906-07-22T00:00:00Z/11,Q51850225,"""11000309""",+2018-04-13T00:00:00Z/11,+1970-04-23T00:00:00Z/11,Q51850225,"""11000309""",+2018-04-13T00:00:00Z/11
Q1372487,+1925-02-23T00:00:00Z/11,Q51850225,"""11000310""",+2018-04-13T00:00:00Z/11,+1981-10-10T00:00:00Z/11,Q51850225,"""11000310""",+2018-04-13T00:00:00Z/11
Q708792,+1900-03-02T00:00:00Z/11,Q51850225,"""11000313""",+2018-04-13T00:00:00Z/11,+1982-05-07T00:00:00Z/11,Q51850225,"""11000313""",+2018-04-13T00:00:00Z/11
Q1603444,+1921-04-24T00:00:00Z/11,Q51850225,"""11000314""",+2018-04-13T00:00:00Z/11,+2017-01-16T00:00:00Z/11,Q51850225,"""11000314""",+2018-04-13T00:00:00Z/11
Q1610791,+1928-06-25T00:00:00Z/11,Q51850225,"""11000315""",+2018-04-13T00:00:00Z/11,+2003-09-13T00:00:00Z/11,Q51850225,"""11000315""",+2018-04-13T00:00:00Z/11
Q1610801,+1903-11-23T00:00:00Z/11,Q51850225,"""11000316""",+2018-04-13T00:00:00Z/11,+1970-01-27T00:00:00Z/11,Q51850225,"""11000316""",+2018-04-13T00:00:00Z/11
Q824835,+1929-07-01T00:00:00Z/11,Q51850225,"""11000317""",+2018-04-13T00:00:00Z/11,+2013-11-22T00:00:00Z/11,Q51850225,"""11000317""",+2018-04-13T00:00:00Z/11
Q1041309,+1894-04-16T00:00:00Z/11,Q51850225,"""11000319""",+2018-04-13T00:00:00Z/11,+1977-09-08T00:00:00Z/11,Q51850225,"""11000319""",+2018-04-13T00:00:00Z/11
Q2569,+1914-12-14T00:00:00Z/11,Q51850225,"""11000321""",+2018-04-13T00:00:00Z/11,+1992-05-30T00:00:00Z/11,Q51850225,"""11000321""",+2018-04-13T00:00:00Z/11
Q1697358,+1910-06-08T00:00:00Z/11,Q51850225,"""11000324""",+2018-04-13T00:00:00Z/11,+1986-09-20T00:00:00Z/11,Q51850225,"""11000324""",+2018-04-13T00:00:00Z/11
Q361159,+1893-04-23T00:00:00Z/11,Q51850225,"""11000328""",+2018-04-13T00:00:00Z/11,+1960-04-29T00:00:00Z/11,Q51850225,"""11000328""",+2018-04-13T00:00:00Z/11
Q1610841,+1885-07-24T00:00:00Z/11,Q51850225,"""11000329""",+2018-04-13T00:00:00Z/11,+1962-04-12T00:00:00Z/11,Q51850225,"""11000329""",+2018-04-13T00:00:00Z/11
Q1634936,+1921-09-15T00:00:00Z/11,Q51850225,"""11000331""",+2018-04-13T00:00:00Z/11,+1993-12-19T00:00:00Z/11,Q51850225,"""11000331""",+2018-04-13T00:00:00Z/11
Q1447478,+1944-04-14T00:00:00Z/11,Q51850225,"""11000332""",+2018-04-13T00:00:00Z/11,+1985-09-12T00:00:00Z/11,Q51850225,"""11000332""",+2018-04-13T00:00:00Z/11
Q1793455,+1911-10-19T00:00:00Z/11,Q51850225,"""11000333""",+2018-04-13T00:00:00Z/11,+1982-07-16T00:00:00Z/11,Q51850225,"""11000333""",+2018-04-13T00:00:00Z/11
Q2074395,+1932-12-10T00:00:00Z/11,Q51850225,"""11000335""",+2018-04-13T00:00:00Z/11,+2016-03-11T00:00:00Z/11,Q51850225,"""11000335""",+2018-04-13T00:00:00Z/11
Q1610849,+1894-11-04T00:00:00Z/11,Q51850225,"""11000336""",+2018-04-13T00:00:00Z/11,+1989-02-09T00:00:00Z/11,Q51850225,"""11000336""",+2018-04-13T00:00:00Z/11
Q1889288,+1943-11-01T00:00:00Z/11,Q51850225,"""11000337""",+2018-04-13T00:00:00Z/11,+2016-09-21T00:00:00Z/11,Q51850225,"""11000337""",+2018-04-13T00:00:00Z/11
Q1465950,+1906-07-19T00:00:00Z/11,Q51850225,"""11000338""",+2018-04-13T00:00:00Z/11,+1991-04-27T00:00:00Z/11,Q51850225,"""11000338""",+2018-04-13T00:00:00Z/11
Q100805,+1936-06-19T00:00:00Z/11,Q51850225,"""11000339""",+2018-04-13T00:00:00Z/11,+2017-02-22T00:00:00Z/11,Q51850225,"""11000339""",+2018-04-13T00:00:00Z/11
Q1693149,+1905-07-29T00:00:00Z/11,Q51850225,"""11000340""",+2018-04-13T00:00:00Z/11,+1987-01-14T00:00:00Z/11,Q51850225,"""11000340""",+2018-04-13T00:00:00Z/11
Q124036,+1930-02-08T00:00:00Z/11,Q51850225,"""11000342""",+2018-04-13T00:00:00Z/11,+2013-11-21T00:00:00Z/11,Q51850225,"""11000342""",+2018-04-13T00:00:00Z/11
Q1000337,+1928-06-08T00:00:00Z/11,Q51850225,"""11000343""",+2018-04-13T00:00:00Z/11,+2005-07-06T00:00:00Z/11,Q51850225,"""11000343""",+2018-04-13T00:00:00Z/11
Q72639,+1914-11-05T00:00:00Z/11,Q51850225,"""11000344""",+2018-04-13T00:00:00Z/11,+1997-04-18T00:00:00Z/11,Q51850225,"""11000344""",+2018-04-13T00:00:00Z/11
Q1078037,+1925-02-28T00:00:00Z/11,Q51850225,"""11000345""",+2018-04-13T00:00:00Z/11,+2007-07-10T00:00:00Z/11,Q51850225,"""11000345""",+2018-04-13T00:00:00Z/11
Q1465965,+1894-03-24T00:00:00Z/11,Q51850225,"""11000346""",+2018-04-13T00:00:00Z/11,+1966-04-09T00:00:00Z/11,Q51850225,"""11000346""",+2018-04-13T00:00:00Z/11
Q215094,+1908-05-19T00:00:00Z/11,Q51850225,"""11000348""",+2018-04-13T00:00:00Z/11,+1969-12-19T00:00:00Z/11,Q51850225,"""11000348""",+2018-04-13T00:00:00Z/11
Q76959,+1929-05-01T00:00:00Z/11,Q51850225,"""11000349""",+2018-04-13T00:00:00Z/11,+2009-06-17T00:00:00Z/11,Q51850225,"""11000349""",+2018-04-13T00:00:00Z/11
Q1585540,+1942-12-16T00:00:00Z/11,Q51850225,"""11000350""",+2018-04-13T00:00:00Z/11,+1983-04-11T00:00:00Z/11,Q51850225,"""11000350""",+2018-04-13T00:00:00Z/11
Q1037437,+1927-02-20T00:00:00Z/11,Q51850225,"""11000351""",+2018-04-13T00:00:00Z/11,+1993-12-08T00:00:00Z/11,Q51850225,"""11000351""",+2018-04-13T00:00:00Z/11
Q2038477,+1904-02-10T00:00:00Z/11,Q51850225,"""11000355""",+2018-04-13T00:00:00Z/11,+1975-11-05T00:00:00Z/11,Q51850225,"""11000355""",+2018-04-13T00:00:00Z/11
Q2156830,+1902-02-06T00:00:00Z/11,Q51850225,"""11000356""",+2018-04-13T00:00:00Z/11,+1965-09-28T00:00:00Z/11,Q51850225,"""11000356""",+2018-04-13T00:00:00Z/11
Q2560997,+1923-06-03T00:00:00Z/11,Q51850225,"""11000357""",+2018-04-13T00:00:00Z/11,+1999-03-18T00:00:00Z/11,Q51850225,"""11000357""",+2018-04-13T00:00:00Z/11
Q107512,+1930-05-01T00:00:00Z/11,Q51850225,"""11000358""",+2018-04-13T00:00:00Z/11,+1981-08-02T00:00:00Z/11,Q51850225,"""11000358""",+2018-04-13T00:00:00Z/11
Q1744974,+1943-10-16T00:00:00Z/11,Q51850225,"""11000359""",+2018-04-13T00:00:00Z/11,+2008-06-09T00:00:00Z/11,Q51850225,"""11000359""",+2018-04-13T00:00:00Z/11
Q2156844,+1889-01-08T00:00:00Z/11,Q51850225,"""11000360""",+2018-04-13T00:00:00Z/11,+1962-05-06T00:00:00Z/11,Q51850225,"""11000360""",+2018-04-13T00:00:00Z/11
Q1634947,+1899-07-15T00:00:00Z/11,Q51850225,"""11000362""",+2018-04-13T00:00:00Z/11,+1985-10-02T00:00:00Z/11,Q51850225,"""11000362""",+2018-04-13T00:00:00Z/11
Q1697399,+1889-09-14T00:00:00Z/11,Q51850225,"""11000363""",+2018-04-13T00:00:00Z/11,+1959-02-13T00:00:00Z/11,Q51850225,"""11000363""",+2018-04-13T00:00:00Z/11
Q215092,+1897-12-14T00:00:00Z/11,Q51850225,"""11000364""",+2018-04-13T00:00:00Z/11,+1967-07-21T00:00:00Z/11,Q51850225,"""11000364""",+2018-04-13T00:00:00Z/11
Q1597007,+1902-12-10T00:00:00Z/11,Q51850225,"""11000367""",+2018-04-13T00:00:00Z/11,+1964-03-07T00:00:00Z/11,Q51850225,"""11000367""",+2018-04-13T00:00:00Z/11
Q2142861,+1917-04-03T00:00:00Z/11,Q51850225,"""11000368""",+2018-04-13T00:00:00Z/11,+1999-02-05T00:00:00Z/11,Q51850225,"""11000368""",+2018-04-13T00:00:00Z/11
Q1730703,+1920-01-23T00:00:00Z/11,Q51850225,"""11000369""",+2018-04-13T00:00:00Z/11,+2011-03-12T00:00:00Z/11,Q51850225,"""11000369""",+2018-04-13T00:00:00Z/11
Q1579133,+1887-05-01T00:00:00Z/11,Q51850225,"""11000370""",+2018-04-13T00:00:00Z/11,+1973-09-05T00:00:00Z/11,Q51850225,"""11000370""",+2018-04-13T00:00:00Z/11
Q2532854,+1920-03-08T00:00:00Z/11,Q51850225,"""11000372""",+2018-04-13T00:00:00Z/11,+2006-09-19T00:00:00Z/11,Q51850225,"""11000372""",+2018-04-13T00:00:00Z/11
Q1730709,+1930-02-13T00:00:00Z/11,Q51850225,"""11000374""",+2018-04-13T00:00:00Z/11,+2007-03-27T00:00:00Z/11,Q51850225,"""11000374""",+2018-04-13T00:00:00Z/11
Q100304,+1913-06-04T00:00:00Z/11,Q51850225,"""11000375""",+2018-04-13T00:00:00Z/11,+2011-10-25T00:00:00Z/11,Q51850225,"""11000375""",+2018-04-13T00:00:00Z/11
Q1545064,+1911-03-05T00:00:00Z/11,Q51850225,"""11000377""",+2018-04-13T00:00:00Z/11,+1993-01-14T00:00:00Z/11,Q51850225,"""11000377""",+2018-04-13T00:00:00Z/11
Q1504046,+1892-09-29T00:00:00Z/11,Q51850225,"""11000378""",+2018-04-13T00:00:00Z/11,+1970-11-11T00:00:00Z/11,Q51850225,"""11000378""",+2018-04-13T00:00:00Z/11
Q1511479,+1926-12-16T00:00:00Z/11,Q51850225,"""11000379""",+2018-04-13T00:00:00Z/11,+2008-05-24T00:00:00Z/11,Q51850225,"""11000379""",+2018-04-13T00:00:00Z/11
Q1579148,+1907-05-16T00:00:00Z/11,Q51850225,"""11000380""",+2018-04-13T00:00:00Z/11,+1980-03-21T00:00:00Z/11,Q51850225,"""11000380""",+2018-04-13T00:00:00Z/11
Q1310196,+1910-08-14T00:00:00Z/11,Q51850225,"""11000381""",+2018-04-13T00:00:00Z/11,+1982-04-16T00:00:00Z/11,Q51850225,"""11000381""",+2018-04-13T00:00:00Z/11
Q1730719,+1895-02-04T00:00:00Z/11,Q51850225,"""11000383""",+2018-04-13T00:00:00Z/11,+1959-07-09T00:00:00Z/11,Q51850225,"""11000383""",+2018-04-13T00:00:00Z/11
Q85828,+1897-04-19T00:00:00Z/11,Q51850225,"""11000384""",+2018-04-13T00:00:00Z/11,+1982-01-11T00:00:00Z/11,Q51850225,"""11000384""",+2018-04-13T00:00:00Z/11
Q588850,+1898-01-25T00:00:00Z/11,Q51850225,"""11000385""",+2018-04-13T00:00:00Z/11,+1959-04-06T00:00:00Z/11,Q51850225,"""11000385""",+2018-04-13T00:00:00Z/11
Q1678978,+1886-12-08T00:00:00Z/11,Q51850225,"""11000386""",+2018-04-13T00:00:00Z/11,+1969-12-26T00:00:00Z/11,Q51850225,"""11000386""",+2018-04-13T00:00:00Z/11
Q1338956,+1910-01-31T00:00:00Z/11,Q51850225,"""11000387""",+2018-04-13T00:00:00Z/11,+2008-01-01T00:00:00Z/11,Q51850225,"""11000387""",+2018-04-13T00:00:00Z/11
Q1724395,+1894-02-07T00:00:00Z/11,Q51850225,"""11000390""",+2018-04-13T00:00:00Z/11,+1980-04-12T00:00:00Z/11,Q51850225,"""11000390""",+2018-04-13T00:00:00Z/11
Q1579210,+1889-03-04T00:00:00Z/11,Q51850225,"""11000392""",+2018-04-13T00:00:00Z/11,+1962-04-16T00:00:00Z/11,Q51850225,"""11000392""",+2018-04-13T00:00:00Z/11
Q104992,+1912-06-28T00:00:00Z/11,Q51850225,"""11000393""",+2018-04-13T00:00:00Z/11,+1988-02-05T00:00:00Z/11,Q51850225,"""11000393""",+2018-04-13T00:00:00Z/11
Q1902090,+1947-05-22T00:00:00Z/11,Q51850225,"""11000394""",+2018-04-13T00:00:00Z/11,+2017-04-04T00:00:00Z/11,Q51850225,"""11000394""",+2018-04-13T00:00:00Z/11
Q1095169,+1899-03-13T00:00:00Z/11,Q51850225,"""11000395""",+2018-04-13T00:00:00Z/11,+1987-06-07T00:00:00Z/11,Q51850225,"""11000395""",+2018-04-13T00:00:00Z/11
Q2589487,+1919-11-11T00:00:00Z/11,Q51850225,"""11000398""",+2018-04-13T00:00:00Z/11,+1963-01-17T00:00:00Z/11,Q51850225,"""11000398""",+2018-04-13T00:00:00Z/11
Q1684924,+1907-09-05T00:00:00Z/11,Q51850225,"""11000399""",+2018-04-13T00:00:00Z/11,+1975-11-26T00:00:00Z/11,Q51850225,"""11000399""",+2018-04-13T00:00:00Z/11
Q1457186,+1931-08-24T00:00:00Z/11,Q51850225,"""11000400""",+2018-04-13T00:00:00Z/11,+1970-02-20T00:00:00Z/11,Q51850225,"""11000400""",+2018-04-13T00:00:00Z/11
Q1744386,+1927-02-23T00:00:00Z/11,Q51850225,"""11000402""",+2018-04-13T00:00:00Z/11,+2015-12-26T00:00:00Z/11,Q51850225,"""11000402""",+2018-04-13T00:00:00Z/11
Q488902,+1918-10-10T00:00:00Z/11,Q51850225,"""11000403""",+2018-04-13T00:00:00Z/11,+2008-01-03T00:00:00Z/11,Q51850225,"""11000403""",+2018-04-13T00:00:00Z/11
Q121764,+1913-09-19T00:00:00Z/11,Q51850225,"""11000404""",+2018-04-13T00:00:00Z/11,+1987-02-10T00:00:00Z/11,Q51850225,"""11000404""",+2018-04-13T00:00:00Z/11
Q2572401,+1919-09-09T00:00:00Z/11,Q51850225,"""11000405""",+2018-04-13T00:00:00Z/11,+1979-07-23T00:00:00Z/11,Q51850225,"""11000405""",+2018-04-13T00:00:00Z/11
Q1633120,+1944-02-19T00:00:00Z/11,Q51850225,"""11000406""",+2018-04-13T00:00:00Z/11,+1992-03-08T00:00:00Z/11,Q51850225,"""11000406""",+2018-04-13T00:00:00Z/11
Q1576958,+1942-07-03T00:00:00Z/11,Q51850225,"""11000407""",+2018-04-13T00:00:00Z/11,+1998-11-23T00:00:00Z/11,Q51850225,"""11000407""",+2018-04-13T00:00:00Z/11
Q1466033,+1910-09-09T00:00:00Z/11,Q51850225,"""11000408""",+2018-04-13T00:00:00Z/11,+1995-01-25T00:00:00Z/11,Q51850225,"""11000408""",+2018-04-13T00:00:00Z/11
Q1638766,+1924-07-18T00:00:00Z/11,Q51850225,"""11000409""",+2018-04-13T00:00:00Z/11,+2014-06-17T00:00:00Z/11,Q51850225,"""11000409""",+2018-04-13T00:00:00Z/11
Q1309894,+1898-10-06T00:00:00Z/11,Q51850225,"""11000410""",+2018-04-13T00:00:00Z/11,+1976-08-08T00:00:00Z/11,Q51850225,"""11000410""",+2018-04-13T00:00:00Z/11
Q1501430,+1896-10-27T00:00:00Z/11,Q51850225,"""11000412""",+2018-04-13T00:00:00Z/11,+1975-07-04T00:00:00Z/11,Q51850225,"""11000412""",+2018-04-13T00:00:00Z/11
Q107984,+1916-03-10T00:00:00Z/11,Q51850225,"""11000414""",+2018-04-13T00:00:00Z/11,+1996-10-18T00:00:00Z/11,Q51850225,"""11000414""",+2018-04-13T00:00:00Z/11
Q1597066,+1907-03-04T00:00:00Z/11,Q51850225,"""11000416""",+2018-04-13T00:00:00Z/11,+1991-04-06T00:00:00Z/11,Q51850225,"""11000416""",+2018-04-13T00:00:00Z/11
Q2543994,+1902-04-07T00:00:00Z/11,Q51850225,"""11000417""",+2018-04-13T00:00:00Z/11,+1977-12-20T00:00:00Z/11,Q51850225,"""11000417""",+2018-04-13T00:00:00Z/11
Q65389,+1920-12-10T00:00:00Z/11,Q51850225,"""11000418""",+2018-04-13T00:00:00Z/11,+2002-06-29T00:00:00Z/11,Q51850225,"""11000418""",+2018-04-13T00:00:00Z/11
Q761140,+1894-11-13T00:00:00Z/11,Q51850225,"""11000419""",+2018-04-13T00:00:00Z/11,+1968-10-04T00:00:00Z/11,Q51850225,"""11000419""",+2018-04-13T00:00:00Z/11
Q1986806,+1921-04-21T00:00:00Z/11,Q51850225,"""11000421""",+2018-04-13T00:00:00Z/11,+2003-08-13T00:00:00Z/11,Q51850225,"""11000421""",+2018-04-13T00:00:00Z/11
Q2572433,+1920-10-07T00:00:00Z/11,Q51850225,"""11000422""",+2018-04-13T00:00:00Z/11,+1977-11-18T00:00:00Z/11,Q51850225,"""11000422""",+2018-04-13T00:00:00Z/11
Q1492850,+1929-01-02T00:00:00Z/11,Q51850225,"""11000423""",+2018-04-13T00:00:00Z/11,+1985-05-08T00:00:00Z/11,Q51850225,"""11000423""",+2018-04-13T00:00:00Z/11
Q1538325,+1925-01-07T00:00:00Z/11,Q51850225,"""11000424""",+2018-04-13T00:00:00Z/11,+2003-02-09T00:00:00Z/11,Q51850225,"""11000424""",+2018-04-13T00:00:00Z/11
Q589073,+1892-04-09T00:00:00Z/11,Q51850225,"""11000426""",+2018-04-13T00:00:00Z/11,+1967-06-03T00:00:00Z/11,Q51850225,"""11000426""",+2018-04-13T00:00:00Z/11
Q88509,+1937-11-01T00:00:00Z/11,Q51850225,"""11000429""",+2018-04-13T00:00:00Z/11,+2006-04-04T00:00:00Z/11,Q51850225,"""11000429""",+2018-04-13T00:00:00Z/11
