qid,P569,S248,s528,s813
Q75408,+1950-04-01T00:00:00Z/11,Q51850225,"""11003050""",+2018-04-13T00:00:00Z/11
Q67911,+1955-04-26T00:00:00Z/11,Q51850225,"""11003051""",+2018-04-13T00:00:00Z/11
Q111520,+1966-07-02T00:00:00Z/11,Q51850225,"""11003052""",+2018-04-13T00:00:00Z/11
Q102471,+1949-01-13T00:00:00Z/11,Q51850225,"""11003053""",+2018-04-13T00:00:00Z/11
Q99705,+1951-10-10T00:00:00Z/11,Q51850225,"""11003054""",+2018-04-13T00:00:00Z/11
Q95841,+1967-03-14T00:00:00Z/11,Q51850225,"""11003055""",+2018-04-13T00:00:00Z/11
Q1787148,+1958-01-09T00:00:00Z/11,Q51850225,"""11003056""",+2018-04-13T00:00:00Z/11
Q98727,+1952-05-22T00:00:00Z/11,Q51850225,"""11003057""",+2018-04-13T00:00:00Z/11
Q1577071,+1946-11-07T00:00:00Z/11,Q51850225,"""11003058""",+2018-04-13T00:00:00Z/11
Q495084,+1945-06-22T00:00:00Z/11,Q51850225,"""11003059""",+2018-04-13T00:00:00Z/11
Q108134,+1949-05-28T00:00:00Z/11,Q51850225,"""11003063""",+2018-04-13T00:00:00Z/11
Q78325,+1951-01-22T00:00:00Z/11,Q51850225,"""11003064""",+2018-04-13T00:00:00Z/11
Q95812,+1954-12-18T00:00:00Z/11,Q51850225,"""11003065""",+2018-04-13T00:00:00Z/11
Q85840,+1940-07-08T00:00:00Z/11,Q51850225,"""11003066""",+2018-04-13T00:00:00Z/11
Q107182,+1950-02-04T00:00:00Z/11,Q51850225,"""11003067""",+2018-04-13T00:00:00Z/11
Q63798,+1971-04-21T00:00:00Z/11,Q51850225,"""11003068""",+2018-04-13T00:00:00Z/11
Q123880,+1965-08-27T00:00:00Z/11,Q51850225,"""11003069""",+2018-04-13T00:00:00Z/11
Q1897181,+1953-04-20T00:00:00Z/11,Q51850225,"""11003070""",+2018-04-13T00:00:00Z/11
Q1423477,+1950-06-05T00:00:00Z/11,Q51850225,"""11003071""",+2018-04-13T00:00:00Z/11
Q1201235,+1943-03-23T00:00:00Z/11,Q51850225,"""11003109""",+2018-04-13T00:00:00Z/11
Q1221851,+1955-09-21T00:00:00Z/11,Q51850225,"""11003110""",+2018-04-13T00:00:00Z/11
Q87648,+1969-09-05T00:00:00Z/11,Q51850225,"""11003111""",+2018-04-13T00:00:00Z/11
Q1594099,+1950-09-01T00:00:00Z/11,Q51850225,"""11003112""",+2018-04-13T00:00:00Z/11
Q1744128,+1945-03-30T00:00:00Z/11,Q51850225,"""11003113""",+2018-04-13T00:00:00Z/11
Q1579719,+1948-03-14T00:00:00Z/11,Q51850225,"""11003114""",+2018-04-13T00:00:00Z/11
Q90931,+1952-01-07T00:00:00Z/11,Q51850225,"""11003115""",+2018-04-13T00:00:00Z/11
Q121809,+1935-03-31T00:00:00Z/11,Q51850225,"""11003116""",+2018-04-13T00:00:00Z/11
Q1663310,+1957-06-25T00:00:00Z/11,Q51850225,"""11003117""",+2018-04-13T00:00:00Z/11
Q22939,+1966-05-05T00:00:00Z/11,Q51850225,"""11003118""",+2018-04-13T00:00:00Z/11
Q2477273,+1951-01-01T00:00:00Z/11,Q51850225,"""11003119""",+2018-04-13T00:00:00Z/11
Q1579505,+1956-02-05T00:00:00Z/11,Q51850225,"""11003121""",+2018-04-13T00:00:00Z/11
Q2075007,+1942-03-10T00:00:00Z/11,Q51850225,"""11003122""",+2018-04-13T00:00:00Z/11
Q1825258,+1949-02-02T00:00:00Z/11,Q51850225,"""11003123""",+2018-04-13T00:00:00Z/11
Q66144,+1957-03-10T00:00:00Z/11,Q51850225,"""11003124""",+2018-04-13T00:00:00Z/11
Q1584479,+1945-06-02T00:00:00Z/11,Q51850225,"""11003125""",+2018-04-13T00:00:00Z/11
Q102386,+1949-07-08T00:00:00Z/11,Q51850225,"""11003126""",+2018-04-13T00:00:00Z/11
Q110931,+1952-08-09T00:00:00Z/11,Q51850225,"""11003129""",+2018-04-13T00:00:00Z/11
Q99456,+1943-09-08T00:00:00Z/11,Q51850225,"""11003130""",+2018-04-13T00:00:00Z/11
Q994868,+1941-08-20T00:00:00Z/11,Q51850225,"""11003131""",+2018-04-13T00:00:00Z/11
Q48967,+1966-05-03T00:00:00Z/11,Q51850225,"""11003132""",+2018-04-13T00:00:00Z/11
Q1577925,+1946-07-01T00:00:00Z/11,Q51850225,"""11003133""",+2018-04-13T00:00:00Z/11
Q1370119,+1950-06-27T00:00:00Z/11,Q51850225,"""11003134""",+2018-04-13T00:00:00Z/11
Q104150,+1954-10-03T00:00:00Z/11,Q51850225,"""11003136""",+2018-04-13T00:00:00Z/11
Q1243578,+1947-03-07T00:00:00Z/11,Q51850225,"""11003137""",+2018-04-13T00:00:00Z/11
Q1992786,+1968-05-30T00:00:00Z/11,Q51850225,"""11003139""",+2018-04-13T00:00:00Z/11
Q1596848,+1943-05-29T00:00:00Z/11,Q51850225,"""11003140""",+2018-04-13T00:00:00Z/11
Q1996831,+1946-05-20T00:00:00Z/11,Q51850225,"""11003141""",+2018-04-13T00:00:00Z/11
Q71534,+1972-11-03T00:00:00Z/11,Q51850225,"""11003142""",+2018-04-13T00:00:00Z/11
Q2501653,+1965-10-07T00:00:00Z/11,Q51850225,"""11003143""",+2018-04-13T00:00:00Z/11
Q1308716,+1943-12-28T00:00:00Z/11,Q51850225,"""11003144""",+2018-04-13T00:00:00Z/11
Q1443407,+1959-08-26T00:00:00Z/11,Q51850225,"""11003145""",+2018-04-13T00:00:00Z/11
Q1416234,+1945-07-12T00:00:00Z/11,Q51850225,"""11003146""",+2018-04-13T00:00:00Z/11
Q99328,+1952-07-19T00:00:00Z/11,Q51850225,"""11003147""",+2018-04-13T00:00:00Z/11
Q1555983,+1958-10-11T00:00:00Z/11,Q51850225,"""11003148""",+2018-04-13T00:00:00Z/11
Q1252496,+1947-07-26T00:00:00Z/11,Q51850225,"""11003149""",+2018-04-13T00:00:00Z/11
Q2544792,+1952-10-28T00:00:00Z/11,Q51850225,"""11003150""",+2018-04-13T00:00:00Z/11
Q1475495,+1963-06-29T00:00:00Z/11,Q51850225,"""11003151""",+2018-04-13T00:00:00Z/11
Q86790,+1948-02-04T00:00:00Z/11,Q51850225,"""11003152""",+2018-04-13T00:00:00Z/11
Q1745235,+1964-10-21T00:00:00Z/11,Q51850225,"""11003153""",+2018-04-13T00:00:00Z/11
Q1045567,+1969-07-19T00:00:00Z/11,Q51850225,"""11003154""",+2018-04-13T00:00:00Z/11
Q1078305,+1949-11-25T00:00:00Z/11,Q51850225,"""11003155""",+2018-04-13T00:00:00Z/11
Q100357,+1973-05-21T00:00:00Z/11,Q51850225,"""11003156""",+2018-04-13T00:00:00Z/11
Q96820,+1963-09-15T00:00:00Z/11,Q51850225,"""11003157""",+2018-04-13T00:00:00Z/11
Q2476139,+1957-10-25T00:00:00Z/11,Q51850225,"""11003158""",+2018-04-13T00:00:00Z/11
Q1381763,+1962-12-02T00:00:00Z/11,Q51850225,"""11003159""",+2018-04-13T00:00:00Z/11
Q1553109,+1950-10-18T00:00:00Z/11,Q51850225,"""11003160""",+2018-04-13T00:00:00Z/11
Q1729479,+1959-06-23T00:00:00Z/11,Q51850225,"""11003161""",+2018-04-13T00:00:00Z/11
Q529526,+1967-10-10T00:00:00Z/11,Q51850225,"""11003162""",+2018-04-13T00:00:00Z/11
Q99028,+1964-07-10T00:00:00Z/11,Q51850225,"""11003163""",+2018-04-13T00:00:00Z/11
Q534414,+1951-08-13T00:00:00Z/11,Q51850225,"""11003164""",+2018-04-13T00:00:00Z/11
Q1359138,+1944-04-07T00:00:00Z/11,Q51850225,"""11003165""",+2018-04-13T00:00:00Z/11
Q1394946,+1947-12-04T00:00:00Z/11,Q51850225,"""11003166""",+2018-04-13T00:00:00Z/11
Q1083648,+1965-06-19T00:00:00Z/11,Q51850225,"""11003167""",+2018-04-13T00:00:00Z/11
Q1080751,+1964-02-27T00:00:00Z/11,Q51850225,"""11003168""",+2018-04-13T00:00:00Z/11
Q1083666,+1952-12-25T00:00:00Z/11,Q51850225,"""11003169""",+2018-04-13T00:00:00Z/11
Q1506708,+1948-04-18T00:00:00Z/11,Q51850225,"""11003170""",+2018-04-13T00:00:00Z/11
Q1281832,+1943-10-23T00:00:00Z/11,Q51850225,"""11003171""",+2018-04-13T00:00:00Z/11
Q2501750,+1940-06-19T00:00:00Z/11,Q51850225,"""11003172""",+2018-04-13T00:00:00Z/11
Q1594334,+1956-04-02T00:00:00Z/11,Q51850225,"""11003173""",+2018-04-13T00:00:00Z/11
Q1601796,+1950-03-05T00:00:00Z/11,Q51850225,"""11003174""",+2018-04-13T00:00:00Z/11
Q1559859,+1942-06-29T00:00:00Z/11,Q51850225,"""11003175""",+2018-04-13T00:00:00Z/11
Q2140841,+1959-02-15T00:00:00Z/11,Q51850225,"""11003176""",+2018-04-13T00:00:00Z/11
Q1227957,+1960-07-11T00:00:00Z/11,Q51850225,"""11003177""",+2018-04-13T00:00:00Z/11
Q1531954,+1969-10-03T00:00:00Z/11,Q51850225,"""11003189""",+2018-04-13T00:00:00Z/11
Q1870918,+1945-07-27T00:00:00Z/11,Q51850225,"""11003190""",+2018-04-13T00:00:00Z/11
Q532924,+1971-09-03T00:00:00Z/11,Q51850225,"""11003191""",+2018-04-13T00:00:00Z/11
Q1667198,+1951-12-13T00:00:00Z/11,Q51850225,"""11003192""",+2018-04-13T00:00:00Z/11
Q1085541,+1969-05-31T00:00:00Z/11,Q51850225,"""11003193""",+2018-04-13T00:00:00Z/11
Q826927,+1950-03-05T00:00:00Z/11,Q51850225,"""11003194""",+2018-04-13T00:00:00Z/11
Q1745492,+1971-02-21T00:00:00Z/11,Q51850225,"""11003195""",+2018-04-13T00:00:00Z/11
Q62810,+1970-06-20T00:00:00Z/11,Q51850225,"""11003196""",+2018-04-13T00:00:00Z/11
Q1739640,+1958-12-07T00:00:00Z/11,Q51850225,"""11003197""",+2018-04-13T00:00:00Z/11
Q63415,+1963-03-29T00:00:00Z/11,Q51850225,"""11003198""",+2018-04-13T00:00:00Z/11
Q1223498,+1964-05-25T00:00:00Z/11,Q51850225,"""11003199""",+2018-04-13T00:00:00Z/11
Q1560862,+1959-01-21T00:00:00Z/11,Q51850225,"""11003200""",+2018-04-13T00:00:00Z/11
Q1448421,+1946-08-25T00:00:00Z/11,Q51850225,"""11003201""",+2018-04-13T00:00:00Z/11
Q1624588,+1951-01-10T00:00:00Z/11,Q51850225,"""11003203""",+2018-04-13T00:00:00Z/11
Q77195,+1963-08-09T00:00:00Z/11,Q51850225,"""11003206""",+2018-04-13T00:00:00Z/11
Q1698153,+1946-04-08T00:00:00Z/11,Q51850225,"""11003207""",+2018-04-13T00:00:00Z/11
Q70083,+1959-02-04T00:00:00Z/11,Q51850225,"""11003208""",+2018-04-13T00:00:00Z/11
Q108126,+1973-07-16T00:00:00Z/11,Q51850225,"""11003209""",+2018-04-13T00:00:00Z/11
Q2144834,+1964-07-09T00:00:00Z/11,Q51850225,"""11003210""",+2018-04-13T00:00:00Z/11
Q1357855,+1951-02-04T00:00:00Z/11,Q51850225,"""11003211""",+2018-04-13T00:00:00Z/11
Q75791,+1955-05-15T00:00:00Z/11,Q51850225,"""11003212""",+2018-04-13T00:00:00Z/11
Q1929074,+1970-08-24T00:00:00Z/11,Q51850225,"""11003213""",+2018-04-13T00:00:00Z/11
Q865322,+1968-07-15T00:00:00Z/11,Q51850225,"""11003214""",+2018-04-13T00:00:00Z/11
Q550861,+1951-07-09T00:00:00Z/11,Q51850225,"""11003216""",+2018-04-13T00:00:00Z/11
Q1727613,+1954-03-25T00:00:00Z/11,Q51850225,"""11003217""",+2018-04-13T00:00:00Z/11
Q1045665,+1976-01-23T00:00:00Z/11,Q51850225,"""11003218""",+2018-04-13T00:00:00Z/11
Q1734477,+1963-05-18T00:00:00Z/11,Q51850225,"""11003229""",+2018-04-13T00:00:00Z/11
Q1468397,+1947-06-24T00:00:00Z/11,Q51850225,"""11003230""",+2018-04-13T00:00:00Z/11
Q61053,+1958-06-14T00:00:00Z/11,Q51850225,"""11003231""",+2018-04-13T00:00:00Z/11
Q64998,+1931-02-23T00:00:00Z/11,Q51850225,"""11003233""",+2018-04-13T00:00:00Z/11
Q2562627,+1949-07-12T00:00:00Z/11,Q51850225,"""11003236""",+2018-04-13T00:00:00Z/11
Q1081916,+1972-12-04T00:00:00Z/11,Q51850225,"""11003237""",+2018-04-13T00:00:00Z/11
Q974073,+1943-04-29T00:00:00Z/11,Q51850225,"""11003238""",+2018-04-13T00:00:00Z/11
Q1230304,+1949-08-01T00:00:00Z/11,Q51850225,"""11003239""",+2018-04-13T00:00:00Z/11
Q2163828,+1957-06-07T00:00:00Z/11,Q51850225,"""11003240""",+2018-04-13T00:00:00Z/11
Q1246284,+1955-08-27T00:00:00Z/11,Q51850225,"""11003241""",+2018-04-13T00:00:00Z/11
Q1491387,+1945-11-29T00:00:00Z/11,Q51850225,"""11003242""",+2018-04-13T00:00:00Z/11
Q112109,+1960-03-17T00:00:00Z/11,Q51850225,"""11003243""",+2018-04-13T00:00:00Z/11
Q1690506,+1948-03-29T00:00:00Z/11,Q51850225,"""11003244""",+2018-04-13T00:00:00Z/11
Q1283432,+1949-12-05T00:00:00Z/11,Q51850225,"""11003245""",+2018-04-13T00:00:00Z/11
Q11762,+1954-07-25T00:00:00Z/11,Q51850225,"""11003246""",+2018-04-13T00:00:00Z/11
Q90827,+1944-08-05T00:00:00Z/11,Q51850225,"""11003247""",+2018-04-13T00:00:00Z/11
Q696432,+1955-08-09T00:00:00Z/11,Q51850225,"""11003248""",+2018-04-13T00:00:00Z/11
Q2203773,+1949-05-03T00:00:00Z/11,Q51850225,"""11003249""",+2018-04-13T00:00:00Z/11
Q2288169,+1968-03-10T00:00:00Z/11,Q51850225,"""11003250""",+2018-04-13T00:00:00Z/11
Q111443,+1946-09-02T00:00:00Z/11,Q51850225,"""11003251""",+2018-04-13T00:00:00Z/11
Q2374287,+1954-05-05T00:00:00Z/11,Q51850225,"""11003252""",+2018-04-13T00:00:00Z/11
Q493348,+1958-07-31T00:00:00Z/11,Q51850225,"""11003253""",+2018-04-13T00:00:00Z/11
Q1533490,+1945-10-01T00:00:00Z/11,Q51850225,"""11003254""",+2018-04-13T00:00:00Z/11
Q2078951,+1956-03-12T00:00:00Z/11,Q51850225,"""11003255""",+2018-04-13T00:00:00Z/11
Q1510033,+1945-07-12T00:00:00Z/11,Q51850225,"""11003256""",+2018-04-13T00:00:00Z/11
Q67039,+1939-06-25T00:00:00Z/11,Q51850225,"""11003257""",+2018-04-13T00:00:00Z/11
Q97249,+1954-03-08T00:00:00Z/11,Q51850225,"""11003258""",+2018-04-13T00:00:00Z/11
Q566722,+1966-06-13T00:00:00Z/11,Q51850225,"""11003259""",+2018-04-13T00:00:00Z/11
Q1717829,+1948-10-15T00:00:00Z/11,Q51850225,"""11003260""",+2018-04-13T00:00:00Z/11
Q1601155,+1945-04-03T00:00:00Z/11,Q51850225,"""11003261""",+2018-04-13T00:00:00Z/11
Q1264795,+1952-05-28T00:00:00Z/11,Q51850225,"""11003262""",+2018-04-13T00:00:00Z/11
Q1745865,+1953-05-01T00:00:00Z/11,Q51850225,"""11003263""",+2018-04-13T00:00:00Z/11
Q101504,+1961-02-28T00:00:00Z/11,Q51850225,"""11003264""",+2018-04-13T00:00:00Z/11
Q916768,+1946-05-22T00:00:00Z/11,Q51850225,"""11003265""",+2018-04-13T00:00:00Z/11
Q1341981,+1953-02-10T00:00:00Z/11,Q51850225,"""11003266""",+2018-04-13T00:00:00Z/11
Q807695,+1944-08-04T00:00:00Z/11,Q51850225,"""11003267""",+2018-04-13T00:00:00Z/11
Q2562925,+1946-04-04T00:00:00Z/11,Q51850225,"""11003268""",+2018-04-13T00:00:00Z/11
Q657110,+1959-05-25T00:00:00Z/11,Q51850225,"""11003269""",+2018-04-13T00:00:00Z/11
Q2547650,+1956-03-15T00:00:00Z/11,Q51850225,"""11003270""",+2018-04-13T00:00:00Z/11
Q1553142,+1945-02-27T00:00:00Z/11,Q51850225,"""11003413""",+2018-04-13T00:00:00Z/11
Q109521,+1961-03-20T00:00:00Z/11,Q51850225,"""11003422""",+2018-04-13T00:00:00Z/11
Q2141558,+1950-05-10T00:00:00Z/11,Q51850225,"""11003431""",+2018-04-13T00:00:00Z/11
Q1044255,+1967-08-25T00:00:00Z/11,Q51850225,"""11003434""",+2018-04-13T00:00:00Z/11
Q105137,+1975-07-16T00:00:00Z/11,Q51850225,"""11003439""",+2018-04-13T00:00:00Z/11
Q1739660,+1966-12-06T00:00:00Z/11,Q51850225,"""11003440""",+2018-04-13T00:00:00Z/11
Q2091772,+1971-03-17T00:00:00Z/11,Q51850225,"""11003449""",+2018-04-13T00:00:00Z/11
Q2476158,+1968-03-29T00:00:00Z/11,Q51850225,"""11003450""",+2018-04-13T00:00:00Z/11
Q1444122,+1966-03-10T00:00:00Z/11,Q51850225,"""11003473""",+2018-04-13T00:00:00Z/11
Q99637,+1947-12-25T00:00:00Z/11,Q51850225,"""11003480""",+2018-04-13T00:00:00Z/11
Q124055,+1951-04-20T00:00:00Z/11,Q51850225,"""11003482""",+2018-04-13T00:00:00Z/11
Q1019023,+1955-02-20T00:00:00Z/11,Q51850225,"""11003489""",+2018-04-13T00:00:00Z/11
Q1553153,+1956-08-01T00:00:00Z/11,Q51850225,"""11003490""",+2018-04-13T00:00:00Z/11
Q77682,+1953-09-17T00:00:00Z/11,Q51850225,"""11003492""",+2018-04-13T00:00:00Z/11
Q95185,+1968-10-21T00:00:00Z/11,Q51850225,"""11003493""",+2018-04-13T00:00:00Z/11
Q96735,+1975-02-13T00:00:00Z/11,Q51850225,"""11003494""",+2018-04-13T00:00:00Z/11
Q62812,+1976-11-04T00:00:00Z/11,Q51850225,"""11003495""",+2018-04-13T00:00:00Z/11
Q91081,+1974-09-04T00:00:00Z/11,Q51850225,"""11003496""",+2018-04-13T00:00:00Z/11
Q110435,+1945-08-31T00:00:00Z/11,Q51850225,"""11003497""",+2018-04-13T00:00:00Z/11
Q105117,+1949-03-26T00:00:00Z/11,Q51850225,"""11003498""",+2018-04-13T00:00:00Z/11
Q807527,+1954-12-22T00:00:00Z/11,Q51850225,"""11003499""",+2018-04-13T00:00:00Z/11
Q98979,+1951-09-20T00:00:00Z/11,Q51850225,"""11003500""",+2018-04-13T00:00:00Z/11
Q110576,+1960-11-20T00:00:00Z/11,Q51850225,"""11003501""",+2018-04-13T00:00:00Z/11
Q110736,+1956-12-28T00:00:00Z/11,Q51850225,"""11003502""",+2018-04-13T00:00:00Z/11
Q76289,+1947-03-01T00:00:00Z/11,Q51850225,"""11003503""",+2018-04-13T00:00:00Z/11
Q96623,+1953-07-24T00:00:00Z/11,Q51850225,"""11003504""",+2018-04-13T00:00:00Z/11
Q70089,+1948-11-24T00:00:00Z/11,Q51850225,"""11003505""",+2018-04-13T00:00:00Z/11
Q2163244,+1954-05-18T00:00:00Z/11,Q51850225,"""11003506""",+2018-04-13T00:00:00Z/11
Q98019,+1962-04-24T00:00:00Z/11,Q51850225,"""11003507""",+2018-04-13T00:00:00Z/11
Q98804,+1975-01-12T00:00:00Z/11,Q51850225,"""11003509""",+2018-04-13T00:00:00Z/11
Q1602354,+1972-10-18T00:00:00Z/11,Q51850225,"""11003510""",+2018-04-13T00:00:00Z/11
Q101967,+1951-07-13T00:00:00Z/11,Q51850225,"""11003511""",+2018-04-13T00:00:00Z/11
Q108771,+1971-06-14T00:00:00Z/11,Q51850225,"""11003512""",+2018-04-13T00:00:00Z/11
Q1432623,+1955-03-26T00:00:00Z/11,Q51850225,"""11003513""",+2018-04-13T00:00:00Z/11
Q103165,+1964-05-10T00:00:00Z/11,Q51850225,"""11003514""",+2018-04-13T00:00:00Z/11
Q1532988,+1942-06-12T00:00:00Z/11,Q51850225,"""11003515""",+2018-04-13T00:00:00Z/11
Q85783,+1970-06-07T00:00:00Z/11,Q51850225,"""11003516""",+2018-04-13T00:00:00Z/11
Q1287955,+1962-06-30T00:00:00Z/11,Q51850225,"""11003517""",+2018-04-13T00:00:00Z/11
Q1486123,+1953-09-23T00:00:00Z/11,Q51850225,"""11003518""",+2018-04-13T00:00:00Z/11
Q1319062,+1962-09-05T00:00:00Z/11,Q51850225,"""11003519""",+2018-04-13T00:00:00Z/11
Q1079371,+1954-03-09T00:00:00Z/11,Q51850225,"""11003520""",+2018-04-13T00:00:00Z/11
Q1469989,+1952-01-24T00:00:00Z/11,Q51850225,"""11003521""",+2018-04-13T00:00:00Z/11
Q62180,+1941-12-24T00:00:00Z/11,Q51850225,"""11003522""",+2018-04-13T00:00:00Z/11
Q96198,+1949-09-10T00:00:00Z/11,Q51850225,"""11003523""",+2018-04-13T00:00:00Z/11
Q90696,+1968-02-08T00:00:00Z/11,Q51850225,"""11003524""",+2018-04-13T00:00:00Z/11
Q1285697,+1963-07-12T00:00:00Z/11,Q51850225,"""11003525""",+2018-04-13T00:00:00Z/11
Q126246,+1948-11-14T00:00:00Z/11,Q51850225,"""11003526""",+2018-04-13T00:00:00Z/11
Q1895870,+1963-06-02T00:00:00Z/11,Q51850225,"""11003527""",+2018-04-13T00:00:00Z/11
Q1744803,+1952-01-08T00:00:00Z/11,Q51850225,"""11003528""",+2018-04-13T00:00:00Z/11
Q1490261,+1956-10-12T00:00:00Z/11,Q51850225,"""11003529""",+2018-04-13T00:00:00Z/11
Q124019,+1965-11-21T00:00:00Z/11,Q51850225,"""11003530""",+2018-04-13T00:00:00Z/11
Q107816,+1949-02-06T00:00:00Z/11,Q51850225,"""11003531""",+2018-04-13T00:00:00Z/11
Q90842,+1949-06-22T00:00:00Z/11,Q51850225,"""11003532""",+2018-04-13T00:00:00Z/11
Q88885,+1958-04-02T00:00:00Z/11,Q51850225,"""11003533""",+2018-04-13T00:00:00Z/11
Q84348,+1951-07-21T00:00:00Z/11,Q51850225,"""11003534""",+2018-04-13T00:00:00Z/11
Q2129220,+1961-07-19T00:00:00Z/11,Q51850225,"""11003535""",+2018-04-13T00:00:00Z/11
Q101701,+1969-07-23T00:00:00Z/11,Q51850225,"""11003536""",+2018-04-13T00:00:00Z/11
Q1556850,+1950-08-16T00:00:00Z/11,Q51850225,"""11003537""",+2018-04-13T00:00:00Z/11
Q2502984,+1955-03-02T00:00:00Z/11,Q51850225,"""11003538""",+2018-04-13T00:00:00Z/11
Q2140709,+1961-09-19T00:00:00Z/11,Q51850225,"""11003539""",+2018-04-13T00:00:00Z/11
Q1490318,+1955-09-19T00:00:00Z/11,Q51850225,"""11003540""",+2018-04-13T00:00:00Z/11
Q1770968,+1960-10-12T00:00:00Z/11,Q51850225,"""11003541""",+2018-04-13T00:00:00Z/11
Q1901534,+1959-10-15T00:00:00Z/11,Q51850225,"""11003542""",+2018-04-13T00:00:00Z/11
Q76924,+1971-12-05T00:00:00Z/11,Q51850225,"""11003543""",+2018-04-13T00:00:00Z/11
Q1494418,+1970-10-14T00:00:00Z/11,Q51850225,"""11003544""",+2018-04-13T00:00:00Z/11
Q832631,+1955-12-26T00:00:00Z/11,Q51850225,"""11003545""",+2018-04-13T00:00:00Z/11
Q1558974,+1971-09-25T00:00:00Z/11,Q51850225,"""11003546""",+2018-04-13T00:00:00Z/11
Q74408,+1963-06-08T00:00:00Z/11,Q51850225,"""11003547""",+2018-04-13T00:00:00Z/11
Q16213981,+1972-05-21T00:00:00Z/11,Q51850225,"""11003548""",+2018-04-13T00:00:00Z/11
Q1641086,+1963-05-11T00:00:00Z/11,Q51850225,"""11003549""",+2018-04-13T00:00:00Z/11
Q2472977,+1951-06-15T00:00:00Z/11,Q51850225,"""11003550""",+2018-04-13T00:00:00Z/11
Q1240168,+1965-01-14T00:00:00Z/11,Q51850225,"""11003551""",+2018-04-13T00:00:00Z/11
Q2080208,+1959-03-27T00:00:00Z/11,Q51850225,"""11003553""",+2018-04-13T00:00:00Z/11
Q1544263,+1959-01-29T00:00:00Z/11,Q51850225,"""11003554""",+2018-04-13T00:00:00Z/11
Q63890,+1954-01-22T00:00:00Z/11,Q51850225,"""11003555""",+2018-04-13T00:00:00Z/11
Q1490366,+1953-02-28T00:00:00Z/11,Q51850225,"""11003556""",+2018-04-13T00:00:00Z/11
Q2157563,+1954-06-05T00:00:00Z/11,Q51850225,"""11003557""",+2018-04-13T00:00:00Z/11
Q102655,+1958-01-20T00:00:00Z/11,Q51850225,"""11003558""",+2018-04-13T00:00:00Z/11
Q1744166,+1967-05-16T00:00:00Z/11,Q51850225,"""11003559""",+2018-04-13T00:00:00Z/11
Q88213,+1959-04-24T00:00:00Z/11,Q51850225,"""11003560""",+2018-04-13T00:00:00Z/11
Q1744846,+1954-02-16T00:00:00Z/11,Q51850225,"""11003561""",+2018-04-13T00:00:00Z/11
Q825401,+1957-11-01T00:00:00Z/11,Q51850225,"""11003562""",+2018-04-13T00:00:00Z/11
Q2283475,+1950-11-20T00:00:00Z/11,Q51850225,"""11003563""",+2018-04-13T00:00:00Z/11
Q1513747,+1952-12-27T00:00:00Z/11,Q51850225,"""11003564""",+2018-04-13T00:00:00Z/11
Q1717353,+1948-07-02T00:00:00Z/11,Q51850225,"""11003565""",+2018-04-13T00:00:00Z/11
Q88158,+1972-12-16T00:00:00Z/11,Q51850225,"""11003566""",+2018-04-13T00:00:00Z/11
Q750622,+1968-02-04T00:00:00Z/11,Q51850225,"""11003567""",+2018-04-13T00:00:00Z/11
Q1600521,+1942-05-12T00:00:00Z/11,Q51850225,"""11003568""",+2018-04-13T00:00:00Z/11
Q60848,+1977-08-03T00:00:00Z/11,Q51850225,"""11003569""",+2018-04-13T00:00:00Z/11
Q1556194,+1949-12-09T00:00:00Z/11,Q51850225,"""11003570""",+2018-04-13T00:00:00Z/11
Q1359052,+1950-06-28T00:00:00Z/11,Q51850225,"""11003571""",+2018-04-13T00:00:00Z/11
Q1928299,+1975-05-07T00:00:00Z/11,Q51850225,"""11003572""",+2018-04-13T00:00:00Z/11
Q98115,+1964-05-04T00:00:00Z/11,Q51850225,"""11003573""",+2018-04-13T00:00:00Z/11
Q1560703,+1969-08-07T00:00:00Z/11,Q51850225,"""11003574""",+2018-04-13T00:00:00Z/11
Q110785,+1952-04-07T00:00:00Z/11,Q51850225,"""11003575""",+2018-04-13T00:00:00Z/11
Q65128,+1955-12-15T00:00:00Z/11,Q51850225,"""11003576""",+2018-04-13T00:00:00Z/11
Q78408,+1955-06-29T00:00:00Z/11,Q51850225,"""11003577""",+2018-04-13T00:00:00Z/11
Q1901650,+1966-04-14T00:00:00Z/11,Q51850225,"""11003578""",+2018-04-13T00:00:00Z/11
Q1430979,+1951-09-01T00:00:00Z/11,Q51850225,"""11003579""",+2018-04-13T00:00:00Z/11
Q2281000,+1954-12-12T00:00:00Z/11,Q51850225,"""11003580""",+2018-04-13T00:00:00Z/11
Q1563765,+1961-10-14T00:00:00Z/11,Q51850225,"""11003581""",+2018-04-13T00:00:00Z/11
Q2057218,+1963-12-21T00:00:00Z/11,Q51850225,"""11003582""",+2018-04-13T00:00:00Z/11
Q99681,+1960-07-02T00:00:00Z/11,Q51850225,"""11003583""",+2018-04-13T00:00:00Z/11
Q65114,+1961-08-07T00:00:00Z/11,Q51850225,"""11003584""",+2018-04-13T00:00:00Z/11
Q85933,+1983-06-14T00:00:00Z/11,Q51850225,"""11003585""",+2018-04-13T00:00:00Z/11
Q85851,+1978-04-19T00:00:00Z/11,Q51850225,"""11003586""",+2018-04-13T00:00:00Z/11
Q1035897,+1963-09-25T00:00:00Z/11,Q51850225,"""11003587""",+2018-04-13T00:00:00Z/11
Q1411688,+1954-10-06T00:00:00Z/11,Q51850225,"""11003588""",+2018-04-13T00:00:00Z/11
