qid,P569,S248,s528,s813
Q1889410,+1955-07-03T00:00:00Z/11,Q51850225,"""11002667""",+2018-04-13T00:00:00Z/11
Q101662,+1947-12-31T00:00:00Z/11,Q51850225,"""11002668""",+2018-04-13T00:00:00Z/11
Q1378241,+1944-10-08T00:00:00Z/11,Q51850225,"""11002670""",+2018-04-13T00:00:00Z/11
Q2163447,+1948-06-01T00:00:00Z/11,Q51850225,"""11002671""",+2018-04-13T00:00:00Z/11
Q97332,+1952-04-29T00:00:00Z/11,Q51850225,"""11002672""",+2018-04-13T00:00:00Z/11
Q584723,+1964-07-03T00:00:00Z/11,Q51850225,"""11002673""",+2018-04-13T00:00:00Z/11
Q1944658,+1954-02-27T00:00:00Z/11,Q51850225,"""11002674""",+2018-04-13T00:00:00Z/11
Q2504293,+1964-07-12T00:00:00Z/11,Q51850225,"""11002677""",+2018-04-13T00:00:00Z/11
Q104401,+1941-02-13T00:00:00Z/11,Q51850225,"""11002678""",+2018-04-13T00:00:00Z/11
Q1510571,+1943-02-23T00:00:00Z/11,Q51850225,"""11002679""",+2018-04-13T00:00:00Z/11
Q104434,+1955-05-14T00:00:00Z/11,Q51850225,"""11002680""",+2018-04-13T00:00:00Z/11
Q1686648,+1947-03-22T00:00:00Z/11,Q51850225,"""11002681""",+2018-04-13T00:00:00Z/11
Q1425177,+1949-04-21T00:00:00Z/11,Q51850225,"""11002682""",+2018-04-13T00:00:00Z/11
Q1303750,+1946-05-27T00:00:00Z/11,Q51850225,"""11002684""",+2018-04-13T00:00:00Z/11
Q1930112,+1958-10-15T00:00:00Z/11,Q51850225,"""11002685""",+2018-04-13T00:00:00Z/11
Q1703328,+1949-01-16T00:00:00Z/11,Q51850225,"""11002686""",+2018-04-13T00:00:00Z/11
Q807476,+1952-08-15T00:00:00Z/11,Q51850225,"""11002687""",+2018-04-13T00:00:00Z/11
Q992656,+1948-07-27T00:00:00Z/11,Q51850225,"""11002688""",+2018-04-13T00:00:00Z/11
Q1316062,+1932-01-26T00:00:00Z/11,Q51850225,"""11002689""",+2018-04-13T00:00:00Z/11
Q111138,+1951-04-27T00:00:00Z/11,Q51850225,"""11002690""",+2018-04-13T00:00:00Z/11
Q1682850,+1945-02-12T00:00:00Z/11,Q51850225,"""11002691""",+2018-04-13T00:00:00Z/11
Q1603712,+1963-07-06T00:00:00Z/11,Q51850225,"""11002692""",+2018-04-13T00:00:00Z/11
Q1511860,+1951-10-10T00:00:00Z/11,Q51850225,"""11002693""",+2018-04-13T00:00:00Z/11
Q492250,+1939-05-26T00:00:00Z/11,Q51850225,"""11002694""",+2018-04-13T00:00:00Z/11
Q2209777,+1945-08-04T00:00:00Z/11,Q51850225,"""11002695""",+2018-04-13T00:00:00Z/11
Q159913,+1936-12-17T00:00:00Z/11,Q51850225,"""11002696""",+2018-04-13T00:00:00Z/11
Q1418627,+1949-05-24T00:00:00Z/11,Q51850225,"""11002697""",+2018-04-13T00:00:00Z/11
Q88350,+1965-11-18T00:00:00Z/11,Q51850225,"""11002698""",+2018-04-13T00:00:00Z/11
Q823718,+1940-07-11T00:00:00Z/11,Q51850225,"""11002699""",+2018-04-13T00:00:00Z/11
Q99120,+1943-03-05T00:00:00Z/11,Q51850225,"""11002700""",+2018-04-13T00:00:00Z/11
Q1944678,+1954-09-24T00:00:00Z/11,Q51850225,"""11002701""",+2018-04-13T00:00:00Z/11
Q1996946,+1943-01-25T00:00:00Z/11,Q51850225,"""11002703""",+2018-04-13T00:00:00Z/11
Q534427,+1947-03-17T00:00:00Z/11,Q51850225,"""11002704""",+2018-04-13T00:00:00Z/11
Q498994,+1961-02-11T00:00:00Z/11,Q51850225,"""11002705""",+2018-04-13T00:00:00Z/11
Q108221,+1958-10-29T00:00:00Z/11,Q51850225,"""11002706""",+2018-04-13T00:00:00Z/11
Q2531108,+1945-03-15T00:00:00Z/11,Q51850225,"""11002707""",+2018-04-13T00:00:00Z/11
Q1566827,+1959-06-20T00:00:00Z/11,Q51850225,"""11002708""",+2018-04-13T00:00:00Z/11
Q1611886,+1949-11-21T00:00:00Z/11,Q51850225,"""11002709""",+2018-04-13T00:00:00Z/11
Q119366,+1955-05-19T00:00:00Z/11,Q51850225,"""11002710""",+2018-04-13T00:00:00Z/11
Q1782171,+1940-05-15T00:00:00Z/11,Q51850225,"""11002711""",+2018-04-13T00:00:00Z/11
Q1701199,+1947-09-01T00:00:00Z/11,Q51850225,"""11002713""",+2018-04-13T00:00:00Z/11
Q110719,+1943-09-16T00:00:00Z/11,Q51850225,"""11002715""",+2018-04-13T00:00:00Z/11
Q118715,+1951-02-12T00:00:00Z/11,Q51850225,"""11002716""",+2018-04-13T00:00:00Z/11
Q1600545,+1950-05-27T00:00:00Z/11,Q51850225,"""11002717""",+2018-04-13T00:00:00Z/11
Q78205,+1961-02-18T00:00:00Z/11,Q51850225,"""11002718""",+2018-04-13T00:00:00Z/11
Q2547622,+1947-08-12T00:00:00Z/11,Q51850225,"""11002719""",+2018-04-13T00:00:00Z/11
Q1502854,+1968-01-19T00:00:00Z/11,Q51850225,"""11002720""",+2018-04-13T00:00:00Z/11
Q107737,+1952-05-04T00:00:00Z/11,Q51850225,"""11002721""",+2018-04-13T00:00:00Z/11
Q1364626,+1938-10-30T00:00:00Z/11,Q51850225,"""11002722""",+2018-04-13T00:00:00Z/11
Q1331530,+1949-05-17T00:00:00Z/11,Q51850225,"""11002723""",+2018-04-13T00:00:00Z/11
Q2076642,+1941-12-01T00:00:00Z/11,Q51850225,"""11002724""",+2018-04-13T00:00:00Z/11
Q2285359,+1942-11-08T00:00:00Z/11,Q51850225,"""11002725""",+2018-04-13T00:00:00Z/11
Q1354420,+1943-09-09T00:00:00Z/11,Q51850225,"""11002726""",+2018-04-13T00:00:00Z/11
Q1506993,+1946-09-24T00:00:00Z/11,Q51850225,"""11002727""",+2018-04-13T00:00:00Z/11
Q88304,+1938-02-22T00:00:00Z/11,Q51850225,"""11002728""",+2018-04-13T00:00:00Z/11
Q2584247,+1948-02-11T00:00:00Z/11,Q51850225,"""11002731""",+2018-04-13T00:00:00Z/11
Q1608792,+1936-10-15T00:00:00Z/11,Q51850225,"""11002732""",+2018-04-13T00:00:00Z/11
Q103523,+1961-06-09T00:00:00Z/11,Q51850225,"""11002733""",+2018-04-13T00:00:00Z/11
Q534470,+1952-10-11T00:00:00Z/11,Q51850225,"""11002734""",+2018-04-13T00:00:00Z/11
Q566257,+1955-11-11T00:00:00Z/11,Q51850225,"""11002735""",+2018-04-13T00:00:00Z/11
Q1730221,+1954-12-19T00:00:00Z/11,Q51850225,"""11002736""",+2018-04-13T00:00:00Z/11
Q1740224,+1953-03-08T00:00:00Z/11,Q51850225,"""11002737""",+2018-04-13T00:00:00Z/11
Q1581364,+1949-05-03T00:00:00Z/11,Q51850225,"""11002738""",+2018-04-13T00:00:00Z/11
Q2501762,+1953-11-12T00:00:00Z/11,Q51850225,"""11002739""",+2018-04-13T00:00:00Z/11
Q1889734,+1943-02-27T00:00:00Z/11,Q51850225,"""11002740""",+2018-04-13T00:00:00Z/11
Q107046,+1963-11-13T00:00:00Z/11,Q51850225,"""11002741""",+2018-04-13T00:00:00Z/11
Q85516,+1955-08-25T00:00:00Z/11,Q51850225,"""11002742""",+2018-04-13T00:00:00Z/11
Q118720,+1946-04-15T00:00:00Z/11,Q51850225,"""11002743""",+2018-04-13T00:00:00Z/11
Q2166833,+1949-04-06T00:00:00Z/11,Q51850225,"""11002744""",+2018-04-13T00:00:00Z/11
Q1793914,+1945-06-10T00:00:00Z/11,Q51850225,"""11002745""",+2018-04-13T00:00:00Z/11
Q12839,+1965-12-21T00:00:00Z/11,Q51850225,"""11002746""",+2018-04-13T00:00:00Z/11
Q106499,+1945-01-08T00:00:00Z/11,Q51850225,"""11002747""",+2018-04-13T00:00:00Z/11
Q2639917,+1939-12-30T00:00:00Z/11,Q51850225,"""11002748""",+2018-04-13T00:00:00Z/11
Q1295122,+1943-03-04T00:00:00Z/11,Q51850225,"""11002749""",+2018-04-13T00:00:00Z/11
Q813286,+1945-07-07T00:00:00Z/11,Q51850225,"""11002750""",+2018-04-13T00:00:00Z/11
Q74218,+1946-05-26T00:00:00Z/11,Q51850225,"""11002751""",+2018-04-13T00:00:00Z/11
Q1902078,+1943-08-04T00:00:00Z/11,Q51850225,"""11002752""",+2018-04-13T00:00:00Z/11
Q1533582,+1967-12-03T00:00:00Z/11,Q51850225,"""11002753""",+2018-04-13T00:00:00Z/11
Q2426649,+1962-05-17T00:00:00Z/11,Q51850225,"""11002754""",+2018-04-13T00:00:00Z/11
Q1604029,+1945-02-24T00:00:00Z/11,Q51850225,"""11002755""",+2018-04-13T00:00:00Z/11
Q1729530,+1946-11-29T00:00:00Z/11,Q51850225,"""11002756""",+2018-04-13T00:00:00Z/11
Q1078169,+1955-05-20T00:00:00Z/11,Q51850225,"""11002757""",+2018-04-13T00:00:00Z/11
Q1744993,+1954-07-14T00:00:00Z/11,Q51850225,"""11002758""",+2018-04-13T00:00:00Z/11
Q2162977,+1957-11-16T00:00:00Z/11,Q51850225,"""11002760""",+2018-04-13T00:00:00Z/11
Q2162984,+1955-02-08T00:00:00Z/11,Q51850225,"""11002761""",+2018-04-13T00:00:00Z/11
Q2141511,+1954-10-09T00:00:00Z/11,Q51850225,"""11002762""",+2018-04-13T00:00:00Z/11
Q1717599,+1937-07-24T00:00:00Z/11,Q51850225,"""11002763""",+2018-04-13T00:00:00Z/11
Q2503913,+1950-07-02T00:00:00Z/11,Q51850225,"""11002764""",+2018-04-13T00:00:00Z/11
Q61903,+1965-07-02T00:00:00Z/11,Q51850225,"""11002765""",+2018-04-13T00:00:00Z/11
Q1269705,+1942-09-24T00:00:00Z/11,Q51850225,"""11002767""",+2018-04-13T00:00:00Z/11
Q1583887,+1944-02-17T00:00:00Z/11,Q51850225,"""11002768""",+2018-04-13T00:00:00Z/11
Q61321,+1947-12-02T00:00:00Z/11,Q51850225,"""11002769""",+2018-04-13T00:00:00Z/11
Q107908,+1944-09-13T00:00:00Z/11,Q51850225,"""11002770""",+2018-04-13T00:00:00Z/11
Q103518,+1956-12-31T00:00:00Z/11,Q51850225,"""11002771""",+2018-04-13T00:00:00Z/11
Q824134,+1948-01-07T00:00:00Z/11,Q51850225,"""11002772""",+2018-04-13T00:00:00Z/11
Q1313840,+1948-05-15T00:00:00Z/11,Q51850225,"""11002774""",+2018-04-13T00:00:00Z/11
Q1629891,+1942-04-04T00:00:00Z/11,Q51850225,"""11002775""",+2018-04-13T00:00:00Z/11
Q1997170,+1949-10-15T00:00:00Z/11,Q51850225,"""11002776""",+2018-04-13T00:00:00Z/11
Q1542297,+1947-10-04T00:00:00Z/11,Q51850225,"""11002777""",+2018-04-13T00:00:00Z/11
Q2638751,+1951-02-13T00:00:00Z/11,Q51850225,"""11002779""",+2018-04-13T00:00:00Z/11
Q73213,+1941-10-08T00:00:00Z/11,Q51850225,"""11002781""",+2018-04-13T00:00:00Z/11
Q1577971,+1959-07-10T00:00:00Z/11,Q51850225,"""11002782""",+2018-04-13T00:00:00Z/11
Q1600927,+1951-10-15T00:00:00Z/11,Q51850225,"""11002783""",+2018-04-13T00:00:00Z/11
Q1763255,+1959-04-20T00:00:00Z/11,Q51850225,"""11002784""",+2018-04-13T00:00:00Z/11
Q92299,+1946-07-04T00:00:00Z/11,Q51850225,"""11002785""",+2018-04-13T00:00:00Z/11
Q2501871,+1962-04-14T00:00:00Z/11,Q51850225,"""11002786""",+2018-04-13T00:00:00Z/11
Q1272289,+1940-01-29T00:00:00Z/11,Q51850225,"""11002788""",+2018-04-13T00:00:00Z/11
Q1223159,+1954-11-18T00:00:00Z/11,Q51850225,"""11002789""",+2018-04-13T00:00:00Z/11
Q2150558,+1938-08-05T00:00:00Z/11,Q51850225,"""11002790""",+2018-04-13T00:00:00Z/11
Q1609192,+1949-09-21T00:00:00Z/11,Q51850225,"""11002791""",+2018-04-13T00:00:00Z/11
Q2531509,+1938-08-10T00:00:00Z/11,Q51850225,"""11002792""",+2018-04-13T00:00:00Z/11
Q1452995,+1949-01-20T00:00:00Z/11,Q51850225,"""11002793""",+2018-04-13T00:00:00Z/11
Q88184,+1948-07-16T00:00:00Z/11,Q51850225,"""11002795""",+2018-04-13T00:00:00Z/11
Q2573474,+1944-03-21T00:00:00Z/11,Q51850225,"""11002796""",+2018-04-13T00:00:00Z/11
Q1584084,+1952-09-18T00:00:00Z/11,Q51850225,"""11002797""",+2018-04-13T00:00:00Z/11
Q1698408,+1956-01-13T00:00:00Z/11,Q51850225,"""11002798""",+2018-04-13T00:00:00Z/11
Q824247,+1949-10-17T00:00:00Z/11,Q51850225,"""11002799""",+2018-04-13T00:00:00Z/11
Q1276900,+1953-05-09T00:00:00Z/11,Q51850225,"""11002800""",+2018-04-13T00:00:00Z/11
Q1454062,+1958-02-26T00:00:00Z/11,Q51850225,"""11002802""",+2018-04-13T00:00:00Z/11
Q2591445,+1943-01-30T00:00:00Z/11,Q51850225,"""11002803""",+2018-04-13T00:00:00Z/11
Q1479221,+1942-05-14T00:00:00Z/11,Q51850225,"""11002804""",+2018-04-13T00:00:00Z/11
Q1596319,+1948-02-29T00:00:00Z/11,Q51850225,"""11002806""",+2018-04-13T00:00:00Z/11
Q2591496,+1964-08-30T00:00:00Z/11,Q51850225,"""11002807""",+2018-04-13T00:00:00Z/11
Q61897,+1943-07-25T00:00:00Z/11,Q51850225,"""11002808""",+2018-04-13T00:00:00Z/11
Q1727966,+1957-12-19T00:00:00Z/11,Q51850225,"""11002809""",+2018-04-13T00:00:00Z/11
Q1082006,+1949-04-30T00:00:00Z/11,Q51850225,"""11002810""",+2018-04-13T00:00:00Z/11
Q500829,+1964-05-20T00:00:00Z/11,Q51850225,"""11002811""",+2018-04-13T00:00:00Z/11
Q1366360,+1954-08-12T00:00:00Z/11,Q51850225,"""11002812""",+2018-04-13T00:00:00Z/11
Q76545,+1953-07-05T00:00:00Z/11,Q51850225,"""11002813""",+2018-04-13T00:00:00Z/11
Q889987,+1932-03-09T00:00:00Z/11,Q51850225,"""11002814""",+2018-04-13T00:00:00Z/11
Q1929551,+1951-06-07T00:00:00Z/11,Q51850225,"""11002815""",+2018-04-13T00:00:00Z/11
Q1686702,+1956-05-11T00:00:00Z/11,Q51850225,"""11002816""",+2018-04-13T00:00:00Z/11
Q1000195,+1952-11-27T00:00:00Z/11,Q51850225,"""11002817""",+2018-04-13T00:00:00Z/11
Q1449268,+1954-09-16T00:00:00Z/11,Q51850225,"""11002818""",+2018-04-13T00:00:00Z/11
Q1170842,+1947-04-20T00:00:00Z/11,Q51850225,"""11002819""",+2018-04-13T00:00:00Z/11
Q2338782,+1967-11-18T00:00:00Z/11,Q51850225,"""11002820""",+2018-04-13T00:00:00Z/11
Q354647,+1939-02-16T00:00:00Z/11,Q51850225,"""11002822""",+2018-04-13T00:00:00Z/11
Q2503159,+1964-10-03T00:00:00Z/11,Q51850225,"""11002823""",+2018-04-13T00:00:00Z/11
Q1383764,+1952-10-21T00:00:00Z/11,Q51850225,"""11002824""",+2018-04-13T00:00:00Z/11
Q1604326,+1946-04-12T00:00:00Z/11,Q51850225,"""11002825""",+2018-04-13T00:00:00Z/11
Q1484328,+1940-06-05T00:00:00Z/11,Q51850225,"""11002826""",+2018-04-13T00:00:00Z/11
Q84698,+1947-03-02T00:00:00Z/11,Q51850225,"""11002828""",+2018-04-13T00:00:00Z/11
Q85662,+1954-05-05T00:00:00Z/11,Q51850225,"""11002829""",+2018-04-13T00:00:00Z/11
Q2584346,+1949-03-04T00:00:00Z/11,Q51850225,"""11002830""",+2018-04-13T00:00:00Z/11
Q1894924,+1957-05-26T00:00:00Z/11,Q51850225,"""11002831""",+2018-04-13T00:00:00Z/11
Q1594119,+1951-02-20T00:00:00Z/11,Q51850225,"""11002832""",+2018-04-13T00:00:00Z/11
Q1576372,+1943-09-27T00:00:00Z/11,Q51850225,"""11002939""",+2018-04-13T00:00:00Z/11
Q1910554,+1952-03-01T00:00:00Z/11,Q51850225,"""11002940""",+2018-04-13T00:00:00Z/11
Q1363410,+1945-02-14T00:00:00Z/11,Q51850225,"""11002943""",+2018-04-13T00:00:00Z/11
Q1603632,+1949-02-04T00:00:00Z/11,Q51850225,"""11002946""",+2018-04-13T00:00:00Z/11
Q1739443,+1947-12-20T00:00:00Z/11,Q51850225,"""11003000""",+2018-04-13T00:00:00Z/11
Q1201266,+1950-04-20T00:00:00Z/11,Q51850225,"""11003007""",+2018-04-13T00:00:00Z/11
Q1378589,+1947-07-01T00:00:00Z/11,Q51850225,"""11003010""",+2018-04-13T00:00:00Z/11
Q1899247,+1954-03-31T00:00:00Z/11,Q51850225,"""11003011""",+2018-04-13T00:00:00Z/11
Q1331504,+1945-02-04T00:00:00Z/11,Q51850225,"""11003021""",+2018-04-13T00:00:00Z/11
Q1379180,+1943-11-28T00:00:00Z/11,Q51850225,"""11003022""",+2018-04-13T00:00:00Z/11
Q71359,+1962-08-09T00:00:00Z/11,Q51850225,"""11003023""",+2018-04-13T00:00:00Z/11
Q1687213,+1962-02-01T00:00:00Z/11,Q51850225,"""11003025""",+2018-04-13T00:00:00Z/11
Q1510403,+1957-07-28T00:00:00Z/11,Q51850225,"""11003026""",+2018-04-13T00:00:00Z/11
Q153460,+1964-12-07T00:00:00Z/11,Q51850225,"""11003028""",+2018-04-13T00:00:00Z/11
Q96968,+1950-06-21T00:00:00Z/11,Q51850225,"""11003029""",+2018-04-13T00:00:00Z/11
Q20638348,+1951-03-12T00:00:00Z/11,Q51850225,"""11003030""",+2018-04-13T00:00:00Z/11
Q101192,+1961-05-07T00:00:00Z/11,Q51850225,"""11003031""",+2018-04-13T00:00:00Z/11
Q1281813,+1939-12-17T00:00:00Z/11,Q51850225,"""11003032""",+2018-04-13T00:00:00Z/11
Q109811,+1952-02-01T00:00:00Z/11,Q51850225,"""11003033""",+2018-04-13T00:00:00Z/11
Q99450,+1958-03-31T00:00:00Z/11,Q51850225,"""11003034""",+2018-04-13T00:00:00Z/11
Q110018,+1947-08-01T00:00:00Z/11,Q51850225,"""11003035""",+2018-04-13T00:00:00Z/11
Q111067,+1959-03-26T00:00:00Z/11,Q51850225,"""11003036""",+2018-04-13T00:00:00Z/11
Q111664,+1942-02-13T00:00:00Z/11,Q51850225,"""11003037""",+2018-04-13T00:00:00Z/11
Q111970,+1960-11-13T00:00:00Z/11,Q51850225,"""11003049""",+2018-04-13T00:00:00Z/11
